Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:03:21,4323900.455,162832.143,10000.706,9367476.4,23328071.0,901629958.727,10440754448.5,7612857029852.0,124848073.8,918864374444.667,151975669.0,37938609397.75,4238241131.0,8582252800.0,831616.348,0.0,154873.667,498999.714,0.0,0.5,6851.0,4890062.905
00:13:21,4843454.0,171401.286,10552.706,9826800.0,24471756.25,999144365.636,10448731729.5,8061841638422.0,125996089.8,922405275756.667,160952608.0,38041016034.75,4249812045.333,8582868224.0,989229.0,0.0,158697.333,524907.429,0.0,0.5,6983.333,5505703.143
00:23:21,5709067.545,179970.286,11095.353,10289142.4,25622978.25,1135333284.909,10469947048.75,8510829626909.0,139234911.6,925979897423.0,169724770.5,38267044808.0,4261391591.333,8582887680.0,1031564.13,0.0,161593.0,568190.714,0.0,0.5,6951.333,6357022.571
00:33:21,7011577.091,188540.286,11622.941,10755777.4,26784929.75,1170930438.273,12399571998.5,8835133606643.25,152914501.6,1121655689411.167,178805500.5,44916342521.75,4270993267.0,8583259136.0,1080241.826,0.0,187061.333,595227.857,0.0,0.5,6951.333,7581187.143
20:53:21,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577038848.0,0.0,0.0,0.0,167.0,0.0,0.5,6163.667,0.0
21:03:21,2081796.636,8570.714,540.529,994017.2,2477905.0,33231166.364,2378449413.75,181916000861.75,1190972.6,251695439155.5,9994494.5,8765366702.25,7357468.667,8581517824.0,49837.826,0.0,31297.333,31959.857,0.0,0.5,6784.667,2291111.905
21:13:21,2254254.636,17141.143,1042.294,1606037.4,4000504.75,74079871.727,5046027973.25,362583732788.5,2262513.0,503501419488.167,18976419.25,18382223962.0,14711202.667,8581437696.0,114270.0,0.0,59220.333,64466.143,0.0,0.5,6810.667,2493227.0
21:23:21,2377555.818,25711.571,1541.176,2067243.8,5149063.0,114946298.273,8764388800.5,543699970250.0,4268116.0,755641820847.0,26994636.0,31116317098.75,22065062.0,8581643008.0,155996.783,0.0,86351.667,90865.429,0.0,0.5,6761.667,2652454.762
21:33:21,2669567.273,34281.857,2041.529,2517103.2,6269457.25,160402138.818,10333273982.75,882362534568.75,17864875.4,861909307463.667,35260994.5,36527809075.5,1376172616.333,8581897984.0,196696.13,0.0,108643.0,117431.143,0.0,0.5,6817.0,2912974.0
21:43:21,2770896.273,42852.0,2545.471,2965167.0,7385402.25,221116455.818,10340400179.25,1331346009359.25,31293282.2,865414107085.5,42770382.0,36618299267.0,1387736646.0,8581911552.0,242449.261,0.0,111291.667,142554.714,0.0,0.5,6817.0,3028692.81
21:53:21,2883774.636,51422.286,3062.529,3416596.2,8509649.75,270251961.545,10347680762.75,1780329629896.0,44727017.0,868905421910.833,50278073.5,36713242039.5,1399292572.667,8581916672.0,294212.522,0.0,113876.667,168283.714,0.0,0.5,6833.0,3145991.667
22:03:21,2983985.636,59992.429,3580.118,3872944.0,9646117.75,316127884.909,10354971606.0,2229317208425.0,58177849.6,872425485890.833,57957699.0,36808611934.75,1410865874.333,8582077696.0,337043.783,0.0,116707.0,193905.143,0.0,0.5,6801.0,3268319.143
22:13:21,3093884.273,68562.571,4129.294,4332085.4,10789392.25,358384462.545,10362081015.5,2678301794040.25,71593970.8,875947673433.0,65552877.75,36904382834.25,1422422381.0,8582114304.0,380972.913,0.0,119549.0,219083.571,0.0,0.5,6833.0,3398808.524
22:23:21,3205647.182,77132.714,4646.588,4780911.6,11907166.0,390935772.455,10369083729.75,3127286500577.5,85011886.4,879473256723.833,73104840.25,36997798575.75,1433991103.333,8582031360.0,425272.174,0.0,122474.0,244528.143,0.0,0.5,6817.0,3522618.143
