Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8591145728.0,0.0,0.0,0.0,140.429,0.0,0.5,13026.0,0.0
07:14:11,81731580.364,8571.143,16952717.235,28841351.0,72065114.5,146043210999.364,45464726826.25,185574581682.25,2147068087.0,529018625.0,4458340570.5,132736489930.0,13874015.0,8629113856.0,43024.783,0.0,4166151.0,57040.0,0.0,0.5,13088.0,89603100.762
07:24:11,152014285.273,17143.286,36535889.235,62155147.2,155309101.75,291702818113.818,93588234327.25,371279772955.0,4202027721.6,1547508108.333,8951343563.5,270926848305.25,27746282.333,8637150976.0,95224.913,5024354.403,8325245.333,118525.429,0.0,0.5,13088.0,167210495.857
07:34:11,223383585.273,25714.857,55088183.176,93715531.2,234171234.0,437040488113.273,140198981642.75,556956309212.25,6373353545.2,2070451512.5,13519801719.0,406704427544.0,41614401.667,8636374016.0,137076.652,9902384.65,12425981.0,194537.143,0.0,0.5,13120.0,245888288.952
07:44:12,295741089.545,34286.857,74040342.235,125955385.4,314732178.25,582633321098.364,186804503134.25,742413159265.25,8485205923.6,2684310654.167,18001870778.75,541864936744.5,55440811.0,8624449024.0,175641.435,14847210.194,16386937.0,258572.0,0.0,0.5,13106.0,325492667.857
07:54:12,366776491.091,42858.429,91921875.0,156374325.0,390742509.75,728374178657.727,233405255181.0,928059888774.25,10599803762.4,3320790245.833,22500361873.75,677317531299.25,69323755.333,8636119040.0,218085.609,19544886.937,20388490.333,319352.714,0.0,0.5,13122.0,403646293.286
08:04:12,438260700.0,51430.0,109993170.529,187116220.6,467559588.25,874155945026.364,280109650633.75,1113680311406.5,12718461273.8,3874736908.333,27003768314.5,812770383864.5,1427469995.333,8636030720.0,265642.739,24287994.587,24478614.667,378882.571,0.0,0.5,13138.0,482225662.286
08:14:12,509126808.182,60001.857,128674901.118,218896569.2,546971452.75,1019500308503.091,327992854296.25,1299168061191.5,14758161117.6,4481422895.833,31420535761.25,950121793532.0,2785669512.667,8636566016.0,307115.043,29187468.913,28349644.667,437684.286,0.0,0.5,13138.0,560451068.143
08:24:12,581129264.818,68572.571,148611806.529,252812817.0,631719591.0,1164485553367.364,374485313582.25,1484640169954.75,16932756478.4,5142823237.5,35979146488.75,1085310259464.0,2799562309.333,8637874432.0,359419.391,34371220.684,32184604.667,501930.429,0.0,0.5,13122.667,639657911.952
08:34:12,635469284.364,77144.429,158129245.647,269004815.2,672177493.75,1312816298752.273,411993874571.25,1674817942823.75,19879541140.4,5461855908.333,45184799738.25,1218918555960.0,2815112955.333,8788875520.0,408971.739,36670174.15,43762669.667,548534.714,0.0,0.5,13124.667,707107833.667
08:44:12,685874367.545,85716.714,158427633.588,269515183.0,673448297.0,1438612075674.727,470565077761.25,1869596051249.0,27349031020.8,5461855908.333,62765777241.5,1416862617751.0,2832164705.333,8795234048.0,452949.522,36676619.816,47020329.0,584672.571,0.0,0.5,13172.0,763222554.476
