Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:05:28,13770074.545,180014.286,4247163.471,66674684.1,166539676.0,2457762311985.0,1771317393973.5,4577354052923.0,437519963510.2,2005556587.5,870918638541.75,5406810117534.5,7154162060.667,8915065600.0,902550.174,2994.078,327303005.667,71181544.714,0.0,13.0,8871.0,596678553.619
00:15:28,13851668.545,188586.714,4369153.765,67132269.5,167679425.75,2576722440578.909,1857992297546.0,4797243008805.75,459188316496.2,2014566783.333,913077104855.75,5672738433837.25,7175164703.333,8915193344.0,948264.13,2994.078,346842415.0,74265053.143,0.0,13.0,8935.0,626514066.571
00:25:28,14497727.0,197159.143,4489240.706,67616919.7,168887224.25,2691780578557.909,1942436548513.5,5014442691016.75,479601583971.2,2019920058.333,955878297564.25,5938094544786.75,7195861229.333,8904336384.0,995793.739,2994.078,352685876.333,77951869.286,0.0,13.0,8952.333,644359873.143
00:35:28,14773376.636,205731.429,4613689.529,68068455.9,170012121.25,2809826484607.182,2031070042218.25,5234783809478.75,501580703442.4,2028423237.5,998815108961.5,6206266607353.75,7216925937.0,8898936576.0,1039570.739,2994.078,370709827.333,80939249.571,0.0,13.0,8952.333,674336417.667
00:45:28,14981220.455,214303.714,4737506.059,68527386.9,171155203.0,2928084169395.091,2119116572579.5,5455197144053.0,523641074023.8,2075035937.5,1041611360002.0,6475078663795.5,8582250785.0,8900761856.0,1096403.0,2994.078,388929871.667,83982566.143,0.0,13.0,8920.333,703506263.286
00:55:28,15175289.455,222876.0,4858848.0,69021457.3,172386211.0,3043485377607.273,2203619242560.25,5673045548714.75,544270804931.4,2161146125.0,1084147179765.25,6742482908006.75,8603003717.667,8903023872.0,1130499.652,2994.078,397937559.333,87543017.429,0.0,13.0,8953.667,721564700.81
01:05:29,15367129.364,231448.429,4979299.0,69466971.3,173495924.75,3162425856306.091,2289370352709.75,5891543847012.75,565411198954.0,2172606558.333,1126301824869.25,7003199961754.25,9968044958.0,8897483264.0,1169377.0,2994.078,414231386.0,90723526.857,0.0,13.0,8952.333,751671627.048
01:15:29,15474433.455,240020.714,5101725.059,69969453.7,174747894.75,3278091922725.727,2372176011628.75,6108904181236.5,585680192015.2,2217234595.833,1168239606313.5,7267786410868.0,9988722804.667,8902520832.0,1218338.348,2994.078,423777864.333,94309454.286,0.0,13.0,8952.333,769609710.286
01:25:29,15630522.091,248593.143,5228514.882,70440505.7,175920654.25,3396208870141.818,2460767054330.75,6328477580019.0,607473452023.6,2232803895.833,1211470655937.25,7534077027467.5,10009672090.0,8915608576.0,1263261.435,2994.078,440496463.333,97342342.571,0.0,13.0,8921.667,800324735.286
20:35:24,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574536448.0,0.0,0.0,0.0,148.0,0.0,0.5,6143.0,0.0
