Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:27,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573481216.0,0.0,0.0,0.0,139.571,0.0,0.5,6056.0,0.0
07:14:27,1155963.182,8789.143,322128.706,551813.7,1373239.5,23339578.727,6670996.5,184182656517.0,13527130.8,258170680503.667,6885733.25,75042699.0,7121538.667,8575657472.0,51591.348,0.0,15908.667,29895.857,0.0,0.5,6488.333,1266832.048
07:24:27,1449821.727,17359.714,616698.765,1056053.7,2628532.5,45505829.091,13208431.5,363786892938.0,26272015.6,509964868917.167,13252515.5,144832429.25,14062231.333,8576005120.0,92497.435,0.0,28342.0,57070.286,0.0,0.5,6538.667,1626367.0
07:34:27,1997646.545,25930.714,926967.941,1587391.7,3951011.5,69224651.182,19745759.0,543399558539.25,26852065.0,761812693376.667,19763978.5,214819099.0,21000251.333,8577040384.0,135285.174,9.850203146155585e+17,42676.333,85360.857,0.0,0.5,6624.667,2269767.286
07:44:27,2067307.455,34501.286,1220872.294,2090486.1,5203446.25,91209859.091,26317849.75,723005005592.25,27377130.2,1013649464208.833,25809354.5,284447832.5,27937595.667,8577067008.0,178610.348,9.850203146155585e+17,55486.333,113515.286,0.0,0.5,6608.667,2383205.0
07:54:27,2164531.273,43072.143,1513323.529,2591069.9,6449642.0,115195458.909,32805225.75,902617106761.0,27903044.4,1265604945874.833,31795096.75,354177334.5,34873900.333,8577115392.0,229137.348,9.850203146155585e+17,68852.0,141692.857,0.0,0.5,6605.333,2509802.0
08:04:27,2263992.636,51643.143,1803425.471,3087589.1,7685818.75,138309565.364,39166984.0,1082227615255.75,28542638.4,1516909910953.667,38994493.25,421500467.5,41807495.333,8577125376.0,281386.087,1.0745676159442458e+18,82473.0,169691.571,0.0,0.5,6609.667,2637031.524
08:14:27,2340356.182,60213.714,2093518.353,3584110.9,8921901.5,161750105.091,45478589.5,1261832161689.75,29083413.6,1768272778683.167,45388047.0,492080304.25,48759564.333,8577175552.0,328329.652,1.0745676159442458e+18,96767.667,197404.0,0.0,0.5,6626.0,2753861.667
08:24:28,2414114.273,68784.571,2416136.059,4136763.1,10297247.75,183499115.727,51867251.5,1441445248997.25,29630592.4,2020136385262.5,51687242.25,565670532.25,55717406.0,8577191680.0,372084.826,1.0745676159442458e+18,109719.0,225934.143,0.0,0.5,6573.667,2877536.762
08:34:28,2723241.364,77355.571,2706725.059,4634134.9,11535451.5,207668289.545,59102689.75,1621058474085.0,30268302.2,2271880674735.5,58712308.75,648219447.0,62658499.333,8577253120.0,425078.0,4.4773650664343654e+17,132864.667,255074.0,0.0,0.5,6584.0,3239189.667
08:44:28,2788798.727,85926.429,2995043.176,5127583.9,12763948.25,232680683.455,65752424.75,1800670319619.5,30773907.8,2523636408984.334,64725053.5,718491693.25,69596247.333,8577275648.0,468363.435,4.4773650664343654e+17,145435.667,281829.571,0.0,0.5,6600.0,3351416.238
08:54:28,2883783.636,94497.429,3287108.647,5627499.9,14008552.75,262798452.273,72556194.75,1980285899980.75,37368943.6,2775389747071.834,71077378.0,787797837.5,76519230.333,8577565696.0,517051.565,4.4773650664343654e+17,159226.333,308762.286,0.0,0.5,6606.333,3478652.952
09:04:28,3021603.091,103067.429,3591820.647,6148988.1,15306834.75,313593690.0,79581003.5,2159888911314.75,50629668.2,3026789967603.166,78718026.75,865240781.25,1427718148.667,8577612032.0,567542.87,1.0745676159442458e+18,175601.0,336735.429,0.0,0.5,6597.333,3665297.095
