Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:04:32,3121031.545,94274.0,3028704.824,5174884.7,12892549.75,241488285.273,45062199647.5,1993421837048.5,78014729.8,2771433365497.166,92904207.25,350779849798.0,2771720840.667,8576908544.0,509681.261,0.0,313949.0,283005.714,0.0,0.5,6806.667,3713618.143
00:14:32,3627541.636,102844.286,3288258.824,5618654.3,13997673.75,278937943.182,49474103812.75,2175821861737.5,79138038.2,3023493615526.666,102336727.5,384773302236.75,2779288511.333,8577783040.0,677040.609,0.0,345758.0,308867.714,0.0,0.5,6907.667,4312246.095
00:24:32,3698322.455,111414.571,3553903.765,6072954.7,15128809.25,320467263.091,53888543010.25,2361054816839.5,80016502.2,3275624309141.0,110945673.75,418789816079.75,2786903049.667,8577598720.0,723118.304,0.0,372827.667,334390.429,0.0,0.5,6923.667,4421746.429
00:34:32,3783632.0,119985.143,3817238.765,6523220.3,16250049.25,359092091.455,58301329475.0,2545164198716.75,80857791.2,3527666841881.0,119558233.0,452769607133.5,2794511473.333,8577675264.0,770630.217,0.0,409148.667,361080.571,0.0,0.5,6924.0,4569628.905
00:44:32,4419436.182,128555.571,4072927.647,6960278.7,17338608.0,404110092.091,60725769877.0,2847577282126.75,94030171.4,3666960930954.666,128716613.75,471491357076.0,2804255395.0,8577760000.0,812250.87,0.0,425460.333,404000.857,0.0,0.5,6940.0,5319665.19
00:54:32,5432171.091,137125.857,4324910.353,7390919.5,18411322.0,455519664.273,60736794614.5,3296558851257.75,107489081.0,3670426976856.834,137794581.0,471638778002.5,2816585869.333,8577637632.0,853908.261,0.0,428120.667,428476.143,0.0,0.5,6908.0,6490348.095
01:04:32,6460548.636,145696.429,4576086.235,7820150.1,19480585.75,503893020.545,60747966007.25,3745539092678.25,120946511.8,3673898983271.166,147103548.0,471773621167.0,2828889618.333,8577658624.0,896996.478,0.0,431774.333,453379.429,0.0,0.5,6940.0,7670437.048
01:14:32,7490046.909,154266.857,4835940.353,8264411.5,20586944.75,558109257.273,60760024052.25,4194519829393.75,134407410.0,3677328280969.834,156352697.5,471900831077.5,4185484902.667,8577649408.0,948601.0,0.0,434774.667,478938.857,0.0,0.5,6908.333,8853452.476
01:24:32,8604090.273,162837.143,5095625.118,8708395.1,21692606.75,607468088.273,60773725711.75,4643500262804.75,147813526.8,3680801018012.666,165267495.0,472037202756.0,4197801771.667,8577673984.0,994985.652,0.0,438117.333,504175.714,0.0,0.5,6927.0,10148643.857
01:34:32,9636195.818,171407.286,5361232.118,9162480.5,22823462.0,665823912.273,60786248993.75,5092484688839.75,161281299.2,3716868629306.834,174817969.5,472199643814.25,4210132137.667,8577652736.0,1043866.565,0.0,444275.333,530569.714,0.0,0.5,6975.0,11361898.524
01:44:32,10459345.636,179977.571,5618433.471,9602136.5,23918470.5,718135340.273,60793779352.0,5541465020414.75,174689032.8,3720345874569.5,183462608.0,472298583364.75,4222454560.333,8577651712.0,1083865.957,0.0,447054.333,555744.571,0.0,0.5,6911.0,12313418.667
22:14:32,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571513344.0,0.0,0.0,0.0,722.429,0.0,0.5,6086.333,0.0
22:24:32,1558525.636,8570.571,488181.706,832459.5,2076843.0,21178065.091,2756199097.5,181226718682.5,13454515.6,252039552065.333,8801587.0,23002697897.75,1351842023.667,8574612224.0,40555.0,0.0,29373.0,26191.571,0.0,0.5,6720.333,1714576.905
22:34:32,2176738.182,17140.857,744578.118,1270715.1,3168398.0,42737552.727,5585841079.5,363277503536.25,26866982.2,503912602958.667,17519749.25,46478389131.75,2703702353.333,8575784448.0,88101.348,0.0,66499.667,52605.571,0.0,0.5,6815.333,2408751.429
22:44:32,2262049.818,25711.429,999783.706,1706927.7,4254856.25,65305810.0,9734435710.75,544400572249.25,40355146.2,755746474903.333,26313932.0,78728287085.0,2711264081.667,8576228352.0,140469.478,0.0,93545.667,78097.143,0.0,0.5,6773.0,2545711.952
22:54:32,2339164.909,34281.714,1253831.824,2141137.3,5336385.0,84749495.455,14167172535.5,725148874894.25,53764095.6,1007571934393.833,34784940.5,112859117864.25,2718818237.333,8576004096.0,189556.087,0.0,120316.0,103787.143,0.0,0.5,6789.0,2653136.476
