Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:05:52,12690244.0,377039.429,0.0,177711367282.0,96318975310.75,35298541583498.09,1696961321079.0,20519884423638.0,5920307302931.8,2467774466948.834,230370206835.0,4229466626686.25,0.0,80021708.167,1235020.9,9857624832.0,2078804.043,33544.209,90560405.667,1111362.6,1148708.4,4732401.714,0.0,65961987.5,87215.0,802728463.714
00:15:52,12783772.091,385395.429,0.0,178582635550.4,98495614340.75,36079245478622.27,1735130311245.25,20967785703821.246,6049795124533.4,2524034890757.334,235518662474.75,4323949507797.0,0.0,80352764.167,1258027.7,9896176896.0,2119863.522,33544.209,92607893.667,1132280.2,1148708.4,4837562.857,0.0,65961987.5,87295.0,820639503.81
00:25:52,12883259.727,393591.714,0.0,179475577115.0,100726407943.75,36833218375127.63,1773367280552.75,21417447195763.0,6179321860355.4,2574393579869.5,240831949082.5,4419508269477.25,0.0,84973329.5,1283478.9,9923359744.0,2167290.174,33544.209,94697470.667,1153456.1,1148708.4,4945645.714,0.0,65961987.5,87290.0,838914971.0
00:35:52,12973790.545,401952.429,0.0,180349934195.2,102910764902.0,37615723483782.09,1811766505628.5,21865246966593.246,6308802644574.4,2631019121346.334,246010629775.0,4514843449986.75,0.0,85304385.5,1300186.6,9935063040.0,2203407.304,33544.209,96745165.333,1165786.1,1148708.4,5050648.714,0.0,65961987.5,87207.667,856886703.714
00:45:52,13060998.545,410127.857,0.0,181236359636.2,105125277889.75,38373295928662.09,1850011503642.0,22314933575360.5,6438307323483.4,2681961720645.334,251302895737.0,4609815615167.0,0.0,85644542.5,1356216.8,9930301184.0,2243114.391,33544.209,98827321.0,1212690.8,1148708.4,5159424.143,0.0,65961987.5,87271.667,875099345.19
00:55:52,13150422.727,418477.571,0.0,182126286746.0,107348719067.25,39156459776743.45,1888670246092.0,22763528762412.0,6567839776384.2,2738761554219.334,256550998440.75,4705487408921.75,0.0,90258001.833,1370588.6,9971101184.0,2290373.696,33544.209,100911511.0,1224411.1,1148708.4,5267146.857,0.0,65961987.5,87282.667,893324269.667
01:05:52,13235010.455,426703.143,0.0,183000843186.0,109533396164.75,39915768534059.45,1926447925566.0,23213270712305.0,6697320295033.2,2790391430749.834,261775804325.5,4800075000416.75,0.0,90589057.833,1402890.5,10010004224.0,2329646.087,33544.209,102961454.333,1254825.1,1148708.4,5373149.714,0.0,65961987.5,87296.333,911296205.048
01:15:52,13328925.545,435050.143,0.0,183888702234.8,111751487674.75,40692859733462.09,1965065973289.25,23661671532594.0,6826817916983.6,2848875738943.5,267033391761.75,4895517077973.25,0.0,90920113.833,1423837.5,10016473856.0,2365245.826,33544.209,105043832.333,1275331.7,1148708.4,5479836.143,0.0,65961987.5,87248.333,929553455.0
01:25:53,13432522.182,443271.857,0.0,184770880163.2,113955389552.25,41455970516100.73,2003073813397.5,24111229600376.5,6956304657483.8,2899333475536.666,272281868562.0,4990038303688.75,0.0,95548386.833,1443034.1,10043599360.0,2400629.087,33544.209,107116281.333,1294696.3,1148708.4,5590376.857,0.0,65961987.5,87210.0,947633469.286
01:35:53,13525310.636,451619.714,0.0,185655948390.4,116166509854.0,42233738971594.27,2041638718580.0,24559715483540.246,7085802187701.6,2954351935078.834,277529426280.5,5085485374026.0,0.0,95879233.833,1465773.5,10082544896.0,2438015.304,33544.209,109192079.667,1315851.1,1148708.4,5697331.0,0.0,65961987.5,87273.0,965821912.19
01:45:53,13619593.091,459843.714,0.0,186537418717.8,118369041343.25,42993298651286.27,2079702108255.75,25009565344918.0,7215331950745.2,3003827236233.0,282791740036.75,5180263910699.25,0.0,96210289.833,1495164.1,10121946368.0,2477497.391,33544.209,111254784.0,1343594.8,1148708.4,5804678.571,0.0,65961987.5,87209.0,983925337.81
01:55:53,13723162.455,468175.286,0.0,187422899495.2,120580793534.5,43771189677284.27,2118132835273.5,25458061600569.5,7344831790488.2,3058380722664.166,288021819812.75,5275380311823.5,0.0,100830715.833,1511647.4,10162609920.0,2514178.217,33544.209,113323554.333,1361883.8,1148708.4,5911412.857,0.0,65961987.5,87266.667,1002060166.286
02:05:53,13811108.182,476394.429,0.0,188306303444.4,122787866078.75,44530923154692.82,2156213433585.5,25907665881234.246,7474352470989.6,3109090858841.5,293291985886.5,5370242441980.25,0.0,101161771.833,1538100.7,10201756928.0,2556754.087,33544.209,115396120.667,1386534.2,1148708.4,6019054.571,0.0,65961987.5,87297.667,1020223386.571
02:15:53,14033553.091,484738.0,0.0,189183396209.4,124978951429.25,45309735243630.91,2194519826099.5,26356432518321.754,7603849520216.4,3165627579549.166,298491311708.5,5465440432097.0,0.0,101506596.5,1555147.4,10238822400.0,2718985.304,33544.209,117455839.667,1401927.0,1148708.4,6126186.571,0.0,65961987.5,87297.667,1038377340.286
02:25:53,14141605.909,492960.571,0.0,190064074474.6,127179147906.75,46071464958286.55,2232542598868.75,26806389495606.754,7733355593273.2,3217723382650.166,303723047082.25,5559498821898.0,0.0,106116433.167,1570182.2,10279572224.0,2755880.522,33544.209,119514550.0,1416954.1,1148708.4,6234239.571,0.0,65961987.5,87291.333,1056425256.619
02:35:54,14228813.0,501299.0,0.0,190925905912.6,129332173777.0,46847880690224.18,2270566005060.25,27255439396899.246,7862826442528.6,3273344596821.5,308827431067.75,5653513724881.0,0.0,106447489.167,1606202.1,10307165952.0,2791958.435,33544.209,121537751.667,1453771.0,1148708.4,6338458.143,0.0,65961987.5,87322.333,1074155092.286
02:45:54,14321601.0,509516.857,0.0,191773502577.8,131449679136.25,47610490156474.45,2307859584587.0,27705175862681.0,7992268876686.0,3324519855898.334,313884437434.5,5745941682637.75,0.0,106778545.167,1633300.3,10304387328.0,2838403.739,33544.209,123530026.0,1479005.7,1148708.4,6442603.429,0.0,65961987.5,87274.333,1091587696.905
02:55:54,14769459.727,517867.857,0.0,192596316546.2,133505276708.5,48392807613599.0,2344453986104.0,28153612618014.0,8121657781899.0,3381324375856.0,318757039779.75,5836990759449.25,0.0,111412879.167,1653686.4,10340956160.0,2874502.261,33544.209,125458423.333,1498662.4,1148708.4,6562347.857,0.0,65961987.5,87380.0,1108962011.095
03:05:54,15560051.818,526133.714,0.0,193407333558.8,135531388282.5,49165784024881.63,2380390850901.5,28603238855410.5,8251027072169.8,3434194368701.666,323592299320.0,5926916848028.0,0.0,111743935.167,1681321.7,10377008640.0,2907340.0,33544.209,127360265.333,1523712.0,1148708.4,6662967.143,0.0,65961987.5,87331.0,1126702618.762
03:15:54,16415829.545,534491.714,0.0,194202518769.4,137517952202.0,49954045464817.37,2416390773623.75,29051579519452.246,8380421549849.6,3492469401904.166,328585646921.5,6017055238883.25,0.0,112074991.167,1697433.8,10379706112.0,2950052.043,33544.209,129219528.0,1538864.8,1148708.4,6761104.571,0.0,65961987.5,87299.0,1144217470.429
03:25:54,17306228.909,542758.571,0.0,195031961868.4,139590106501.25,50723012498944.91,2454731606364.5,29504062122168.0,8510860171936.6,3533698932535.334,339050731949.75,6117322113304.25,0.0,116692978.833,1722564.8,10382388736.0,3003433.174,33544.209,131138790.167,1563919.4,1148708.4,6866066.143,0.0,65961987.5,87342.0,1162390876.714
03:35:54,18027490.818,551077.429,0.0,195879611339.8,141707742573.25,51494945562933.73,2494238476097.25,29955898107629.246,8641406717569.6,3576521926959.666,350008110198.75,6220181521692.25,0.0,117024034.833,1739519.1,10419865600.0,3049947.565,33544.209,133097994.5,1580425.0,1148708.4,6969986.571,0.0,65961987.5,87259.667,1180770980.905
03:45:54,18927931.273,559333.857,0.0,196729510104.4,143831000121.25,52257108414875.63,2533540526911.5,30408584188497.246,8771938845441.4,3616345544458.834,361016744701.0,6322441521446.5,0.0,117368511.167,1772573.6,10455879424.0,3085735.87,33544.209,135065986.833,1605367.7,1148708.4,7076416.286,0.0,65961987.5,87339.667,1199413585.19
03:55:54,19569803.0,567660.429,0.0,197617394051.0,146049156734.25,53025517651707.45,2574342230459.25,30860059990475.754,8902591543747.4,3658556555174.5,372453452730.25,6428158925993.0,0.0,121989006.833,1786713.0,10411206912.0,3118869.609,33544.209,137114960.0,1618900.7,1148708.4,7185514.429,0.0,65961987.5,87350.667,1218452833.571
04:05:54,19639864.636,575879.143,0.0,198502722326.4,148260929014.5,53781282089275.0,2614756841231.0,31312675550666.5,9033242565974.2,3696986012090.5,383918898671.5,6533775610611.0,0.0,122315813.167,1806589.3,10423210240.0,3162096.261,33544.209,139168161.833,1635122.0,1148708.4,7294280.857,0.0,65961987.5,87313.667,1236648460.81
04:15:54,19723724.364,584191.429,0.0,199390306091.8,150478333070.0,54550495647535.0,2655559401518.25,31764676411369.754,9163914877338.0,3738700276057.334,395396091475.5,6639503305129.0,0.0,122646869.167,1825491.9,10463035648.0,3205506.609,33544.209,141219144.833,1652671.6,1148708.4,7404713.714,0.0,65961987.5,87313.667,1254904783.048
04:25:55,19825107.818,592444.714,0.0,200258577166.8,152647492948.5,55307511825474.27,2695317704434.75,32217931336695.0,9294512441298.8,3777430767410.834,406608194539.5,6743246496482.0,0.0,127279461.5,1842438.7,10500984064.0,3251189.565,33544.209,143229303.0,1667932.2,1148708.4,7515930.714,0.0,65961987.5,87358.0,1272700098.81
04:35:55,19896642.909,600793.286,0.0,201079714628.4,154698919115.75,56085316267839.0,2734211226947.25,32669877846099.246,9424964167596.0,3822272915277.834,417226012096.5,6843869770319.75,0.0,127610517.5,1859116.2,10537140224.0,3287098.87,33544.209,145130307.333,1682422.4,1148708.4,7619060.571,0.0,65961987.5,87322.333,1289568290.571
