Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573634048.0,0.0,0.0,0.0,139.571,0.0,0.5,6022.667,0.0
07:14:19,1123955.0,8673.857,326015.529,558527.7,1389848.0,26735271.0,5599153.75,182586875828.75,13362823.4,254638226557.5,7528258.0,69352080.5,6810341.333,8575994624.0,41354.957,0.0,16363.0,28179.429,0.0,0.5,6489.0,1267018.952
07:24:19,1369027.273,17247.0,628354.471,1076193.9,2678331.5,52342109.727,11879091.0,362923713068.75,26457327.0,507075238772.667,13617113.75,141858253.5,13544038.667,8576480000.0,81867.435,0.0,30897.333,54999.714,0.0,0.5,6507.333,1609262.048
07:34:19,1891904.182,25817.714,942483.176,1614191.5,4017301.0,78240087.273,18261414.5,543434924801.25,27239374.8,759497494667.333,19890992.5,216393080.5,20280398.667,8577051648.0,121723.0,8.059257119581843e+17,44961.667,82713.0,0.0,0.5,6545.333,2249596.095
07:44:19,1971630.091,34388.571,1239273.529,2122259.7,5282061.25,103503598.818,24254503.5,723549384091.0,27706494.2,1011787055682.5,25514426.0,290473512.75,27007023.0,8577085696.0,158962.043,8.059257119581843e+17,59015.0,109799.857,0.0,0.5,6577.333,2356142.19
07:54:19,2054706.273,42959.143,1537904.059,2633529.9,6554678.5,128979655.091,30408540.25,903729842568.0,28184638.4,1264136086238.833,31193058.75,365032000.25,33722190.667,8577263616.0,196773.174,8.059257119581843e+17,72512.0,136521.714,0.0,0.5,6526.0,2472282.048
08:04:19,2143000.0,51529.857,1832832.235,3138404.1,7811428.5,155164198.727,36491537.25,1084757484531.5,28750719.8,1516319272846.833,37541568.75,441626447.25,40453071.667,8577160192.0,249356.043,9.850203146155585e+17,87075.667,163348.857,0.0,0.5,6530.333,2590330.238
08:14:19,2229427.455,60100.429,2131144.588,3649111.5,9082679.25,180603856.545,42796311.75,1265384985718.25,29241309.4,1768643752988.333,43330574.5,518854478.75,47190895.667,8577231616.0,286467.087,9.850203146155585e+17,101430.333,190426.857,0.0,0.5,6594.667,2702690.333
08:24:19,2323675.909,68670.714,2458093.588,4209238.7,10476526.75,206349445.909,49008879.5,1447319147484.25,29739024.4,2021024559146.667,49309830.0,593313616.5,1398211702.667,8577376768.0,324060.174,9.850203146155585e+17,115457.333,218336.0,0.0,0.5,6542.333,2816847.333
08:34:19,2546411.909,77241.857,2752154.882,4712600.7,11729564.75,235236919.909,56262676.5,1628320439827.0,30317812.0,2273369160435.0,55749563.5,674320260.25,1404947207.0,8577346816.0,372568.217,3.581892053147494e+17,137036.667,246518.143,0.0,0.5,6584.667,3096133.857
08:44:19,2629114.909,85812.429,3043342.294,5210997.7,12970327.5,261393114.909,62575744.75,1808945931208.0,30813863.2,2525686053467.666,61466253.75,749961343.5,1411683578.333,8577342464.0,415690.696,3.581892053147494e+17,151267.0,273295.429,0.0,0.5,6584.667,3201400.238
08:54:19,2738638.0,94382.714,3338233.176,5715786.3,14226909.0,288473124.0,68968016.5,1990326154945.75,36708279.6,2778025892282.666,67588656.25,825126828.0,1418433481.667,8577752832.0,463693.783,3.581892053147494e+17,166202.667,300580.714,0.0,0.5,6576.0,3326219.952
