Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:07:56,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8727296768.0,0.0,0.0,0.0,729.857,0.0,0.5,13472.667,0.0
07:17:56,181643041.364,8571.571,46755152.529,79526848.8,198733565.0,305543923948.0,83782591993.25,401122196656.75,7246032537.8,72164585607.667,26440557630.25,278399311124.0,1373771379.333,8975210752.0,50384.391,0.0,20691350.333,60320.143,0.0,0.5,13510.667,208451526.333
07:27:56,357834303.545,17142.714,90444878.471,153837528.4,384433773.0,608361403572.091,163391626368.5,806971477524.25,15256181132.2,144373832268.333,53657339780.5,553736623947.75,1403363230.0,8978191872.0,94354.087,0.0,43705352.0,121001.857,0.0,0.5,13519.333,413032158.238
07:37:56,533973199.636,25713.857,136400635.353,232003032.4,579767681.0,911736810032.636,241328683803.75,1208067207122.5,23288964369.4,216830561313.5,80973830475.75,826125274473.25,1432994215.0,8981872128.0,131726.304,4024.68,66911232.333,172395.0,0.0,0.5,13472.333,617837675.952
07:47:56,747804869.545,34285.0,180093072.529,306317621.4,765478721.5,1217407126893.0,315449584740.25,1613348522316.75,30451984591.6,284114558568.5,105772940740.25,1081813170372.5,1462377076.0,8983127040.0,182081.087,4024.68,86802490.0,227931.0,0.0,0.5,13472.333,859393361.19
07:57:56,964171190.455,42856.0,232934115.176,396195709.2,990082194.75,1525796216064.727,393901401929.0,2018438171633.25,37353369437.4,351884354228.333,129874482774.0,1344020080534.75,2835886899.667,9005362176.0,231638.174,31955.602,105843835.0,288160.857,0.0,0.5,13473.333,1102693026.762
08:07:56,1140262873.636,51427.286,296704820.706,504660836.2,1261134659.5,1832986615504.273,480294340888.75,2420369321184.25,44372832534.4,424062842199.333,154200219338.5,1623851325017.5,2865135951.667,8986348800.0,272177.261,31955.602,124874428.333,345454.429,0.0,0.5,13456.667,1303826836.095
08:17:56,1326473525.818,59998.429,343951328.118,585020646.4,1461952922.75,2136606194739.909,557505200379.75,2822051070306.25,52300140020.4,495438023005.667,181079502938.25,1894422262017.75,2894707627.0,8988357632.0,312960.826,35863.078,147652411.333,399066.857,0.0,0.5,13462.0,1518997152.619
08:27:56,1502324656.0,68569.571,387457586.588,659018880.6,1646873031.5,2439769947253.546,632556959865.0,3224219120006.5,60364342196.6,566972235209.167,208478218177.0,2161472443865.25,4268638068.667,8988997120.0,361760.087,35863.078,171313975.667,453527.0,0.0,0.5,13445.667,1723951966.667
08:37:56,1716053159.273,77140.857,433359144.412,737090964.8,1841973982.5,2744985887586.909,703993965893.0,3630761018521.0,67506776220.8,632446595996.667,233122543029.75,2412854082242.0,4298025144.0,8989383680.0,405015.304,35863.078,191334272.667,508413.571,0.0,0.5,13493.333,1965362720.762
08:47:57,1931932725.636,85712.0,478207101.294,813372532.0,2032598649.0,3053678604918.818,782965563144.75,4035509319420.25,74404356485.6,700708956483.333,257087039573.75,2677206403539.25,4327261896.333,9010646528.0,439965.696,39949.621,210263523.333,565126.286,0.0,0.5,13494.333,2208216183.905
