Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:04:50,140741876.364,2210890.429,0.0,4305813700.0,10718135651.5,210389048494661.72,5046132257592.0,103655684019005.5,32994684134077.8,20245655138451.668,549609753189.0,15385081851452.0,0.0,2457093540.167,216816.8,9090016256.0,12328272.609,0.0,9193519.333,275356.9,36324.333,5362339894.714,0.0,13.5,36456.0,142179226.238
00:14:50,140858482.091,2219461.857,0.0,4323184531.4,10761373551.5,211192416261963.53,5066838010996.25,104052502636484.5,33122612050367.6,20325531271131.5,551879330478.75,15448538906077.75,0.0,2467246245.167,217638.4,9094975744.0,12382135.391,0.0,9234778.667,276017.4,36324.333,5384459922.857,0.0,13.5,36456.0,142320070.524
00:24:50,140969131.364,2228033.0,0.0,4340930026.0,10805547054.25,211996244006304.8,5087565433581.0,104450468386079.02,33250541746964.4,20404967930866.668,554145067154.75,15511874125159.25,0.0,2477395154.167,218227.4,9099919360.0,12418848.913,0.0,9266762.0,276653.4,36324.333,5406698037.571,0.0,13.5,36392.0,142456320.381
00:34:50,141058918.091,2236604.143,0.0,4359054682.8,10850664986.75,212798321961927.53,5108510047770.5,104847914142840.25,33378473157767.6,20483345108743.332,556445518312.5,15575868513598.25,0.0,2487073449.5,218906.7,9104936704.0,12451251.348,0.0,9307426.0,277447.9,36324.333,5429185422.286,0.0,13.5,36456.0,142600020.238
00:44:50,141151680.273,2245175.429,0.0,4377049016.0,10895460649.25,213604240052747.53,5129128503284.75,105247445937397.25,33506403037994.2,20563972544617.332,558692514317.5,15638707966414.75,0.0,2497246300.0,219688.8,9109844224.0,12494391.435,0.0,9347070.333,278355.4,36324.333,5451019685.143,0.0,13.5,36440.0,142734820.81
00:54:50,141548728.455,2253746.714,0.0,4395329647.0,10940971900.25,214410123864894.38,5149649935759.5,105646745908798.0,33634327843041.2,20644975416026.332,560946219107.5,15701672308512.25,0.0,2507885112.0,220313.3,9114649856.0,12533734.87,0.0,9387801.0,279005.1,36324.333,5472901528.857,0.0,13.5,36456.0,143089548.952
01:04:50,141682097.727,2262317.857,0.0,4411595989.6,10981447498.0,215212362752178.38,5170687898434.75,106045036617205.75,33762261783667.2,20723699031432.168,563232889007.5,15765641367564.5,0.0,2517492537.5,220876.9,9119658496.0,12579975.913,0.0,9427358.667,279581.6,36324.333,5495161263.143,0.0,13.5,36488.0,143256473.286
01:14:50,141850840.727,2270889.143,0.0,4429861673.0,11026921800.25,216018540323270.47,5191214501003.0,106443780527753.25,33890189019772.8,20804562341812.668,565461769078.75,15828233348864.75,0.0,2527555489.5,221635.6,9124488192.0,12626473.522,0.0,9466276.0,280448.8,36324.333,5516909745.0,0.0,13.5,36456.0,143420715.048
01:24:50,55754658.818,1045361.571,0.0,2030210306.5,5053649496.0,99492815343758.9,2381740083847.5,49041533374673.0,15600564255790.2,9620006598525.334,259763743142.0,7266949295218.0,0.0,1158648845.667,94962.3,9229185024.0,6107844.565,0.0,4282631.333,150875.4,36323.267,2533813064.143,0.0,13.5,30594.333,56145895.524
01:24:51,141952175.909,2279460.286,0.0,4446295562.8,11067819757.0,216825392732504.0,5211706288517.75,106843025273517.75,34018117843048.4,20885505400929.168,567683408016.75,15890645069979.75,0.0,2537766003.667,222425.2,9129372416.0,12665996.913,0.0,9506911.667,281037.1,36324.333,5538472795.429,0.0,13.5,36472.0,143559161.762
