Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
15:10:31,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8580255488.0,0.0,0.0,0.0,22043188.133,790.857,0.0,0.5,33089.0,0.0
15:20:31,155879906.636,8569.857,0.0,458573.9,1142479.75,321472766998.091,83630608011.25,440664815321.25,6976213986.6,35985435706.833,17081904299.5,264697777435.0,28890972.0,8622839552.0,44695.043,472.034,22349246.667,22043188.133,87706.0,0.0,0.5,33362.333,182555269.667
15:30:32,286129595.909,17140.429,0.0,921614.1,2296013.0,643523000791.545,169437451836.25,877675027296.0,13061517675.6,74843173155.0,37532964277.25,531951417268.0,1402326100.0,8633164032.0,107958.739,1558.646,42817142.333,22042947.067,203936.714,0.0,0.5,33951.667,337082194.333
15:40:32,419035778.636,25711.429,0.0,1388729.7,3459587.75,964816502194.0,257873870560.75,1313539318429.0,18696346149.6,114742652644.5,57940771174.75,801521156429.25,1431828537.0,8640061440.0,165977.217,1558.646,63273739.333,22043092.667,296317.429,0.0,0.5,33945.0,494450882.095
15:50:32,554720402.909,34283.429,0.0,1856568.9,4624960.0,1287053726415.636,348743363143.75,1748117400026.0,24504657847.4,152992696100.0,79059057267.5,1081821317416.75,1461594737.667,8626708480.0,201792.826,1558.646,84410239.0,22042751.333,386307.0,0.0,0.5,33977.0,655028421.952
16:00:32,687556766.909,42853.571,0.0,2320092.7,5779674.75,1608803655596.546,435400132026.5,2185086355986.75,31120561153.0,191491054954.667,96614353176.25,1351976550543.75,1490754958.333,8626480640.0,248593.826,1558.646,105963329.667,22045342.533,481085.571,0.0,0.5,33946.333,812783301.619
16:10:32,817786733.545,51424.857,0.0,2797641.1,6969188.0,1930260700581.909,523156367397.75,2621687369106.5,37523096345.2,229968036503.833,113849053375.75,1620804784445.0,2864022927.333,8626283264.0,290639.696,1558.646,126288468.0,22042422.267,584807.429,0.0,0.5,33946.333,966933117.952
16:20:32,950883991.545,59996.429,0.0,3258731.9,8117913.25,2250765126701.091,609690155297.75,3058773918917.75,44288077837.0,264618981251.333,132869678423.5,1890687739598.0,2893155295.333,8641310720.0,472971.739,1558.646,147879956.667,22045575.6,681628.0,0.0,0.5,33962.333,1124743793.524
16:30:32,1082758369.636,68568.286,0.0,3727842.7,9286492.25,2570504156451.273,697409478669.75,3496066105751.5,50120847502.6,305728507664.833,154947624095.5,2161899359482.0,2922455251.333,8599680512.0,522541.391,1558.646,168292045.333,22045575.6,793635.143,0.0,0.5,33898.333,1281546407.381
16:40:32,1145084147.636,77133.286,0.0,4183190.5,10420688.75,2873052480679.273,737344254483.0,3939058004227.5,52326910262.0,398762268889.667,165794656574.5,2284916627177.25,2947395552.0,8599805696.0,560774.13,1558.646,177193544.667,22045575.6,4431217.714,0.0,0.5,33914.333,1355204212.476
16:50:32,1205345046.273,85695.143,0.0,4634819.3,11545616.25,3178218490628.0,777120876013.5,4381414691463.75,54520411726.2,482486967951.5,176118376180.0,2405836784873.0,5661002684.333,8604343808.0,599051.0,1558.646,186048970.0,22040381.2,7356682.429,0.0,0.5,33930.333,1426572472.429
17:00:32,1305344182.455,94259.857,0.0,5091905.5,12684414.0,3489756244402.182,839561916541.5,4821594139121.0,59169557949.4,531460233402.333,189435468063.0,2597471695709.25,5687943010.0,8627267072.0,656359.391,1558.646,201253794.0,22040381.2,9229269.143,0.0,0.5,33914.333,1544743597.286
17:10:33,1427384717.182,102826.286,0.0,5557509.7,13844370.75,3795315321701.364,915813604118.75,5260833811266.0,65478213463.8,576645155481.5,206840505831.5,2836400885509.0,5715934504.0,8625637376.0,695713.391,1558.646,220272290.0,22043579.067,10756944.429,0.0,0.5,33978.333,1689235003.952
17:20:33,1558349334.545,111395.714,0.0,6022928.1,15003877.5,4113779357581.273,1000085455288.5,5697112095599.75,70666243923.4,621255675706.833,226797241111.25,3095882055545.25,5745065084.667,8599990528.0,874419.13,1558.646,239892419.667,22043579.067,11232602.857,0.0,0.5,33994.333,1843954215.286
17:30:33,1673859089.636,119963.857,0.0,6490748.1,16169286.0,4426640599832.636,1072015352143.25,6137545614959.75,75676368600.8,665606500112.0,243100004571.25,3319763986282.25,7117217597.333,8604480768.0,914936.957,1558.646,256986256.333,22043579.067,12844361.143,0.0,0.5,33882.333,1980472173.0
