Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574738688.0,0.0,0.0,0.0,139.571,0.0,0.5,5992.0,0.0
07:14:19,1266590.455,8671.714,321364.353,550475.9,1369918.5,60513403.182,8389099.25,181999006393.25,13346971.4,255315661362.833,6702622.0,75607914.5,7315411.333,8575968768.0,44585.13,0.0,14679.667,28960.571,0.0,0.5,6536.333,1300229.571
07:24:19,1552997.636,17244.286,623108.471,1067103.7,2655810.5,117102579.636,15484241.25,363328278645.0,26508870.2,506462469502.167,12988749.75,148303080.25,14570373.667,8576097280.0,88823.957,0.0,27795.0,56076.429,0.0,0.5,6522.667,1675292.714
07:34:19,2089669.273,25815.143,935315.412,1601765.9,3986519.75,168073486.909,22884433.5,543872123119.25,27796684.4,758560918224.333,19531025.5,226716978.5,21804025.333,8576695040.0,134855.696,8.954730132868714e+17,41297.333,84165.857,0.0,0.5,6592.667,2324726.286
07:44:19,2176466.273,34385.857,1235292.882,2115352.1,5264870.5,221491394.273,30128855.75,723800428776.0,28371644.6,1010654152371.167,25479422.5,302343453.0,29028983.667,8576814592.0,181693.696,8.954730132868714e+17,53526.667,111628.857,0.0,0.5,6624.667,2445921.81
07:54:19,2283007.091,42956.143,1531294.941,2622071.5,6526226.75,273679728.818,37257092.0,903592827705.75,28955078.8,1262721056119.667,31442470.0,371610301.5,36247917.667,8576740608.0,229210.0,8.954730132868714e+17,66818.333,138828.429,0.0,0.5,6557.333,2584185.333
08:04:19,2398483.727,51526.143,1824280.765,3123574.9,7774628.25,326243691.455,44712940.5,1083657419162.25,29607681.6,1514492557659.667,38072448.0,445105520.5,43465425.333,8576768512.0,268550.957,8.954730132868714e+17,80697.0,165957.0,0.0,0.5,6609.667,2717015.238
08:14:19,2480066.455,60096.714,2120295.824,3630302.1,9036025.25,378105148.273,51830256.75,1263444842174.0,30204828.0,1766578943475.667,44078040.0,521311728.5,50683027.0,8576899584.0,305929.087,8.954730132868714e+17,93944.667,193282.714,0.0,0.5,6610.0,2843394.714
08:24:19,2580273.727,68667.0,2444850.059,4186274.8,10419590.75,430939437.182,58863471.5,1443800335841.25,30784338.6,2018381716516.167,50079699.75,595651520.5,1402170096.0,8576825344.0,343329.696,8.954730132868714e+17,106992.667,221382.0,0.0,0.5,6541.667,2971475.524
08:34:19,2801152.273,77237.429,2735504.706,4683736.6,11658037.0,479690669.273,66578639.25,1624329902319.5,31461298.0,2270347199286.666,56848908.0,676564740.25,1409398385.333,8576892672.0,395233.87,3.581892053147494e+17,132532.667,250112.857,0.0,0.5,6632.0,3243335.571
08:44:19,2906204.455,85808.0,3029484.294,5186963.8,12910693.75,527186697.455,73474421.5,1804117606443.0,32028574.6,2522612072721.666,62677329.0,747220206.5,1416627958.0,8576897792.0,435585.217,3.581892053147494e+17,145847.333,277000.143,0.0,0.5,6616.0,3362015.286
08:54:19,3008270.636,94378.857,3326669.0,5695714.2,14177036.75,578025513.455,80602053.0,1984067000231.25,37642798.2,2775033612459.166,68949873.5,825461690.5,1423861011.333,8577082112.0,479981.348,3.581892053147494e+17,159242.333,304117.714,0.0,0.5,6622.333,3498739.381
