Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:02:28,13507852.636,375016.571,0.0,37989753311.9,94908272525.0,34725647797594.184,1785997498116.25,19997646730155.0,5876673997866.0,528725057308.0,228646584771.5,4345456067087.25,0.0,79874578.833,1243806.8,9889310720.0,2051533.348,33152.607,75279720.667,1128349.0,1148708.4,4593484.714,0.0,65961991.5,64691.0,796175453.0
00:12:28,13599498.364,383234.286,0.0,38859279343.1,97080373966.5,35484551445644.55,1826011401635.0,20437718034393.246,6006180388683.6,541891539346.0,233891188998.25,4442708872149.0,0.0,80205634.833,1271926.3,9908966912.0,2102092.957,33152.607,77001926.667,1154266.6,1148708.4,4697086.857,0.0,65961991.5,64691.0,814152516.667
00:22:28,13684439.636,391602.714,0.0,39748162290.1,99301036220.75,36255183794035.09,1867109367964.5,20874488606899.754,6135717201471.4,557003132323.0,239164226390.0,4541842166444.0,0.0,84818954.833,1291623.5,9929784576.0,2139350.565,33152.607,78754690.333,1173862.2,1148708.4,4803023.571,0.0,65961991.5,64668.667,832486186.095
00:32:29,13758955.636,399818.286,0.0,40611624529.7,101458405306.75,37009902116608.37,1907041246628.25,21314171905535.5,6265214320377.2,570331957899.333,244367652263.25,4639312832778.25,0.0,85150010.833,1312829.5,9926928896.0,2182014.087,33152.607,80463172.333,1193080.6,1148708.4,4906448.286,0.0,65961991.5,64635.667,850343076.048
00:42:29,13836815.182,408185.571,0.0,41494560619.7,103664157188.25,37779159089884.0,1948096635804.0,21750896431321.754,6394750840243.6,585628491096.5,249623742032.25,4737798649456.75,0.0,85495044.5,1351283.6,9964364544.0,2221435.348,33152.607,82210975.0,1228897.4,1148708.4,5012161.429,0.0,65961991.5,64585.0,868607697.952
00:52:29,13935169.636,416397.714,0.0,42372654116.1,105857694713.25,38537319016353.0,1988358744020.75,22191557977645.246,6524261292541.4,599444279650.167,254894099398.0,4835884543670.0,0.0,90114077.167,1366528.1,10005411328.0,2268925.783,33152.607,83945296.667,1245915.5,1148708.4,5116774.0,0.0,65961991.5,64626.667,886721839.81
01:02:29,14037251.818,424759.429,0.0,43247535654.5,108043372555.0,39303876632658.0,2030080732950.5,22630323857205.5,6654215339196.6,614912617298.5,262438276727.0,4938822473819.75,0.0,90445133.167,1379618.7,9999538432.0,2304663.87,33152.607,85663034.5,1258665.0,1148708.4,5219638.0,0.0,65961991.5,64721.667,904834991.19
01:12:29,14122951.0,432977.286,0.0,44124422829.7,110234074784.5,40059560287432.82,2072322857757.5,23074179404386.0,6784905410093.0,624792788670.833,273876911943.75,5047089896997.0,0.0,90776189.167,1435649.7,10038530304.0,2347433.261,33152.607,87363043.667,1296463.9,1148708.4,5324175.571,0.0,65961991.5,64673.667,922962987.667
01:22:29,14197846.0,441342.286,0.0,45003728633.9,112430798009.0,40830951000930.27,2115166314662.25,23513278158596.754,6915572985413.6,635604212087.167,285245469359.5,5155558736780.5,0.0,95396684.833,1455717.7,10079384064.0,2388015.739,33152.607,89063435.333,1315286.7,1148708.4,5427879.143,0.0,65961991.5,64667.333,941086460.714
01:32:29,14320059.818,449567.0,0.0,45883746118.7,114629620851.0,41578439593409.73,2157446632998.25,23957518951297.0,7046283416701.0,644721231935.333,296728456925.5,5263921479111.75,0.0,95741370.167,1473083.0,10116987904.0,2441516.043,33152.607,90777096.667,1332649.0,1148708.4,5535915.286,0.0,65961991.5,64666.333,959332579.238
01:42:29,14400158.273,457947.857,0.0,46754769497.9,116805349938.75,42353349686258.63,2200193623735.0,24397366347028.754,7176926801735.0,654876569443.833,308031116972.25,5371916102491.25,0.0,96072426.167,1496567.3,10155876608.0,2491337.0,33152.607,92469049.5,1351373.6,1148708.4,5639946.714,0.0,65961991.5,64618.333,977324780.048
01:52:30,14476174.273,466157.286,0.0,47638065524.5,119012056924.0,43091787353606.73,2242517436349.75,24842110509674.246,7307605752146.4,663533214574.167,319518472955.0,5479899614083.0,0.0,100690065.5,1532538.8,10197145088.0,2542484.87,33152.607,94183074.333,1371421.1,1148708.4,5746446.429,0.0,65961991.5,64692.0,995546557.762
02:02:30,14551421.364,474529.857,0.0,48511613261.3,121194403301.0,43866376941789.91,2285362701112.5,25282348769421.754,7438266108806.2,674111094194.5,330875139088.5,5588245700023.5,0.0,101021121.5,1550088.1,10195496192.0,2581637.174,33152.607,95883723.5,1388312.3,1148708.4,5850797.714,0.0,65961991.5,64659.0,1013616087.476
02:12:30,14734345.818,482754.571,0.0,49384436836.7,123374941240.25,44622207979159.37,2327469339062.5,25726708309996.246,7568922661368.2,684832315185.333,342325106194.0,5695775315043.25,0.0,101365876.5,1583863.0,10176155648.0,2730078.348,33152.607,97580405.167,1417521.0,1148708.4,5957394.143,0.0,65961991.5,64659.0,1031772744.143
02:22:30,14806614.818,491131.429,0.0,50266405651.9,125578328794.75,45394337288288.09,2370371305493.5,26167864522629.0,7699602856291.2,697320603039.167,353810453256.5,5804377282730.0,0.0,105986790.167,1597012.3,10217898752.0,2773799.043,33152.607,99285803.333,1429432.0,1148708.4,6063039.714,0.0,65961991.5,64684.667,1049956269.667
02:32:30,14885602.0,499362.0,0.0,51127466057.7,127729481038.25,46148182854688.0,2412170686014.5,26612941500495.5,7830226539705.8,701515820757.5,365113104597.5,5911609549709.75,0.0,106317846.167,1622447.3,10256561408.0,2805828.217,33152.607,100956534.167,1451784.2,1148708.4,6167918.143,0.0,65961991.5,64667.667,1067755965.476
02:42:30,15667668.0,507726.571,0.0,51970892106.5,129836574914.25,46925109989867.37,2453859076205.5,27056028521523.754,7960776882324.8,706392535528.667,376151089677.25,6017407513951.75,0.0,106644304.167,1654152.6,10190842880.0,2855728.565,33152.607,102601435.333,1481562.1,1148708.4,6285632.143,0.0,65961991.5,64715.667,1086020256.81
02:52:30,16696364.909,516000.143,0.0,52801535193.1,131911735926.5,47687277441949.09,2494640265353.0,27501798702418.754,8091292432811.6,711309236658.667,387020193150.0,6122022183010.75,0.0,111262222.167,1674953.0,10229682944.0,2895672.087,33152.607,104217522.0,1502009.6,1148708.4,6387108.714,0.0,65961991.5,64693.333,1104182532.333
03:02:30,17725707.727,524358.429,0.0,53620180001.1,133956918901.5,48460183416932.18,2535523443841.0,27945623927925.246,8221784905331.0,716518678486.0,397725911471.25,6226439039852.5,0.0,111606837.833,1692701.1,10264377856.0,2927976.0,33152.607,105812599.833,1519070.2,1148708.4,6486436.571,0.0,65961991.5,64724.333,1122191218.905
03:12:30,18756964.0,532654.143,0.0,54407941309.5,135924945711.75,49230411234199.45,2575098517389.5,28390378724317.5,8352164700942.2,721232509499.0,408055678630.0,6327650264262.5,0.0,111937893.833,1714672.9,10277591552.0,2978413.0,33152.607,107353508.667,1539503.6,1148708.4,6583265.429,0.0,65961991.5,64724.333,1139536169.667
03:22:30,19791881.636,540988.429,0.0,55219311148.5,137951955963.0,49997830854823.45,2615535176655.5,28833096328597.246,8482617785206.6,727164113544.5,418647987641.75,6430916284823.25,0.0,116556856.833,1736835.8,10230095104.0,3021876.217,33152.607,108929405.167,1561917.0,1148708.4,6681754.571,0.0,65961991.5,64717.333,1157337046.714
