Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:01:18,13020175.364,375219.714,0.0,37880254675.7,172554077025079.5,34869680642689.184,1701117155221.5,20537121597556.0,5861057068832.0,156686810026.167,226513739195.25,4276711793534.25,0.0,79869278.667,1064495.3,9841837824.0,2007887.609,33273.956,86337258.0,987151.7,1148708.4,4675698.143,0.0,65961988.0,127878.667,798338079.524
00:11:18,13096173.545,383448.0,0.0,38752148913.1,172556255249190.75,35628864883663.73,1739578587731.0,20991405014183.754,5990535011881.8,160018704879.333,231748617735.75,4373260401654.5,0.0,80195736.667,1082327.7,9890956288.0,2050443.565,33273.956,88318378.0,1004443.8,1148708.4,4782459.857,0.0,65961988.0,127942.667,816490105.571
00:21:18,13177388.818,391817.857,0.0,39637470309.9,172558467017293.5,36406616662955.09,1778704152748.0,21445681024918.754,6120028579986.2,163278881340.167,236984352776.25,4471142001752.75,0.0,84764985.333,1101222.9,9922008064.0,2098553.565,33273.956,90330077.0,1021698.1,1148708.4,4891251.429,0.0,65961988.0,127855.667,834857111.095
00:31:18,13267178.091,400066.0,0.0,40504249553.3,172560632460076.75,37165923662216.73,1817021096040.5,21899977141081.246,6249507278100.0,166545718599.333,242179756834.5,4567163314321.75,0.0,85136629.333,1121411.5,9960770048.0,2137824.826,33273.956,92309719.0,1040945.3,1148708.4,4997661.286,0.0,65961988.0,127935.333,852888998.333
00:41:18,13337974.455,408419.0,0.0,41387233843.7,172562838388397.25,37937395052377.27,1856136499548.75,22354317204556.0,6379019352607.2,169682385680.667,247412312041.25,4664736979625.0,0.0,85481175.333,1143048.0,9998172160.0,2173769.304,33273.956,94317619.0,1060196.1,1148708.4,5107507.286,0.0,65961988.0,127871.333,871251747.571
00:51:18,13413991.091,416678.143,0.0,42260425628.1,172565019854820.25,38695366628994.63,1894547356765.75,22808532884073.754,6508515365660.6,173002207051.333,252627612193.5,4761557058905.0,0.0,90062337.0,1177126.6,10040297728.0,2207342.478,33273.956,96300206.667,1094053.8,1148708.4,5214435.857,0.0,65961988.0,127896.333,889377213.381
01:01:19,13500047.0,425034.286,0.0,43139432076.3,172567216110568.25,39476357017501.55,1933531426453.25,23262556731712.754,6638033150125.4,176091706607.167,257834212805.5,4859397817574.25,0.0,90432866.333,1186645.2,10077953536.0,2243196.565,33273.956,98302262.333,1103418.9,1148708.4,5319874.571,0.0,65961988.0,127944.0,907660626.048
01:11:19,13576809.636,433263.429,0.0,44012600826.3,172569397252643.75,40233021520370.0,1971926455666.5,23716758799199.246,6767525259992.4,179332441134.5,263063347627.25,4956033143649.0,0.0,90763922.333,1203596.6,10116945408.0,2293192.435,33273.956,100292373.333,1121136.2,1148708.4,5425783.857,0.0,65961988.0,127880.0,925827156.714
01:21:19,13649089.455,441624.571,0.0,44894086122.5,172571599438615.0,41008316580042.55,2010827090230.25,24170983504389.754,6897030345290.6,182536675260.167,268283739867.5,5053822329478.25,0.0,95384418.0,1219334.0,10123040256.0,2336555.391,33273.956,102286841.333,1136087.8,1148708.4,5533278.143,0.0,65961988.0,127905.667,944120457.571
01:31:19,13740376.364,449866.571,0.0,45774003044.7,172573797704649.0,41766732327950.82,2049415296054.0,24625313824057.5,7026538166507.6,185798143525.333,273539890863.75,5150981189207.75,0.0,95729173.0,1232555.5,10150292224.0,2376363.0,33273.956,104295407.667,1149690.4,1148708.4,5643813.0,0.0,65961988.0,127920.667,962443906.905
01:41:19,13808180.909,458227.714,0.0,46644903112.7,172575973441969.0,42542394830781.82,2088099818735.75,25079605679595.246,7156030478353.8,188881326059.5,278711546151.0,5248229517372.0,0.0,96060229.0,1253008.6,10142539008.0,2419072.87,33273.956,106277363.667,1171108.4,1148708.4,5748283.714,0.0,65961988.0,127936.667,980575301.762
01:51:19,13878223.364,466481.857,0.0,47528178364.7,172578180231846.25,43306156444358.91,2126755268829.75,25533936696751.5,7285547689450.8,192218670829.333,283972395088.75,5345456845137.25,0.0,100675290.667,1275381.2,10184044800.0,2459386.043,33273.956,108283996.667,1199127.1,1148708.4,5855810.857,0.0,65961988.0,127930.333,998883142.667
02:01:19,13949380.455,474860.143,0.0,48401084010.9,172580360849159.75,44075054336187.73,2165500947008.5,25988235198009.0,7415039313486.4,195342951743.0,289157993185.25,5442717675237.0,0.0,101001748.667,1292745.8,10222990336.0,2499535.957,33273.956,110269920.667,1214191.5,1148708.4,5961662.714,0.0,65961988.0,127929.333,1017041814.476
02:11:19,14105841.455,483102.571,0.0,49279069271.7,172580360849159.75,44831543179563.55,2204016262608.0,26442572351949.754,7544556680044.4,198571042963.0,294410520155.0,5539870087556.25,0.0,101346364.333,1309299.3,10221241344.0,2658238.739,33273.956,112271091.667,1227161.6,1148708.4,6070012.714,0.0,65961988.0,127979.333,1035419290.048
