Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:07:09,67951809.636,2219534.429,0.0,30528032940794.1,62227680361626.49,171583279822546.38,10135180331216.5,108633077203127.02,33699734534253.8,17966865759920.0,4053087040104.25,39525785176507.51,0.0,85732496.333,210240.6,8677584128.0,12262138.043,1.5223041225876815e+18,6590164.667,231221.0,1152531.267,6888569.429,0.0,65751042.5,31934.333,74626157.571
00:17:09,68032286.545,2228105.714,0.0,30626153834389.6,62472803958358.49,172246945971863.47,10174145198314.5,109054025280464.75,33829902913298.8,18037181252391.0,4069270798554.25,39680110090557.75,0.0,86063552.333,210933.3,8677620480.0,12309036.739,1.5223041225876815e+18,6610321.667,232471.9,1152531.267,6915779.429,0.0,65751042.5,31886.333,74734226.286
00:27:09,68110148.455,2236676.286,0.0,30724534522560.2,62717503197341.51,172909653329047.8,10213257887219.5,109471949893996.0,33960103686162.6,18106254422439.5,4085501916336.5,39834912731131.75,0.0,86394608.333,211578.6,8677640192.0,12351020.565,1.5223041225876815e+18,6631882.0,233494.8,1152531.267,6941901.286,0.0,65751042.5,31886.333,74842034.524
00:37:09,68180928.636,2245247.571,0.0,30822882960393.1,62963195113090.25,173573559274674.62,10252420834929.5,109892902361527.25,34090268759364.8,18175281181493.332,4101686367984.75,39989733005688.49,0.0,86725664.333,212508.2,8677707264.0,12389900.957,1.5223041225876815e+18,6653049.333,234984.4,1152531.267,6966126.857,0.0,65751042.5,31902.333,74943493.857
00:47:09,68262518.909,2253818.857,0.0,30920973674196.6,63208242741313.75,174238588819460.1,10291679942180.5,110314009929763.25,34220404422793.8,18244582915628.332,4117787403050.25,40144382941106.49,0.0,87056720.333,213059.5,8677754880.0,12421929.652,1.5223041225876815e+18,6674515.0,236092.8,1152531.267,6987815.429,0.0,65751042.5,31854.333,75064105.476
00:57:09,68338156.273,2262389.429,0.0,31019592787491.5,63454610902290.75,174901781141183.1,10330833693247.5,110732470431220.25,34350562195551.8,18316327560968.832,4133969488291.25,40299389090911.75,0.0,87387776.333,213644.3,8677808128.0,12461225.652,1.5223041225876815e+18,6696016.0,237165.0,1152531.267,7012408.714,0.0,65751042.5,31886.333,75177267.762
01:07:09,68416762.909,2270960.286,0.0,31118238228940.4,63701044905363.51,175565182681538.1,10369905766466.0,111146863412630.25,34480747268872.8,18385643513742.832,4150204274707.0,40454341505086.0,0.0,87718832.333,214182.1,8677843712.0,12510361.217,1.5223041225876815e+18,6717424.0,238272.6,1152531.267,7038849.0,0.0,65751042.5,31886.333,75282401.095
01:17:09,68493138.182,2279531.429,0.0,31488007008132.5,63945613292947.25,176228664754069.1,10409140446462.25,111562540487784.25,34610941119556.8,18458694865132.832,4166357785337.5,40608583773249.0,0.0,88049888.333,214705.2,8677892096.0,12542558.087,1.5223041225876815e+18,6737480.333,239258.3,1152531.267,7064366.0,0.0,65751042.5,31934.333,75394166.143
01:27:09,68606386.545,2288101.714,0.0,31585733519554.5,64189751756178.75,176893452373901.0,10448737644862.75,111980968529281.25,34741132407865.4,18533119917256.0,4182492554387.75,40762563632111.0,0.0,88380944.333,215437.1,8677980160.0,12588877.0,1.5223041225876815e+18,6763335.0,240232.4,1152531.267,7089945.571,0.0,65751042.5,31966.333,75544846.19
01:37:09,68679791.455,2296672.571,0.0,31683377899327.4,64433684327500.49,177560615084349.0,10488048712854.0,112403406042469.25,34871324009567.2,18602016795471.832,4198605801813.75,40916486732164.0,0.0,88712000.333,216326.7,8678016256.0,12627654.217,1.5223041225876815e+18,6784488.333,241529.3,1152531.267,7114548.286,0.0,65751042.5,31918.333,75647220.714
01:47:09,68749837.182,2305242.857,0.0,31781284535249.3,64678272156989.0,178227045585365.72,10527402035987.75,112822813913854.75,35001511950349.2,18671072675223.0,4214757602733.5,41070262787617.75,0.0,89043056.333,216906.5,8678068480.0,12669917.696,1.5223041225876815e+18,6805675.333,242562.8,1152531.267,7140884.571,0.0,65751042.5,31918.333,75746930.143
01:57:10,68830673.636,2313813.714,0.0,31878897672132.7,64922127762701.75,178895300906305.97,10566864388858.0,113242536548246.5,35131691892235.2,18741396999790.832,4230847372069.75,41223746444402.49,0.0,89374112.333,217684.6,8678109696.0,12705108.13,1.5223041225876815e+18,6827502.667,243860.6,1152531.267,7166017.286,0.0,65751042.5,31902.333,75855391.0
02:07:10,68895875.636,2322384.857,0.0,31976577634828.2,65166148604600.25,179564751021972.0,10606176248228.5,113662606692452.5,35261861888949.8,18811733416419.0,4246929932324.25,41377440282196.49,0.0,89705168.333,218352.8,8678139136.0,12750963.565,1.5223041225876815e+18,6848645.667,245151.6,1152531.267,7190371.143,0.0,65751042.5,31886.333,75951085.952
02:17:10,69032238.182,2330956.0,0.0,32074168991836.8,65409948787628.25,180234499960595.8,10645345224298.5,114079826249414.0,35392027797165.6,18883917182107.0,4263054598321.0,41531258672164.49,0.0,90036224.333,219166.9,8678098944.0,12916345.739,1.5223041225876815e+18,6873343.333,246564.0,1152531.267,7217218.857,0.0,65751042.5,31950.333,76174138.143
02:27:10,69101531.909,2339523.286,0.0,32167860055354.3,65642932503866.49,180906651511113.28,10684996329059.25,114500261044122.0,35522077405614.4,18949844152782.332,4278440904222.5,41682285189257.25,0.0,90367280.333,219737.2,8678276352.0,12962283.348,1.5223041225876815e+18,6894208.333,247699.7,1152531.267,7245413.429,0.0,65751042.5,31886.333,76277076.429
02:37:10,69647295.273,2348094.714,0.0,32255333951572.1,65861459157859.0,181582127912516.53,10725380983146.25,114926019388897.25,35651959566244.4,19006890162381.832,4292790567109.75,41829585742858.25,0.0,90698336.333,220601.5,8678339328.0,13000932.435,1.5223041225876815e+18,6919291.667,248692.5,1152531.267,7289730.143,0.0,65751042.5,31918.333,76923976.952
02:47:10,70184487.909,2356663.429,0.0,32343060058804.5,66080613765271.25,182256958314416.62,10765586457769.25,115352669350922.5,35781848208406.0,19064397626135.832,4307173596836.25,41976683924365.25,0.0,91029392.333,221461.6,8678367744.0,13046555.304,1.5223041225876815e+18,6947759.667,249709.7,1152531.267,7316481.143,0.0,65751042.5,31902.333,77566327.476
