Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:04:46,41613618.727,536825.0,246175091.0,679037798173.3,1692877328977.0,291294382748181.6,282092718573935.75,296376655679135.25,225343059283518.6,94124993016724.5,211537038115172.0,21073376791972.754,30019396608.0,8689662976.0,13523965.565,0.0,1138065.0,1952439.429,0.0,66635782.0,9904.333,41615574.429
00:14:46,42855862.545,545396.143,246175091.0,687783109855.1,1714680138576.75,291588168369068.4,282109388490620.75,296830927650056.0,225347315423401.4,94129193545535.33,211548315738458.25,21169425271784.0,31391863654.0,8690576384.0,13712085.696,0.0,1159022.667,1981808.286,0.0,66635782.0,9900.333,42787257.286
00:24:46,44178197.091,553967.143,246175091.0,697210103118.9,1738182362718.5,291883345652570.75,282127014024291.0,297285096477979.25,225351880943158.8,94133514991547.5,211560403174315.0,21269774594445.246,31420190676.333,8691576832.0,14015727.565,0.0,1183469.667,2009489.571,0.0,66635782.0,9961.667,44034288.762
00:34:46,45557546.636,562538.286,246175091.0,706753757827.3,1761975430706.5,292178862797439.0,282144889088711.0,297738598346423.75,225356512788500.0,94138354567874.67,211572633144879.75,21371325656507.246,31448556073.333,8692419584.0,14209796.826,0.0,1211526.0,2036672.571,0.0,66635782.0,10005.667,45306654.048
00:44:46,46321162.636,571109.286,246175091.0,716853954790.9,1787155977148.75,292476127856818.0,282163435566590.75,298192943248569.75,225361412665539.6,94142863355970.34,211585549784037.5,21475770115882.5,31477038644.0,8693235200.0,14409027.957,0.0,1236533.0,2063619.714,0.0,66635782.0,10018.333,46032261.0
00:54:46,46394923.182,579680.286,246175091.0,728648455211.3,1816560375519.25,292777609471125.94,282184319471713.75,298648630741897.5,225367057740922.6,94146989832220.67,211600424162588.75,21590923102524.0,32850104382.333,8694342144.0,14625538.739,0.0,1258915.667,2092337.286,0.0,66635782.0,10046.333,46138161.714
01:04:46,46472781.909,588251.429,246175091.0,740588091849.5,1846326877850.25,293080706596712.4,282205362189826.5,299100443293657.5,225372832706186.2,94153368578733.17,211615661344142.75,21707569252733.754,32878995105.667,8695180032.0,14855535.783,0.0,1281532.667,2121631.0,0.0,66635782.0,10074.333,46256001.095
01:14:46,46552504.727,596822.286,246175091.0,752557319369.5,1876166938517.75,293384282001112.44,282226415262583.0,299552284138666.5,225378646620972.6,94159047354301.33,211631007475368.5,21824708670977.5,32907905827.667,8696080896.0,15093915.043,0.0,1297350.667,2150719.143,0.0,66635782.0,10118.333,46368818.667
01:24:46,46627012.636,605393.143,246175091.0,764454907538.5,1905828678326.5,293687763429402.25,282247402601635.0,300002274082428.25,225384438164189.6,94167997697221.33,211646290632683.25,21941189823464.0,32936806759.0,8697178880.0,15323482.739,0.0,1303629.667,2179857.0,0.0,66635782.0,10162.333,46477731.762
13:38:22,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571768320.0,0.0,0.0,0.0,435.857,0.0,0.5,6208.333,0.0
