Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8572755456.0,0.0,0.0,0.0,143.857,0.0,0.5,6040.667,0.0
07:14:15,3453044.091,8619.143,2024592201.176,60293429303.1,150610479988.75,211812043210.182,28784558831.75,374615864610.25,3060079612.2,81533128698.0,11559341301.0,129196274110.25,29508466.333,8663247360.0,787598.391,0.0,169195.333,53031.429,0.0,65751042.0,8063.0,3775654.714
07:24:15,3543577.455,17193.0,2040424622.588,125914968022.3,314530666039.5,425868351261.909,58842257863.0,745255068811.75,6431772267.0,166156558221.5,24230709053.75,265550020904.5,1403983357.667,8662115584.0,827965.87,0.0,192811.0,78590.143,0.0,65751042.0,8065.333,3904025.19
07:34:15,3781569.545,25764.571,2056173096.471,191206024328.7,477625326766.75,638451228115.545,88984610253.75,1115679258306.5,9806071977.2,251369384398.167,36977371568.75,401732470430.75,1434202752.0,8662499584.0,884561.304,0.0,202429.0,105058.571,0.0,65751042.0,8134.667,4220962.619
07:44:15,3850862.545,34336.0,2071949435.824,256530531572.2,640803527918.0,848939033073.364,119189823004.5,1487039328424.5,13208516560.4,334928739339.167,49767188054.5,538132203499.25,1464421104.667,8662710016.0,920662.522,0.0,210485.333,130415.143,0.0,65751042.0,8134.667,4331161.143
07:54:15,3926116.727,42907.571,2087720353.059,322014428764.7,804379987861.75,1060621300918.545,148986816477.25,1879767131283.5,16613828487.6,398808700682.5,62640231696.25,675512952857.25,1494648125.667,8662812416.0,973941.13,0.0,217121.0,157256.571,0.0,65751042.0,8118.667,4440116.524
08:04:16,4015155.636,51479.0,2103416136.412,387237910652.5,967305631315.0,1271869556055.0,178986261021.0,2253857316921.75,20032616194.2,478824968074.667,75575630269.75,812548788403.75,4213449292.667,8662941440.0,1023392.522,0.0,228895.333,183365.143,0.0,65751042.0,8134.667,4557715.048
08:14:16,4100469.636,60051.286,2119162251.176,452693504106.9,1130811205174.5,1482183071827.364,209052782835.5,2629747910928.75,23487137368.0,557480711053.0,88607426383.0,949940809472.25,4243713499.0,8663057152.0,1065988.174,0.0,236532.0,208312.571,0.0,65751042.0,8134.333,4667007.19
08:24:16,4175352.545,68622.286,2134970082.824,518343620744.7,1294802559117.75,1692926885820.091,239180639948.25,3004622334370.5,26967340225.4,636454967168.167,101688730901.25,1087687366787.75,4274001947.667,8663104512.0,1105961.913,0.0,242581.0,235214.857,0.0,65751042.0,8151.0,4768159.905
08:34:16,4351910.727,77193.429,2150623647.765,583356364412.9,1457201650947.5,1903628934346.909,269482065958.0,3377037088537.75,30425698046.8,718586892992.5,114736834074.75,1224577661026.75,5648553263.667,8663423232.0,1154258.435,0.0,264433.333,263015.571,0.0,65751042.0,8141.0,5035029.905
08:44:16,4421579.182,85764.571,2166198864.588,648068911562.1,1618850976349.0,2114335841694.182,300095657375.5,3747460333633.5,33867945493.4,806089014768.0,127681498953.75,1361036042758.25,5678788134.667,8663460096.0,1190271.435,0.0,270023.0,289063.429,0.0,65751042.0,8157.0,5133640.429
08:54:16,4510993.545,94335.857,2181878699.588,713158563665.0,1781442415617.5,2325479539471.091,330696262425.5,4117359089856.75,37348832772.8,893883999444.0,140671359359.25,1497507047261.5,5709012199.333,8663540224.0,1223639.261,0.0,274958.0,315048.0,0.0,65751042.0,8106.333,5244401.857
09:04:16,4602639.091,102907.286,2197582743.353,778260837880.9,1944065274481.5,2536883349633.364,361154129041.25,4489499292315.25,40801023671.4,977122914868.833,153647700308.5,1634459368639.0,5739241160.0,8663650048.0,1262814.609,0.0,282835.333,341722.0,0.0,65751042.0,8154.333,5374323.429
09:14:16,5124794.0,111478.429,2213305510.118,843470321900.3,2106955994131.25,2747888153303.364,391809028144.0,4860059049262.5,44299648160.4,1066508026684.5,166691428682.75,1771423332384.5,7113755232.333,8663716608.0,1412086.391,0.0,288770.0,368312.429,0.0,65751042.0,8270.667,5949396.143
09:24:16,5230224.455,120049.571,2229010013.118,908646105805.1,2269762469982.25,2958290768972.273,422383004411.75,5231265056130.25,47827814817.2,1153365880617.333,179810106591.5,1908497894905.25,7143999544.667,8663809024.0,1469129.478,0.0,301574.333,395269.571,0.0,65751042.0,8222.667,6074822.333
