Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574627328.0,0.0,0.0,0.0,141.857,0.0,0.5,6006.667,0.0
07:14:19,3504266.091,8671.857,2025472351.176,64469372755.5,161044275048.0,209901005835.455,28188560304.75,370302546435.0,2727397007.4,95276564657.667,10885181910.25,120378799091.0,29852217.0,8671112192.0,791533.826,0.0,163903.0,52568.857,0.0,65751042.0,8120.667,3768374.238
07:24:19,3633524.091,17243.571,2041986881.529,133739239497.5,334080267890.25,418448426604.0,57820909787.75,739614412283.25,5732062742.8,185127859973.5,22745091014.0,246891724047.0,1404460700.667,8668318464.0,828934.348,0.0,169282.0,77128.0,0.0,65751042.0,8139.0,3933229.333
07:34:19,3860335.182,25815.0,2058503965.118,203226916983.3,507660255239.25,628066210880.636,87311593277.25,1108847309440.5,8790340805.8,278078335153.667,34776092009.5,373103990752.75,2779095820.333,8669370368.0,889163.348,0.0,187883.667,103086.571,0.0,65751042.0,8160.333,4240251.095
07:44:19,3940426.727,34386.0,2075006719.706,272782364026.9,681409370456.75,837964356251.273,116924282398.25,1478216478843.75,11892644789.2,370337883537.833,46961653414.75,499674297675.5,2809469995.0,8669164800.0,929178.739,0.0,199332.0,129221.0,0.0,65751042.0,8111.333,4343321.714
07:54:19,4019404.909,42957.143,2091521368.529,342575730020.1,855753089724.0,1047383183503.727,146652880688.0,1847834802691.0,15054825413.2,461400730545.5,59364269627.0,626801121983.5,2839873247.333,8669231872.0,966332.696,0.0,205870.667,154699.714,0.0,65751042.0,8157.667,4443106.381
08:04:19,4099493.909,51528.429,2107975663.765,412075212807.3,1029362685738.0,1256405077879.091,176248541125.0,2217113502855.5,18171531763.0,555335365371.667,71613700764.25,753364660377.75,4214530981.667,8669272832.0,1006074.348,0.0,211448.667,180653.143,0.0,65751042.0,8125.667,4550906.381
08:14:19,4177350.727,60099.714,2124432130.118,481546758391.1,1202902066192.0,1467776343092.909,205987986098.5,2586434644871.75,21284951817.8,648672352751.667,83900466725.0,880111205264.5,4244931554.0,8669461760.0,1049546.043,0.0,223614.333,206037.571,0.0,65751042.0,8141.667,4653140.81
08:24:19,4253727.0,68671.0,2140882950.235,551221703730.8,1376949903227.25,1679053004990.546,235881918683.5,2956044326782.5,24447753501.2,740758998515.667,96308809934.25,1007623232623.5,4275338026.0,8669508864.0,1096153.348,0.0,245677.667,232330.429,0.0,65751042.0,8141.667,4751770.476
08:34:19,4494704.364,77242.0,2157362523.647,620834121723.1,1550841728008.25,1890054079658.0,265615266338.25,3325430147504.0,27638217491.4,835141428124.0,108748647597.25,1135048779999.25,4305730522.333,8669726208.0,1146731.522,0.0,266671.667,260643.143,0.0,65751042.0,8147.667,5001083.381
08:44:19,4569582.909,85813.571,2173717614.765,689937567533.8,1723461826541.75,2103797076116.182,295179619509.25,3694730824886.75,30756738981.8,930006617540.667,121015827429.5,1262026041979.0,5680392224.0,8669890560.0,1186773.957,0.0,270016.0,287974.429,0.0,65751042.0,8147.667,5098758.429
08:54:19,4640733.636,94385.143,2190139754.294,759269546629.8,1896652599104.75,2314926779749.727,324531103748.75,4064382479383.75,33859832316.8,1019313245262.667,133230912524.75,1388100618623.0,5710784670.333,8669800192.0,1230562.13,0.0,273624.333,314930.286,0.0,65751042.0,8147.667,5192764.571
09:04:19,4791582.545,102956.286,2206619975.706,828828988174.3,2070412030692.5,2525764390259.364,353927839278.5,4433909787782.75,36955214980.2,1109815116228.667,145442498613.25,1514271810748.0,5741171868.667,8669865728.0,1267833.696,0.0,279212.0,342316.714,0.0,65751042.0,8179.667,5380105.095
09:14:20,5313354.455,111527.714,2223077399.294,898327990777.9,2244019945713.75,2737489800828.909,383379173833.75,4803437245810.0,40060376103.0,1201893449754.5,157669532028.5,1640603070459.75,7115841652.667,8669878272.0,1418118.957,0.0,285644.667,369049.0,0.0,65751042.0,8280.0,5959456.81
09:24:20,5376690.545,120099.0,2239508004.647,967676349837.9,2417251831349.5,2949668107321.727,412897898520.75,5172863017017.75,43192470543.4,1295759950226.167,169937789434.75,1766867981925.25,7146228111.333,8669892608.0,1459588.435,0.0,289643.667,393714.429,0.0,65751042.0,8280.0,6057657.762
