Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:08:52,23117424.545,352673.0,0.0,112692946931.0,281546037999.75,27653102981496.09,2570591695846.25,19476884796913.0,5752182687788.8,101402603431.833,1440211057720.5,8993841455994.0,0.0,1433346598.167,382326.8,11028038656.0,1838555.478,0.0,4801102027.667,368099.1,62213.4,1397979.286,0.0,18.5,33155.333,4145214244.905
00:18:52,23327876.364,361244.429,0.0,115409673842.4,288333349132.5,28323309569430.09,2634038626666.25,19951241833850.0,5892264139781.6,103642340263.333,1475827315511.0,9216315658563.75,0.0,1433689109.5,393566.3,11028209408.0,1879053.609,0.0,4916663778.667,379115.8,62435.0,1425020.571,0.0,18.5,33190.333,4244566880.333
00:28:52,23488425.455,369815.857,0.0,118126380173.4,295120608981.75,28993872016354.363,2697254021776.0,20425662479592.246,6032322185358.6,105881230644.833,1511418346216.5,9438651399985.75,0.0,1434022317.833,403690.7,11028150528.0,1918042.174,0.0,5032223230.0,389275.7,62432.333,1452718.714,0.0,18.5,33173.0,4343894691.524
00:38:53,23662383.545,378387.0,0.0,120938135291.0,302145435936.0,29663739993680.547,2759920908224.25,20899995658765.246,6172256953779.8,108451214358.0,1546780206207.25,9659838853027.5,0.0,1628647247.333,414964.0,11045241088.0,1956745.348,0.0,5147302172.333,400481.9,59571.267,1490200.143,0.0,18.5,33231.667,4442762360.952
00:48:53,23807659.636,386958.714,0.0,123741919108.8,309150254520.75,30337274143754.184,2821529374537.25,21373578387361.246,6312024706793.6,110702346737.667,1581661174594.0,9878570123694.5,0.0,1628988864.333,427161.1,11021000192.0,1991895.739,0.0,5260732658.0,411812.2,58470.733,1516244.286,0.0,18.5,33217.0,4540251918.619
00:58:53,23986085.0,395530.286,0.0,126438224604.2,315886548935.0,31008245899071.273,2884439564974.0,21848052859601.246,6452048733310.2,112931469795.833,1617250204471.5,10101003141936.5,0.0,1629334273.667,438828.3,11046548992.0,2048958.609,0.0,5376575257.0,423066.2,59843.0,1542148.857,0.0,18.5,33137.0,4639806689.81
01:08:53,24139549.0,404101.714,0.0,129111784629.6,322566026013.25,31677892806216.637,2947366483468.25,22322542244116.0,6592155561185.4,115159554624.167,1653090008078.25,10324780944358.75,0.0,1629680098.167,449835.8,11028926720.0,2087610.739,0.0,5493012841.0,433415.2,58911.533,1570046.0,0.0,18.5,33135.667,4739916696.905
01:18:53,24314625.818,412673.429,0.0,131925508690.4,329595677341.0,32352838152395.363,3008324668587.75,22795377883480.754,6731773798810.4,117435279243.167,1687613240812.25,10541502519199.75,0.0,1630019485.0,460671.5,11098407168.0,2130129.565,0.0,5605357683.0,443616.0,61988.067,1597316.429,0.0,18.5,33153.0,4836522738.619
01:28:53,24497516.636,421245.0,0.0,134639838296.8,336377006366.0,33025298912357.91,3070426180093.5,23269612480451.0,6871690590140.2,119670911704.667,1722961987719.25,10762575835617.0,0.0,1630354927.5,473774.6,11031339264.0,2186940.174,0.0,5720043191.333,455846.8,58468.6,1625973.714,0.0,18.5,33201.0,4935199961.857
01:38:53,24634226.0,429816.429,0.0,137341865373.0,343127590930.75,33697429838960.0,3132333481546.25,23743715524771.246,7011582163810.4,121911426058.5,1758274866099.25,10983473279663.25,0.0,1630690129.0,485389.9,11076885504.0,2225814.913,0.0,5834902942.667,466754.0,61108.6,1652923.429,0.0,18.5,33183.667,5033922248.81
01:48:53,24756408.182,438387.857,0.0,140051254162.4,349896567865.75,34369813260601.547,3194400124895.5,24217579276290.5,7151496187717.2,124156979218.833,1793619177731.5,11204538326043.75,0.0,1631023797.5,498786.1,11039358976.0,2264023.391,0.0,5949798096.333,478995.6,59715.8,1679423.286,0.0,18.5,33151.667,5132673661.286
01:58:53,24935940.818,446959.143,0.0,142981059542.8,357216354676.75,35044269492599.184,3254495035695.0,24690287272706.754,7290977390750.4,126912312770.333,1827747383467.25,11419091168998.75,0.0,1858333627.333,510738.8,11137171200.0,2309977.348,0.0,6061310331.667,490271.7,59749.133,1722569.429,0.0,18.5,33282.667,5228526599.667
02:08:53,25068924.909,455530.714,0.0,145680122028.2,363959533239.5,35716487074434.73,3315944167188.25,25164265348850.5,7430829511535.8,129154015544.667,1862916387895.0,11639132281540.5,0.0,1858670335.333,522480.1,11184320512.0,2352315.217,0.0,6175995610.667,501673.7,62023.0,1751985.0,0.0,18.5,33268.333,5327142922.571
02:18:54,25309932.364,464102.143,0.0,148360396319.6,370655800221.5,36386271678313.91,3377954093379.75,25638759667957.5,7570951845455.6,131395186313.667,1898750956027.75,11862575177381.25,0.0,1859017531.333,532522.3,11150099456.0,2508146.435,0.0,6293547510.333,512338.9,59897.4,1780907.571,0.0,18.5,33267.0,5428333217.429
02:28:54,25497660.727,472674.0,0.0,150805436386.6,376764552928.0,37079800882415.73,3433292984585.25,26109100406017.5,7709580728122.4,133738178635.333,1930330034210.5,12060546155695.5,0.0,1859358781.333,542572.5,11121730816.0,2543538.304,0.0,6396184974.333,522752.6,59063.267,1808505.571,0.0,18.5,33251.0,5516621694.714
02:38:54,26443113.091,481245.286,0.0,153326565359.8,383063012915.75,37765537996893.45,3489585471162.5,26580259808911.0,7848597472210.0,136064539978.833,1963090119398.75,12265328160349.5,0.0,1859699129.167,553255.2,11193395456.0,2585891.696,0.0,6504628403.667,533323.5,62168.6,1852210.286,0.0,18.5,33203.0,5610777196.333
02:48:54,27619101.273,489817.0,0.0,155972704468.7,389673987369.0,38449970860699.27,3547059625804.75,27051191569550.754,7987613965214.6,138379778265.667,1995822491940.5,12471162455353.0,0.0,1860031098.5,562889.9,11162726400.0,2624741.043,0.0,6611286762.333,543721.0,60704.067,1881193.857,0.0,18.5,33235.0,5703569153.19
02:58:54,28775739.273,498388.429,0.0,158500058468.8,395988186158.75,39136182794938.37,3604162009418.5,27523382049583.246,8126623531003.8,140682863666.333,2028544622995.5,12676292634126.5,0.0,1860380858.5,573100.0,11166552832.0,2663638.13,0.0,6718014418.333,554609.7,60852.333,1910128.571,0.0,18.5,33268.0,5796416270.619
03:08:54,29983050.909,506960.0,0.0,161088683360.6,402455804628.25,39816320128521.27,3663486616643.25,27996685216267.246,8266087152310.2,142954346070.333,2062569509074.0,12889339704109.25,0.0,1860736462.667,584796.2,11144067584.0,2699094.478,0.0,6828784806.0,565681.4,59973.4,1938104.143,0.0,18.5,33282.667,5892771177.381
03:18:54,31120644.091,515531.571,0.0,163744272601.2,409090138616.25,40496637827489.82,3721800966572.5,28469594860943.246,8405338992350.4,145664876865.833,2096051793937.0,13099341423023.5,0.0,2055352958.167,594955.3,11298233856.0,2741625.304,0.0,6938239567.333,576035.4,66215.267,1975661.571,0.0,18.5,33294.667,5987907827.333
03:28:54,32322308.091,524103.0,0.0,166467781017.8,415894403332.25,41178299741070.63,3780212138887.5,28941945842185.0,8544597920886.4,147949741068.333,2129613538606.5,13310387847349.5,0.0,2055701448.0,605483.7,11191706112.0,2783511.0,0.0,7047764746.333,586502.4,59168.867,2005868.0,0.0,18.5,33278.667,6083324661.048
03:38:54,32909367.273,532674.714,0.0,169107464537.6,422489410140.0,41855860756441.18,3840693144434.25,29415557825624.246,8684240516924.2,150199906272.667,2164253242103.5,13527342570140.75,0.0,2056037391.667,616429.2,11220205312.0,2829632.391,0.0,7160263541.333,598260.4,60167.267,2034000.571,0.0,18.5,33294.667,6180632237.857
03:48:54,33072154.455,541246.143,0.0,171792870990.0,429198300450.0,42531194701308.73,3901537371700.5,29889216721716.0,8823957417726.2,152442813873.167,2199140915589.0,13745937091457.5,0.0,2056371099.0,626784.7,11221160448.0,2872230.261,0.0,7274046613.667,608727.7,60111.533,2062167.429,0.0,18.5,33293.333,6278543808.857
03:58:55,33205142.545,549817.714,0.0,174507147627.2,435979498693.0,43204827635132.27,3962574758700.5,30362986746412.246,8963752502482.8,154681730060.5,2234243430325.25,13965732916272.0,0.0,2056706219.0,637419.3,11209498880.0,2921593.522,0.0,7388364894.333,619235.2,58948.333,2090806.714,0.0,18.5,33277.333,6376934297.619
04:08:55,33354892.273,558389.143,0.0,177288532373.0,442928352630.0,43880331188962.0,4022839056104.25,30836122638699.5,9103337742433.2,156950541426.833,2268767461578.0,14182533596432.25,0.0,2057039765.5,647494.4,11262514176.0,2971967.783,0.0,7501022806.0,629370.0,62467.267,2120519.286,0.0,18.5,33279.0,6473855500.095
04:18:55,33516190.091,566960.571,0.0,179961690610.8,449606819025.75,44554391972228.45,4083905947938.0,31310083480309.0,9243147819345.4,159192859658.833,2303887672469.5,14402447496509.75,0.0,2057382236.333,658194.9,11311626752.0,3014148.565,0.0,7615142292.0,640148.0,65768.6,2147155.143,0.0,18.5,33311.0,6572075564.81
04:28:55,33730000.455,575532.286,0.0,182659251134.8,456346245745.75,45229293833184.37,4144456887225.5,31783821968807.246,9382834313573.6,161439227032.167,2338680908029.0,14620355140134.25,0.0,2057720714.167,669157.5,11256224256.0,3051713.478,0.0,7728541746.667,651242.8,62291.8,2173862.143,0.0,18.5,33277.667,6669750190.476
17:17:21,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576517376.0,0.0,0.0,0.0,0.0,34023.0,834.143,0.0,6.0,29746.667,0.0
17:27:21,8849177.273,8569.143,0.0,2513182586.6,6278652221.75,658542523983.727,54617777415.0,462500941600.0,137568203229.4,8758947643.5,30233022505.75,187257769203.0,0.0,443623960.667,815.8,10747436032.0,45653.826,0.0,118337089.333,1050.8,34023.0,238144.857,0.0,18.5,32789.667,111459473.619
17:37:21,9013444.182,17141.143,0.0,5229879339.6,13065888811.75,1324847142113.546,120448111721.25,936123825124.25,277413660085.8,10993499484.333,66107304775.5,410528956695.0,0.0,443960476.0,2658.1,10702700288.0,84690.478,0.0,251988885.333,5254.3,1.2297829382473362e+18,265150.571,0.0,18.5,32822.0,226276075.857
17:47:21,9199707.727,25712.429,0.0,8078870708.6,20183652955.5,1994394196376.182,184543014038.25,1408447348465.5,417004705984.4,13254932494.167,101171012858.0,629808777685.25,0.0,444309050.5,4160.5,10675132672.0,130745.739,0.0,381126105.333,10808.4,1.229782938247335e+18,292065.286,0.0,18.5,32775.667,337243432.524
17:57:21,9380005.545,34283.714,0.0,10786732389.4,26948816248.5,2660984277440.0,249671634818.0,1881764947715.25,556902314361.2,15477622134.5,137025636331.5,853378120389.5,0.0,444642561.167,9704.0,10747777024.0,173510.87,0.0,511770777.333,16046.4,34354.2,319790.857,0.0,18.5,32823.667,449469722.714
