Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
01:12:39,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030152192.0,0.0,0.0,0.0,0.0,1152589.533,886.143,0.0,1.5,121221.0,0.0
01:22:39,164281.909,8562.143,0.0,4771086.9,11917233.0,820535325924.182,22814875302.75,434329750426.5,137246676389.0,5225299604.5,16678016772.25,93261172954.75,0.0,1801581.167,17997.6,9024396544.0,36539.783,0.029,46810.667,18189.9,1152589.533,508316.0,0.0,1.5,121266.667,227325.048
01:32:39,277527.818,17121.429,0.0,9150436.1,22855631.75,1640685773619.364,45587017387.5,868148151224.75,274517631870.6,10619122032.0,33488839374.5,189049352354.5,0.0,2963570.167,34954.7,9020898816.0,79464.696,0.029,103269.333,35243.4,1152589.533,1016497.714,0.0,1.5,121266.667,433661.0
01:42:39,346820.273,25676.143,0.0,13453918.9,33604683.25,2460647866342.091,68110588260.75,1302414553138.5,411764989951.6,15767452098.5,50232651819.5,284537781840.0,0.0,4066788.167,52923.8,9020375040.0,122362.217,0.029,149748.333,51858.5,1152589.533,1520217.571,0.0,1.5,121255.333,588172.238
01:52:39,411643.727,34232.429,0.0,17704143.7,44220897.25,3281518260941.727,90679550695.75,1736656918424.25,549026152070.0,20881317758.333,66932511386.0,380158512638.25,0.0,5004761.333,69011.9,9021062656.0,161496.13,0.029,195806.333,67868.5,1152589.533,2030243.571,0.0,1.5,121271.333,735034.333
02:02:39,512218.455,42792.143,0.0,21982482.9,54907213.25,4105654332138.546,113331957352.75,2170735231526.25,686319568898.6,26013415250.0,83740703599.75,476050141936.0,0.0,6054689.833,84588.6,9020946688.0,201631.0,0.029,242820.667,83486.3,1152589.533,2534268.286,0.0,1.5,121271.333,895176.667
02:12:39,684682.0,51352.143,0.0,26375151.3,65879103.5,4925446782981.363,136079894335.25,2603782261967.0,823608548597.4,31229678621.667,100551586626.25,571934888311.75,0.0,7187192.333,99753.9,9021311232.0,351287.522,0.029,299611.667,98721.1,1152589.533,3042613.714,0.0,1.5,121255.333,1173854.857
02:22:39,772593.818,59911.429,0.0,30751055.9,76808778.75,5747194936201.728,158762959228.0,3036915004453.75,960897782393.2,36454363356.167,117412391994.5,667771257904.25,0.0,8372683.833,117160.7,9019084032.0,391204.391,0.029,345626.667,117303.5,1152589.533,3551701.143,0.0,1.5,121255.333,1328673.238
02:32:39,849708.545,68469.714,0.0,35281595.1,88124397.25,6565769484002.637,181440971252.5,3469616156850.25,1098182408504.2,41737104721.333,134328805060.25,763754299615.25,0.0,9746717.0,132331.2,9018688768.0,430437.435,0.029,393463.333,132471.5,1152589.533,4059412.429,0.0,1.5,121255.333,1501851.476
02:42:39,951776.636,77030.714,0.0,39767348.3,99328571.0,7382583594459.091,203867116105.0,3902757947520.25,1235422134290.4,46965337953.0,151207403979.75,859050494815.5,0.0,11061379.667,148448.4,9019067392.0,488450.348,0.029,440118.0,148189.6,1152589.533,4566227.286,0.0,1.5,121255.333,1670023.333
02:52:39,1020327.182,85587.143,0.0,44322713.7,110706180.75,8196717080648.728,226326330565.5,4335619848130.75,1372626456827.0,52366813464.167,168038547122.0,952600123484.5,0.0,12460949.667,168249.9,9019095808.0,527466.391,0.029,487002.333,166780.4,1152589.533,5071022.0,0.0,1.5,121255.333,1829384.905
03:02:39,1664332.636,94150.143,0.0,49001122.1,122390701.25,9016961036293.363,248981309827.0,4766410381636.25,1509905347728.6,58741700586.333,184929983981.75,1046668594756.5,0.0,14022864.0,187326.9,9018285056.0,567171.522,0.029,543547.667,185400.6,1152589.533,5597382.0,0.0,1.5,121271.333,3102730.524
