Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
04:56:54,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573337856.0,0.0,0.0,0.0,1288792.267,643.571,0.0,5.0,6557.0,0.0
05:06:54,3555035.0,8571.857,0.0,28380735.1,70920164.5,33472971498.818,2005899959.75,214040485191.0,15842928.2,220196586049.833,101335714.5,6651825512.75,10377790.667,8781280000.0,1270348.652,0.0,173084.333,1288792.267,70886.286,0.0,5.0,8577.0,4144171.19
05:16:54,3714072.818,17144.0,0.0,76063345.5,190085762.5,67918980487.273,3295905674.0,511388736755.5,27210420.8,419051280301.5,163789887.25,12441363087.75,1366373810.333,8810279680.0,1315440.435,5.466,223022.0,1294816.267,96736.286,0.0,5.0,8605.333,4470031.238
05:26:54,4102501.545,25716.857,0.0,76497406.7,191166764.75,67969666161.636,3303968732.0,691635586273.75,40737830.6,669753140261.5,172486567.75,12529727030.25,1373350200.333,8807252736.0,1361965.391,740.223,245583.0,1294816.267,124145.0,0.0,5.0,8640.667,4913413.143
05:36:56,4173278.545,34288.286,0.0,124284987.7,310594430.5,102364531203.727,4632183015.75,956391753498.75,64902410.2,913438609027.333,232264070.25,18816435843.25,1384422141.333,8792907264.0,1412752.609,745.689,286862.0,1295570.933,150058.714,0.0,5.0,8688.667,5128617.381
05:46:56,4242568.545,42880.571,0.0,171936463.1,429683781.75,136799010043.364,5817722070.5,1224393119431.25,88700107.2,1136043632958.833,296460591.5,26165076106.0,1395441170.0,8781532160.0,1456906.696,751.16,328545.667,1295710.133,175826.857,0.0,5.0,8640.667,5357232.952
05:56:56,4319678.273,51452.143,0.0,219628694.5,548874360.25,171256202839.182,6774926221.0,1529741023618.75,112093175.6,1380840865444.833,359617990.75,32512540297.5,1407238087.333,8794358272.0,1507551.304,825.947,368016.333,1296549.6,202105.429,0.0,5.0,8688.667,5583001.286
06:06:56,4401256.636,60022.286,0.0,266344671.5,665625866.25,205772387808.364,7720165857.5,1829925807669.25,134875876.0,1600308528168.0,421697311.25,40485241350.75,1418614859.667,8785508864.0,1547518.522,831.413,408621.333,1296884.0,227637.143,0.0,5.0,8640.667,5796152.714
06:16:56,4467938.0,68593.143,0.0,287426128.3,718310252.25,240201214534.364,8044367311.0,2060937697410.25,151744492.0,1805220549329.333,453241026.0,44016076474.75,1427483477.0,8794484480.0,1589954.739,836.879,433748.667,1296884.0,253035.143,0.0,5.0,8672.667,5958857.333
06:26:56,4590115.818,77163.429,0.0,315396800.9,788212561.5,240333060218.091,8429400225.0,2325782281455.5,171281814.4,2039768912204.833,491869961.25,48217581088.75,1437270401.333,8788096256.0,1641611.87,1524.345,469141.333,1297386.933,280517.857,0.0,5.0,8624.667,6186293.857
