Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
05:15:58,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575177216.0,0.0,0.0,0.0,1054.429,0.0,0.5,6476.667,0.0
05:25:59,3444318.909,2184.143,210301.588,828189.5,2066654.25,51177268864088.63,211106232532958.75,140737488337641.75,112589990684272.6,188326020.833,3546.0,17592186041911.5,4974052.0,8710300928.0,4737594.87,1061451.874,144201.0,31220.143,0.0,43776001.0,7677.333,3858944.667
05:35:59,3586973.364,10757.286,386895.882,1569926.5,3915654.0,51277496435758.55,211203187737067.75,140955447571825.0,112611454004049.2,242521445.833,41329975990.25,17864384799844.25,25862991.0,8724273408.0,4782792.87,1061451.874,384272.667,62023.571,0.0,45506561.0,7745.0,4313517.095
05:45:59,3709886.818,19330.286,563086.588,2325704.5,5799830.75,51378244550936.73,211298927307152.5,141172362741550.0,112632595664539.8,330720425.0,82389949390.75,18135085135058.754,46586252.0,8720664576.0,4814522.522,1061451.874,587998.667,93047.857,0.0,45631489.0,7757.667,4710390.667
05:55:59,3806360.818,27902.714,743250.941,3102283.1,7735968.0,51479550706947.37,211393571519130.75,141388715935496.75,112653464115824.2,360314166.667,123261663972.25,18403479405652.754,67254923.0,8720350720.0,4856340.435,1061451.874,775428.0,124845.143,0.0,45713409.0,7742.667,5067760.429
06:05:59,3885705.545,36475.429,919539.235,3862988.1,9632484.75,51580663199685.18,211488784586523.0,141604906969538.5,112674459828620.8,487544662.5,164130268191.25,18672301328764.754,1432159675.333,8715174656.0,4904873.261,1061451.874,957304.667,155954.143,0.0,45754369.0,7726.667,5409649.476
06:15:59,4140083.455,45047.857,1105630.059,4684034.7,11679607.5,51682678522857.37,211580565074078.5,141819795455553.0,112694532684576.6,678312100.0,203779138542.5,18935152333406.0,1452565903.0,8717510144.0,4950217.435,1061451.874,1140491.667,186517.571,0.0,45803521.0,7735.0,5874970.952
06:26:00,4383667.364,53620.714,1291820.471,5497046.1,13706601.0,51784517011463.82,211673094626617.97,142034874760416.5,112714803112286.4,760257629.167,243613903748.25,19199953370747.754,2817258302.667,8714441984.0,4997730.478,1061451.874,1349822.667,218070.143,0.0,46516225.0,7735.333,6447104.048
06:36:00,4493925.273,62193.286,1477096.294,6312738.9,15740343.0,51885988296465.45,211766297829657.25,142250199823812.75,112735314720008.8,815156445.833,283847644039.5,19465823011626.0,2837710794.0,8714749184.0,5036211.0,1061451.874,1537054.0,248095.714,0.0,46891009.0,7767.333,6808175.857
06:46:00,4579602.636,70766.0,1661156.647,7116666.5,17744739.0,51987794004815.73,211858927005002.25,142465655202332.25,112755649240529.8,861414658.333,323960306659.25,19730851302339.754,2858205448.0,8721201664.0,5075217.261,1061451.874,1743242.0,278096.286,0.0,47450113.0,7764.333,7177752.81
06:56:00,4669384.545,79338.571,1848837.529,7945614.9,19811679.75,52089759999339.73,211950311735634.75,142680628529323.5,112775652054744.98,905860904.167,363647527562.25,19994060609874.0,2878612069.667,8720075008.0,5109865.391,1061451.874,1957480.333,309766.857,0.0,47523841.0,7769.333,7564921.286
