Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571451904.0,0.0,0.0,0.0,1118485.8,139.571,0.0,0.5,6006.667,0.0
07:14:19,1158579.273,8671.0,332200.059,569214.9,1416233.5,58193894.727,6063613.5,182723269244.0,13287456.8,254820871715.167,7116109.0,74398865.75,1350431519.667,8572138752.0,41661.391,0.0,13434.0,1118485.8,29110.714,0.0,0.5,6502.667,1295450.571
07:24:19,1431196.636,17242.143,638322.647,1093418.1,2720855.25,109272583.364,12071400.75,365151631224.75,26411897.0,506211352628.167,13798014.25,148110673.5,1356534557.667,8572638976.0,86241.0,0.0,27168.667,1118485.8,56572.571,0.0,0.5,6521.0,1622060.857
07:34:19,1930246.455,25812.857,960358.529,1645094.3,4093589.0,148651039.818,18046995.25,545861663758.25,27516463.6,758341156577.667,20988254.5,224247528.75,1362623756.0,8573122816.0,135445.478,8.059257119581843e+17,41354.667,1118485.8,84527.571,0.0,0.5,6575.0,2295516.571
07:44:19,2012941.727,34383.143,1270266.235,2175860.3,5414376.0,184392193.909,23706393.25,727815401899.75,27970211.4,1010529594942.667,27537974.5,295613684.25,1368722147.333,8573136128.0,172450.217,8.059257119581843e+17,54127.667,1118485.8,111860.0,0.0,0.5,6559.0,2404932.0
07:54:19,2110906.455,42953.714,1573349.824,2694820.1,6705976.0,223776068.636,29384508.75,910422441307.75,28441756.2,1262154998418.833,34401804.0,365621963.25,1374828440.0,8573270784.0,219823.913,8.059257119581843e+17,66216.667,1118485.8,138864.429,0.0,0.5,6523.667,2526866.333
08:04:19,2196579.909,51524.286,1872404.059,3206818.3,7980315.25,261599905.909,35556180.75,1092181320531.75,28933595.2,1514388768267.5,41098026.25,443322280.0,1380913533.333,8573400832.0,272775.913,8.954730132868714e+17,80189.667,1118485.8,166021.571,0.0,0.5,6592.0,2651546.333
08:14:19,2272948.0,60094.714,2178287.765,3730625.5,9283903.75,310657545.091,41550178.25,1274020651974.25,29409361.0,1766666316408.833,47637539.25,519894310.75,1387002990.333,8573182208.0,313164.913,8.954730132868714e+17,93354.0,1118485.8,193268.0,0.0,0.5,6576.333,2769971.667
08:24:19,2354899.091,68664.714,2508947.647,4297163.5,10693578.25,368966451.182,47789228.75,1454630506318.25,29892938.8,2019295230410.167,54240165.5,597045449.25,1393080211.333,8573851648.0,354054.348,8.954730132868714e+17,106245.667,1118485.8,221593.0,0.0,0.5,6556.0,2886749.476
08:34:19,2582465.364,77234.429,2807606.118,4808469.7,11966230.0,430204034.273,54444943.5,1635961549557.0,30439206.0,2271513847597.166,61426338.25,678913636.25,1399171114.333,8573246976.0,405119.913,3.581892053147494e+17,129161.333,1118485.8,249686.0,0.0,0.5,6614.333,3141260.524
08:44:19,2656595.182,85804.429,3110428.471,5326991.3,13256668.25,488910172.364,60390940.75,1817096834309.25,30911187.2,2523407330139.5,67794761.0,752352163.5,1405264968.667,8573289728.0,452077.826,3.581892053147494e+17,141825.667,1118485.8,277130.143,0.0,0.5,6598.333,3250815.381
08:54:19,2758660.273,94374.429,3409746.588,5839422.5,14532127.75,548288017.364,66147728.25,2000304749913.25,36449490.8,2775164086841.5,75105031.75,821268818.0,1411393780.667,8573604864.0,500081.348,3.581892053147494e+17,155407.667,1118485.8,305300.714,0.0,0.5,6604.667,3373582.81
09:04:19,2888287.273,102944.429,3714912.765,6361876.9,15832532.75,607289433.545,72576179.0,2183728990845.5,49596424.4,3026471426353.0,83184564.0,899197847.5,2761789036.667,8573478144.0,547917.0,9.850203146155585e+17,171666.333,1118485.8,334279.714,0.0,0.5,6579.667,3556896.429
