Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:07:10,41220404.0,1126375.0,27604071.588,139422144282.8,348320175327.75,310800044437436.56,282143961386899.0,324256977387774.25,225194933551958.03,102752303908868.0,211140777880705.25,22467511576656.246,57279560374.667,8668211200.0,2685612.913,163968.791,1518546.333,95114.933,3773850.571,0.0,66023426.5,24708.333,22764302.952
00:17:11,41303119.727,1134947.0,27818565.0,140505643911.2,351027098667.25,311064411592292.06,282149966144756.75,324642577720696.75,225195064649930.2,102832665431265.17,211141095421807.25,22511128020342.246,58650543439.0,8667954432.0,2705804.696,163968.791,1525004.667,95114.933,3803390.0,0.0,66023426.5,24740.333,22886021.952
00:27:11,41447290.909,1143518.286,28033234.588,141590829137.0,353738234283.25,311328696595349.6,282156024708969.25,325029050475647.25,225195203069982.03,102913338860751.02,211141413109671.0,22554883169012.246,58677251244.333,8668838912.0,2725993.13,163968.791,1543845.667,95114.933,3833424.0,0.0,66023426.5,24772.667,23048900.048
00:37:11,41527027.727,1152089.571,28248285.588,142677787614.6,356453799894.75,311592536133839.94,282161856535212.5,325413545953517.75,225195348126622.6,102993345087897.33,211141732085036.25,22598601685268.754,58703952722.667,8668803584.0,2745455.87,163968.791,1548033.0,95114.933,3863198.571,0.0,66023426.5,24753.667,23159076.381
00:47:11,41606389.545,1160661.286,28463094.471,143763344326.6,359165863134.75,311856312269508.44,282167766887920.5,325791379386382.75,225195492383123.6,103071552046958.0,211142050020337.0,22642342479928.246,58730651992.667,8668803072.0,2765956.174,163968.791,1553494.333,95114.933,3892704.143,0.0,66023426.5,24753.667,23270912.19
00:57:11,41692456.273,1169232.857,28678759.353,144853853617.8,361890299982.25,312120047431031.44,282173629453516.75,326168147056244.75,225195637772302.2,103149326903501.66,211142369498444.75,22685935428534.754,60101626917.333,8668340224.0,2790375.565,163968.791,1558581.667,95114.933,3923599.714,0.0,66023426.5,24754.0,23391793.952
01:07:11,41781122.636,1177804.286,28892967.235,145936861023.2,364595995455.75,312383801085120.0,282179469032142.75,326545036753649.25,225195782316760.0,103227225751975.83,211142686939636.25,22729410058709.246,60128326038.667,8668773632.0,2811089.391,163968.791,1561674.333,95114.933,3954280.429,0.0,66023426.5,24753.667,23503804.048
01:17:11,41873145.636,1186375.857,29107127.176,147019405314.8,367300533647.75,312647621565948.06,282185265423734.75,326922289511342.75,225195926455561.97,103305295533387.66,211143003184581.5,22772604029998.0,60155031412.0,8668212992.0,2831344.826,163968.791,1572771.667,95114.933,3983370.0,0.0,66023426.5,24721.667,23618126.714
01:27:11,41996092.909,1194947.143,29304893.588,148018328301.8,369796158969.0,312911525847316.2,282191100599761.75,327298805825942.25,225196060767989.0,103383327171628.17,211143298196497.5,22816520251674.754,60181723791.0,8668091392.0,2854965.217,163968.791,1589568.0,95114.933,4012693.429,0.0,66023426.5,24770.0,23781923.476
01:37:11,42093328.455,1203518.429,29518181.824,149096947372.0,372490891046.0,313175378199473.4,282197210801966.25,327675642569631.75,225196204310796.8,103460994997661.17,211143614668229.5,22860837960738.5,61552690479.667,8668603392.0,2875264.174,163968.791,1592789.667,95114.933,4040756.0,0.0,66023426.5,24769.667,23896482.905
01:47:11,42183865.727,1212089.857,29733526.0,150185431673.6,375210268295.0,313439367039764.06,282203175220507.0,328057952646736.25,225196349476913.97,103540354500322.83,211143934117016.5,22904882562251.5,61579392345.333,8668603904.0,2895927.565,163968.791,1597990.0,95114.933,4068432.0,0.0,66023426.5,24753.667,24006167.905
01:57:12,42259505.182,1220661.143,29947689.765,151268584037.4,377916325488.75,313703561247692.75,282209285326178.75,328442291448822.25,225196481134967.0,103620132956506.83,211144250913715.0,22948862942875.5,61606096518.0,8668722944.0,2917020.522,163968.791,1603105.333,95114.933,4096060.571,0.0,66023426.5,24754.0,24115624.905
02:07:12,42333657.0,1229234.286,30163170.529,152358112121.2,380638311194.0,313967933332098.4,282215367027017.0,328823379819649.5,225196612883344.4,103699114634630.67,211144568975941.25,22992616546787.246,62977082035.0,8668219648.0,2937808.913,163968.791,1606594.333,95114.933,4123515.286,0.0,66023426.5,24705.667,24226704.952
02:12:52,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8578486528.0,0.0,0.0,0.0,94285.6,434.571,0.0,0.5,15012.333,0.0
02:17:12,42408921.364,1237806.0,30380020.765,153454130475.6,383376511513.75,314232308450704.0,282221699056762.75,329206932964636.25,225196745491660.6,103778792010650.0,211144888895828.5,23037272134208.5,63003801897.0,8667963648.0,2958410.217,163968.791,1614570.0,95114.933,4151802.857,0.0,66023426.5,24689.667,24332514.19
02:22:52,2423225.364,8571.0,165606.882,897113391.8,2241147710.25,253602069009.273,5899973537.75,375121718272.25,93355734.4,79815658176.167,266978127.5,41503795840.25,1370692087.667,8662571008.0,20267.783,163968.791,113745.667,94285.6,74943.429,0.0,66023426.5,17012.0,2839981.905
02:27:12,42550113.727,1246377.571,30596676.765,154549393992.4,386112825916.25,314496602816519.0,282228107450088.75,329588276791222.0,225196877703500.6,103857744597977.33,211145208250254.25,23082581893836.754,63030517895.333,8668349440.0,2979326.478,163968.791,1633865.0,95114.933,4180638.143,0.0,66023426.5,24738.0,24490898.286
02:32:52,2855982.545,17142.286,376330.235,1961865168.8,4901233062.0,517808680199.727,12355831419.5,751449294123.75,235276234.0,157481519460.833,581439298.75,85717217590.5,1397404909.667,8660846080.0,40502.87,163968.791,131713.333,94808.533,104306.143,0.0,66023426.5,17039.667,3289618.476
02:37:12,42630592.182,1254949.143,30813530.176,155645438473.6,388851090720.75,314760848062388.6,282234460926327.25,329964847751211.5,225197010413409.2,103935386196635.66,211145527972000.0,23126594472190.754,63057236886.667,8668230656.0,3001506.565,163968.791,1639589.0,95115.2,4207274.571,0.0,66023426.5,24737.667,24592590.714
02:42:52,2951722.727,25713.857,587986.765,3031176246.6,7572708870.0,782030573188.273,18561957757.75,1133558050551.0,378708645.6,237081493213.0,896556323.25,130141270063.75,1424114340.333,8662995200.0,59250.478,163968.791,136895.667,94808.533,132497.0,0.0,66023426.5,17071.667,3402362.952
02:47:12,42709577.273,1263521.0,31030358.471,156741645175.4,391589761233.75,315025099040147.75,282240752312947.75,330341683156209.0,225197143441475.2,104013245310647.5,211145848623340.25,23170289930694.754,64428231143.0,8668612352.0,3025700.0,163968.791,1642879.667,95115.2,4234762.0,0.0,66023426.5,24721.667,24697217.571
02:52:53,3033312.909,34285.0,798874.235,4096725857.4,10234788305.0,1046276831045.455,24596760690.0,1523613512248.0,521294627.2,319203118502.833,1210002086.25,174285922448.75,1450825731.333,8662922496.0,76870.87,163968.791,140936.333,94808.533,158985.0,0.0,66023426.5,17119.667,3504970.048
02:57:12,42789309.091,1272092.571,31246369.882,157833332408.8,394317140086.5,315289083028087.75,282246750123802.0,330718307666184.5,225197275395842.4,104091039949727.02,211146167678150.5,23213421341888.754,64454947692.667,8668230912.0,3047847.609,163968.791,1648094.667,95115.2,4263259.143,0.0,66023426.5,24722.0,24814511.19
03:02:53,3123838.909,42856.286,1010460.118,5165385803.0,12904637592.0,1310522653967.546,30680947726.25,1912796049373.0,658301970.4,400949367618.833,1523502226.5,218581939918.75,2821809854.0,8663366400.0,95963.043,163968.791,146087.0,94808.533,186292.286,0.0,66023426.5,17120.667,3617369.381
03:07:12,42866804.727,1280664.143,31463328.647,158929904692.6,397056722983.75,315553372382109.06,282252987375673.0,331094813022604.06,225197408464934.2,104168688107822.83,211146488647791.5,23256947292906.5,64481670098.667,8668360704.0,3072978.13,163968.791,1653351.0,95115.2,4292039.571,0.0,66023426.5,24705.667,24921854.048
03:12:53,3229634.727,51427.571,1223108.0,6239150317.8,15587239549.75,1574620504937.454,36655631461.0,2301018206622.5,788394286.8,482328370583.5,1838570197.5,262804828859.75,2848518311.333,8663285760.0,115405.565,163968.791,154426.333,94808.533,213556.286,0.0,66023426.5,17111.333,3792765.143
03:17:12,42945419.182,1289235.571,31679584.941,160022810989.0,399787147218.75,315817644569469.06,282259376769110.5,331471169795594.25,225197546532782.8,104246246157632.67,211146807844854.75,23300752569295.754,65852662910.0,8668483584.0,3095580.522,163968.791,1660550.333,95115.2,4321221.571,0.0,66023426.5,24737.667,25031718.0
03:22:53,3310852.909,60000.286,1434281.706,7305524298.2,18251377382.75,1838521260372.727,42460261190.5,2689076682734.25,917296539.6,563309759839.0,2150797485.75,306778896269.0,2875228727.0,8663581952.0,134865.304,163968.791,159757.0,94808.533,241473.857,0.0,66023426.5,17063.333,3895369.0
03:27:13,43037441.818,1297807.429,31895342.471,161113451786.2,402511912512.0,316081582343352.75,282265600673101.75,331847555612678.75,225197692219828.2,104323836285056.0,211147127179493.5,23344516283293.0,65879373018.667,8668102144.0,3118017.13,163968.791,1665638.667,95115.2,4350313.857,0.0,66023426.5,24786.0,25148186.619
03:32:53,3425228.818,68571.571,1645037.882,8369462599.0,20909429149.25,2102360081299.818,48465709758.25,3075328849022.75,1046373051.4,643922078685.5,2464702761.5,350978909255.5,4246218322.667,8663282176.0,155594.435,163968.791,177701.0,94808.533,271987.143,0.0,66023426.5,17047.667,4054320.286
03:37:13,43121641.909,1306378.857,32111255.882,162205320959.3,405239747062.5,316345492815847.6,282271643253239.5,332224143654290.0,225197837726471.8,104401545513051.33,211147446109236.5,23387983685767.0,67250347940.0,8668490752.0,3140385.478,163968.791,1668893.333,95115.2,4378646.0,0.0,66023426.5,24737.667,25253389.952
03:42:53,3504584.182,77142.714,1856790.353,9438462643.6,23580127067.0,2366183574665.454,54574712208.5,3461867748228.0,1175450750.6,724367591424.167,2778344173.75,395338579858.5,4272930275.0,8663710208.0,174460.087,163968.791,183259.333,94808.533,299830.0,0.0,66023426.5,17047.667,4157384.524
03:47:13,43209196.455,1314950.429,32327344.765,163297969200.7,407969527948.25,316609719490053.25,282277676326159.0,332600541756029.75,225197983532919.6,104479126692229.17,211147765734103.0,23431097478768.0,67277057017.333,8668232960.0,3163682.174,163968.791,1672134.0,95115.2,4406640.429,0.0,66023426.5,24737.667,25362232.524
03:52:53,3588406.636,85713.857,2069015.412,10509983330.8,26257122180.75,2629962966214.091,60667456468.25,3845901506624.75,1305332187.6,804461626898.167,3093620159.0,439532037789.75,4299643269.0,8663928832.0,193335.348,163968.791,186828.0,94808.533,328363.0,0.0,66023426.5,17095.667,4261248.857
03:57:13,43294143.182,1323522.0,32543934.882,164392685886.7,410704476210.0,316873919363559.6,282283762935249.5,332977005678665.0,225198129542457.8,104556798098618.17,211148086133966.75,23474394526973.246,68648044174.667,8668490496.0,3187952.87,163968.791,1677918.0,95115.2,4435230.571,0.0,66023426.5,24706.0,25476554.619
04:02:53,3679306.727,94286.286,2281441.529,11582515627.6,28936645284.75,2893895135512.091,66751413312.0,4226889026734.5,1435144140.4,883626387030.833,3408434150.5,483730424140.5,4326352723.333,8663292672.0,212337.522,163968.791,192236.0,95080.8,356397.0,0.0,66023426.5,17111.667,4376298.333
04:07:13,43363813.727,1332093.429,32759811.706,165484203001.7,413431431472.25,317137857697919.0,282289684074237.75,333353489730801.0,225198274799081.6,104634463969688.67,211148404441404.75,23517311354325.5,68674754747.333,8668456192.0,3211212.913,163968.791,1681335.667,95115.2,4462308.857,0.0,66023426.5,24721.667,25587460.095
04:12:53,3767228.545,102857.429,2493473.235,12652813693.4,31610585930.5,3157675597722.636,72761857394.5,4606369830963.0,1564418139.2,962558355368.5,3721339763.25,527779242743.75,5697332137.0,8663919360.0,232159.957,163968.791,199333.333,95080.8,384833.857,0.0,66023426.5,17111.667,4485795.381
04:17:13,43429767.091,1340664.714,32960703.941,166498481503.1,415965419582.0,317401806362286.8,282295533657495.0,333729790403337.25,225198411278375.8,104712438653475.83,211148704759399.25,23560134388338.0,68701453417.0,8667974912.0,3234612.348,163968.791,1689454.0,95115.2,4491288.143,0.0,66023426.5,24721.667,25706043.19
04:22:53,3861846.0,111429.571,2705833.765,13724071620.6,34286922675.75,3421446115242.091,78697367478.5,4994092405834.0,1694669470.6,1043725767401.0,4042031017.0,571398622275.5,5724050659.0,8664051200.0,296192.739,163968.791,280818.333,95080.8,418481.286,0.0,66023426.5,17170.333,4682479.952
04:27:13,43499815.818,1349236.571,33176453.294,167588745950.3,418689244444.0,317665689380318.25,282301554861267.75,334109095240574.25,225198556556420.8,104791038908253.17,211149025475609.75,23603552747130.0,68728159504.667,8668621056.0,3257013.13,163968.791,1694782.333,95115.2,4519141.571,0.0,66023426.5,24754.0,25829144.81
04:32:54,4027607.545,120001.143,2916673.176,14788714739.8,36946734996.25,3685318509021.364,84577805168.5,5383074746735.75,1834890937.2,1125138287340.667,4356360558.0,615214356424.5,5750760789.333,8664235264.0,323112.652,163968.791,305120.333,95080.8,448379.143,0.0,66023426.5,17146.0,4908324.905
04:37:13,43584015.273,1357808.143,33392877.824,168682200816.9,421421039230.5,317929554083479.75,282307502826014.25,334489667784207.25,225198702437557.2,104870027958705.17,211149346072855.25,23646842021551.754,70099133189.333,8668358400.0,3281633.522,163968.791,1698290.667,95115.2,4547140.857,0.0,66023426.5,24705.667,25944117.81
04:42:54,4094298.727,128572.714,3127690.941,15854330707.8,39608978157.75,3949170336519.909,90547716117.75,5772334823221.75,1977022626.2,1206615728589.5,4668717023.75,658441114557.25,5777465735.333,8664327936.0,343705.957,163968.791,312829.333,95080.8,476269.0,0.0,66023426.5,17114.0,5017531.381
04:47:13,43656294.364,1366380.0,33609747.529,169777722906.9,424157998925.0,318193390434352.06,282313568683342.75,334870694920372.75,225198836728073.0,104949210103564.5,211149667228089.75,23690495563474.246,70125845364.333,8668484096.0,3305729.957,163968.791,1702038.0,95115.2,4576411.286,0.0,66023426.5,24753.667,26049704.667
