Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
17:57:04,0.091,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8578534912.0,0.0,0.0,0.0,147.286,0.0,0.5,6134.0,0.0
18:07:04,344023232.545,8570.571,287398.353,491091.2,1223365.0,320253907647.091,82742751219.0,402755186920.75,4348636810.6,63819591543.333,11176678068.25,237748191995.25,28700957.667,8630894592.0,48347.087,0.0,8205104.667,119674.857,0.0,0.5,6739.0,367596110.429
18:17:04,629970687.364,17141.143,558469.176,954421.8,2377359.0,644478704242.273,171623664427.75,801741832188.25,8226570896.2,138115694456.0,25503540098.75,490757304110.0,57862572.333,8656299264.0,87130.957,0.0,16049499.0,214463.429,0.0,0.5,6737.0,674465316.095
18:27:04,899583541.455,25711.571,831708.0,1421194.6,3540363.0,964945136168.455,259184003263.75,1203849569572.25,11377195209.2,209517341739.833,40716487796.5,738083002649.25,87029826.333,8601694208.0,136336.565,0.0,23539027.667,320154.286,0.0,0.5,6745.333,963936312.048
18:37:04,1184287172.818,34282.143,1106051.294,1890119.2,4708289.75,1288969514486.546,344706106609.5,1603217219421.5,16056363194.2,282390204235.0,51620064341.75,984518163598.75,1460003797.333,8639928832.0,187754.957,0.0,31564423.667,418240.429,0.0,0.5,6809.333,1269187652.714
18:47:04,1467403367.909,42853.0,1382056.647,2361877.6,5883257.5,1612285462267.909,431087858554.5,2007382904576.5,19702510594.6,354999170186.5,66603393725.75,1233058941655.0,2833446734.667,8609607680.0,226947.87,0.0,39550398.0,511232.714,0.0,0.5,6794.333,1573855135.238
18:57:04,1749842930.818,51423.286,1664815.118,2845104.8,7086949.25,1935871761807.364,522170913584.75,2408630067847.5,23859334878.2,423691296620.5,79347197471.0,1490461316641.75,2862378758.333,8640049664.0,280889.435,0.0,47483267.667,619242.286,0.0,0.5,6746.333,1877422391.333
19:07:05,2010003582.273,59994.0,1934237.941,3305475.0,8233814.25,2259909107883.454,611861553348.0,2809002024078.5,27879182604.8,494757677714.833,93793971738.0,1749024703770.5,2891671254.333,8607182336.0,326635.13,0.0,56044050.333,710064.429,0.0,0.5,6787.0,2157735501.857
19:17:05,2243148002.909,68564.714,2220629.647,3794990.4,9453043.5,2582906049846.0,704049905955.25,3208090029123.0,32448213539.2,566877338048.5,106583139746.5,2010127792910.5,4264706912.0,8655491584.0,373574.261,0.0,63922922.333,810350.714,0.0,0.5,6771.0,2409352481.524
19:27:05,2470694717.545,77135.429,2506397.765,4283458.2,10669614.75,2905132956359.727,799829156944.75,3611462326962.5,35504187890.0,641294273065.5,122924392300.5,2274904340341.0,4294058126.667,8606881536.0,421723.609,0.0,71403895.667,909663.857,0.0,0.5,6777.0,2654948136.0
19:37:05,2682933913.545,85705.857,2794600.118,4775828.8,11896328.25,3227128190352.546,899735889922.25,4011432250286.75,38987222236.2,713590923647.333,139196403679.25,2548040718302.0,4323109504.333,8653742336.0,461072.0,0.0,78720594.0,1018792.143,0.0,0.5,6793.0,2884142774.81
19:47:05,2939938065.818,94276.571,3081310.471,5265883.8,13116896.5,3546328431654.273,981184819732.5,4410867902422.75,44557358919.0,786942015464.833,155522601158.25,2797237131667.5,4352680992.333,9354493952.0,506376.652,0.0,90104579.667,1102437.857,0.0,0.5,6794.333,3163311965.143
19:57:05,3023255377.727,102847.571,3341353.706,5710583.2,14224098.5,3863224585445.091,1039779598070.0,4798005798341.75,53252857816.2,870853188768.167,177182737781.5,3028630774045.0,5728084031.667,9357288448.0,565312.565,0.0,116439904.0,1139214.0,0.0,0.5,6794.333,3272369505.762
20:07:05,3177883730.727,111418.571,3600581.824,6153883.4,15327818.5,4162094893519.727,1122673195145.75,5191128068388.75,63413618064.2,956222693185.5,229212719491.5,3327600409020.5,5760238793.0,9427383552.0,604314.13,0.0,130959327.333,1180033.714,0.0,0.5,6777.0,3447206154.762
