Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571977216.0,0.0,0.0,0.0,140.429,0.0,0.5,6024.0,0.0
07:14:13,2234029.091,8583.571,257956309.941,438665329.8,1096351456.75,525645094.0,19527851.5,442012497292.5,14909482.2,20336030240.0,323076178.5,1647998160.25,13469104.667,11520491008.0,916231.478,0.0,618094.667,37779.857,0.0,2639874.5,7824.667,3487909.571
07:24:13,2472395.182,17151.571,409308181.0,696037007.0,1739609523.75,1181549465.0,35967591.25,891032197960.5,28839373.4,30572751749.833,349897261.0,1860555064.75,26835800.667,11856155136.0,963591.0,0.0,850979.667,69689.571,0.0,2639874.5,7876.333,3809387.381
07:34:13,2953918.909,25721.143,884100955.118,1503514223.4,3757886093.0,1508882478.273,50309001.25,1340078531646.5,30584369.8,41437811216.167,395404868.25,2158255875.25,40324892.0,12909651712.0,1006105.261,0.0,1580833.333,106637.143,0.0,2639874.5,7924.667,4478012.667
07:44:13,3024326.545,34290.0,931594937.765,1584176933.8,3959369414.0,1695946501.636,63499198.0,1789372686477.25,134759454.4,48370194155.333,968568230.0,4463495360.0,53941541.0,13631850240.0,1044312.13,39.063,1662456.0,135768.0,0.0,2639874.5,7908.667,5057993.714
07:54:13,3099947.0,42859.286,1013799919.235,2157132907.4,5391381269.5,1828216733.182,73986963.25,2238438330681.25,223492207.8,62356423805.833,1256790347.25,5866989439.75,1411711939.0,13027520000.0,1081994.957,68.131,2059049.667,169953.571,0.0,2639874.5,7911.333,5522742.333
08:04:13,3201263.727,51429.0,1014384391.647,2591422641.2,6476820355.75,1909245608.727,87456633.25,2687452209298.75,227163458.4,76353774029.667,1288296791.25,6104198349.25,1425166944.333,13593989376.0,1128531.435,68.131,2451749.333,202874.0,0.0,2639874.5,7895.333,5709306.143
08:14:13,3291035.455,59998.857,1014783293.471,2808384714.6,7019079663.75,2010372245.364,104360024.75,3136470248816.25,229022446.0,85135717473.833,1316650048.75,6330550560.75,1438601233.0,12790579712.0,1165225.435,68.131,2645331.5,233887.0,0.0,2639874.5,7930.0,5972303.0
08:24:13,3353248.182,68566.571,1015565080.176,3218108504.2,8043103932.25,2237151466.818,119375857.5,3585484202215.0,234025359.0,98238084698.0,1351501469.5,6605632831.25,1452076738.333,13323887104.0,1209376.652,68.131,3015096.167,267305.143,0.0,2639874.5,7914.0,6145430.333
08:34:13,3550645.818,77133.429,1016509597.176,3696558408.0,9238889448.0,2545062697.818,138581323.0,4034498713510.0,242005724.0,111056920864.0,1403550104.25,6948514988.0,1465510786.0,13656667904.0,1257839.391,68.131,3377903.833,301852.571,0.0,2639874.5,7904.667,6512741.762
08:44:13,3707065.182,85700.571,1018181642.0,4372640424.2,10928577694.75,2831211492.636,154546122.25,4483520201278.75,253509476.0,124084957453.5,1473758292.75,7318283595.0,1478967097.333,13657848832.0,1304671.174,471.602,3792568.833,336394.286,0.0,2639874.5,8104.667,6957502.19
08:54:13,3777843.727,94267.571,1020966939.294,5225415190.8,13059797762.5,3186374601.909,167820237.75,4932708146930.75,332990515.6,131747964057.833,1795009177.75,8905155332.75,1492600354.0,13657397248.0,1358651.217,6301.141,4429032.833,370515.0,0.0,2639874.5,8113.333,7499896.571
