Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:04:39,9661927.091,8571.0,0.0,1190029740.5,2974154483.5,316941914510.636,111274896663.0,414763826538.25,2169165350.4,63085963643.5,14909552298.5,314006403211.0,29159228.667,8775779328.0,64650.13,0.0,235018.667,1167250.8,275427.143,0.0,0.5,7975.667,11141251.0
00:14:40,11965356.182,17142.429,0.0,2189821738.5,5472879175.25,629505209878.636,221396224690.5,822551085333.0,4678326729.8,142920209614.333,29691960908.75,625804615446.0,58472662.667,8781398272.0,371414.609,0.0,404759.667,1167250.8,555473.714,0.0,0.5,8148.0,14124940.619
00:24:40,12285338.636,25714.143,0.0,3390173578.3,8472861767.0,942989340245.727,331144365869.75,1244280703595.0,7026021610.4,205768240408.5,41099604724.5,937183090994.0,1431907704.333,8786066176.0,430461.696,0.0,613829.333,1167250.8,924441.143,0.0,0.5,8168.333,15771013.0
00:34:40,12679421.636,34286.0,0.0,4416111643.3,11036953982.25,1258606326858.0,441274761086.0,1668390986437.0,9329924651.8,273422788427.833,53089023471.25,1249790168627.5,1461263241.667,8799980544.0,495820.739,0.0,773584.333,1167250.8,1186848.0,0.0,0.5,8172.667,17084271.286
00:44:40,12988959.091,42857.143,0.0,5588289853.1,13966522054.5,1571368742422.0,550855072061.0,2086914854666.75,12175235557.4,343695941776.333,65724580411.5,1561437296336.0,1490256546.667,8731890688.0,548361.696,0.0,969082.333,1167250.8,1571434.571,0.0,0.5,8190.667,18675229.143
00:54:40,13257909.636,51428.286,0.0,6627080159.1,16562725008.75,1886376501714.727,661953806839.0,2507696204256.75,14981604811.6,413557828485.667,79351306024.0,1877629173851.0,1519340401.333,8788912896.0,604883.826,0.0,1137620.0,1167250.8,1858510.286,0.0,0.5,8189.667,19908335.762
01:04:40,15336779.909,60000.0,0.0,7781638366.7,19448247590.75,2200000052806.909,771366112746.25,2932114900009.25,17382833403.6,477488320718.0,92604323627.5,2190171943678.0,2892874990.333,8730554368.0,678632.043,0.0,1343829.0,1167250.8,2259934.286,0.0,0.5,8156.667,22906681.429
01:14:40,17248757.727,68571.429,0.0,8839702842.7,22092608748.75,2513136143248.364,881668296601.25,3354371942511.5,20300788884.2,545473092709.167,103327984496.5,2504277139621.25,2921822393.667,8767193600.0,731224.696,0.0,1507496.333,1167250.8,2550017.571,0.0,0.5,8174.0,25435766.143
01:24:40,19203186.818,77143.286,0.0,9950228338.7,24868056858.0,2823973969143.091,992201308196.0,3774169058762.75,22836862450.4,614111002905.833,116680577321.0,2818787866081.75,2951041186.0,8778607616.0,778497.174,0.0,1706922.0,1167250.8,2896604.714,0.0,0.5,8158.0,28196234.524
01:34:40,21547643.364,85714.857,0.0,11029185017.7,27564613344.75,3139294788382.091,1103106718129.25,4191422678749.5,25176678074.4,685052014424.667,129653876226.0,3132336896493.0,4324601307.0,8811416064.0,841772.174,0.0,1907165.333,1167250.8,3211261.714,0.0,0.5,8158.0,31072278.381
