Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:15:20,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8833284352.0,0.0,0.0,0.0,427.857,0.0,0.5,19723.667,0.0
07:25:20,248462.273,8565.714,17361111.706,29527714.9,73791921.25,703299499.636,3228217024.5,192256000583.5,1386440832.2,241529795345.833,14762407470.75,88877116726.25,15184939.667,8850820608.0,9937126.696,193991.587,230366.333,42117.714,0.0,0.5,19773.333,371985.0
07:35:20,452581.182,17133.0,36857721.0,62688281.3,156662471.75,1285804068.273,6439417144.75,384579717258.0,2709689313.4,482755899362.5,29510447527.5,177399220910.0,1374625778.667,8872950528.0,19820211.652,394149.573,455054.0,84303.143,0.0,0.5,19789.0,669082.571
07:45:20,638460.0,25699.714,58793937.059,99999140.7,249904252.5,1935723317.818,9557782814.75,576917738936.25,4037355256.0,724286390058.333,44294419546.0,265972294161.25,1389804174.667,8895259648.0,29449147.826,599261.243,673664.0,126425.857,0.0,0.5,19793.0,970643.476
07:55:20,853379.273,34266.857,79772502.176,135680043.7,339073323.5,2583893956.182,13031837686.5,769210855989.75,5323253259.0,966572155720.833,58981510925.0,355614233210.5,1404983858.333,8927870464.0,37879028.043,775246.835,884629.333,167244.714,0.0,0.5,19795.0,1258183.429
08:05:20,1044843.636,42833.286,103170508.235,175475709.5,438525733.75,3342464005.727,16231162757.5,961606557497.5,6629578891.2,1208848562400.0,73816329636.75,444508424130.0,1420187536.333,8954422784.0,46620216.957,958491.903,1093774.333,208074.286,0.0,0.5,19779.0,1558370.905
08:15:20,1203528.727,51398.429,135086135.294,229760513.9,574186361.25,4276829511.636,19469438050.5,1153382208535.0,7972026233.2,1450926108279.167,88084654586.25,531363174650.25,2779531599.667,8932348416.0,54563324.043,1154367.714,1328605.333,250596.0,0.0,0.5,19780.0,1838665.524
08:25:20,1373756.091,59964.714,158230997.882,269129164.9,672567457.0,5066709754.091,22924592539.0,1345982914919.5,9103949928.4,1693128408983.333,102838647789.25,621177539955.75,2794775391.667,8816514816.0,62013806.957,1333561.408,1519083.667,294884.571,0.0,0.5,19803.333,2156334.905
08:35:20,1500407.273,68531.857,183106911.235,311437905.1,778301687.25,5689373943.818,26052617016.0,1538187712177.0,10438371293.6,1935786508508.333,117512710792.25,708990849362.25,2809926585.0,8854615808.0,68699352.478,1498234.476,1711311.0,334745.286,0.0,0.5,19806.0,2401978.952
08:45:21,1657220.364,77099.429,206130947.765,350598859.9,876167696.0,6389424178.0,29198125159.75,1730756556701.25,11715568750.4,2179028782833.333,132444690895.0,798202749313.5,2825160826.667,8864125952.0,75648055.652,1675978.67,1889523.333,375359.429,0.0,0.5,19820.333,2652510.857
08:55:21,1776422.545,85665.714,225736651.647,383943273.1,959499106.5,7136957471.455,32429515577.25,1923276476848.0,13161628445.6,2421934857004.166,147600633118.25,888548940869.5,2840353326.0,8896445440.0,82569635.478,1833301.942,2076242.667,414757.714,0.0,0.5,19806.667,2884480.81
