Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574811648.0,0.0,0.0,0.0,139.429,0.0,0.5,6038.667,0.0
07:14:19,1247592.909,8673.143,324377.176,555692.9,1382860.25,63669851.818,5789938.75,182979347869.75,13244501.6,255489111825.167,6543173.5,73703255.5,7054902.333,8577169408.0,41299.304,0.0,16838.0,27898.571,0.0,0.5,6519.667,1264637.571
07:24:19,1494906.182,17246.286,623821.294,1068339.1,2658887.75,128180013.182,11464426.5,365043811775.0,26311332.2,507849450570.333,12485768.0,145966119.75,14037654.0,8577492736.0,82610.087,8.954730132868714e+17,31839.667,54635.857,0.0,0.5,6490.0,1607044.048
07:34:19,2055397.364,25816.286,937150.882,1604946.3,3994395.5,189575196.364,17348830.5,547406727106.75,30640093.0,760244442273.0,18765246.25,218366242.75,21036880.333,8578332160.0,128745.739,8.954730132868714e+17,45847.333,81961.714,0.0,0.5,6608.0,2266825.429
07:44:19,2158965.091,34386.571,1237381.882,2118967.9,5273818.0,247562530.545,22980809.75,729384656973.0,31102032.4,1012668243986.167,24713615.75,289608624.5,28021368.333,8578190336.0,175622.565,8.954730132868714e+17,59735.667,108629.429,0.0,0.5,6624.0,2386086.667
07:54:19,2276683.909,42956.429,1535036.0,2628543.5,6542222.0,304789086.364,28823616.0,909571147631.25,31581997.0,1264958689595.167,30783713.25,357794110.75,34985237.0,8578278400.0,226413.957,8.954730132868714e+17,73166.0,135512.143,0.0,0.5,6571.667,2510729.333
08:04:19,2369813.182,51526.857,1828602.412,3131051.5,7793103.25,363836074.182,34786995.5,1090183005068.5,32074960.4,1517241086646.0,36952830.25,430209924.5,41962482.333,8578249216.0,269637.304,8.954730132868714e+17,87100.333,162161.571,0.0,0.5,6608.0,2641034.048
08:14:19,2461463.0,60096.857,2127560.235,3642879.3,9067089.5,422374715.273,40959343.5,1270837576061.75,32545637.2,1769569470637.167,42999681.5,502051003.0,48933375.0,8578287872.0,329179.043,8.954730132868714e+17,100730.667,189146.143,0.0,0.5,6592.0,2764428.524
08:24:19,2580297.455,68666.714,2453552.824,4201358.3,10456839.25,480376069.273,46576048.25,1451722981786.25,33034597.6,2021888971497.5,49175909.25,571829200.25,1400184185.333,8578321408.0,366616.783,4.4773650664343654e+17,114523.667,216777.571,0.0,0.5,6571.667,2894008.333
08:34:19,2782925.182,77237.143,2745424.941,4700914.9,11700455.0,538001720.0,52891797.75,1633641450256.0,33597150.4,2274065443809.5,55881222.0,652009426.25,1407171417.0,8578438912.0,421511.522,4.4773650664343654e+17,138063.667,244712.0,0.0,0.5,6598.0,3167876.81
08:44:19,2877178.455,85807.0,3039376.118,5204091.7,12952983.75,595181309.273,58448170.0,1814024607594.5,34039981.6,2526335151380.834,61755862.0,719617116.0,1414143998.0,8578374144.0,475049.478,4.4773650664343654e+17,152095.333,271137.143,0.0,0.5,6598.333,3286146.952
08:54:20,2972917.273,94377.143,3332726.824,5706212.7,14202951.0,652724143.455,64327218.75,1994750187897.0,36329978.4,2778596988498.834,67999888.25,792868660.25,1421120404.0,8578679040.0,522708.087,8.954730132868714e+17,165692.0,298153.571,0.0,0.5,6623.0,3436821.81
