Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
04:29:44,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574385152.0,0.0,0.0,0.0,1230826.667,170.571,0.0,0.5,6734.0,0.0
04:39:44,3823590.636,8570.571,0.0,4821993.1,12039786.75,760294387.455,188843680.25,182057743547.25,17542434.2,251084208714.833,61242273.75,341165020.5,7343029.667,8616115968.0,1212946.391,0.0,107861.667,1230826.667,69535.571,0.0,0.5,8791.333,4181381.19
04:49:44,3891032.364,17142.143,0.0,52441328.5,131049107.5,34739921606.636,1421558070.75,404870129049.75,41519846.6,467909298432.167,107008056.0,6415892876.75,17886027.333,8804534272.0,1262661.261,8.146,188765.0,1295289.067,95919.429,0.0,0.5,8903.333,4394145.952
04:59:44,4206110.909,25713.286,0.0,94159708.9,235310471.5,69258033652.0,2204586107.25,629258260923.0,64371329.2,681036256829.667,159335843.25,11374301537.5,28229712.0,8804511232.0,1321560.652,99.859,225457.0,1297118.4,123564.714,0.0,0.5,8917.0,4825721.905
05:09:45,4313403.273,34285.857,0.0,94593317.7,236390363.0,69287224652.273,2211141464.25,809176636457.0,77887070.2,933091434812.167,165800912.25,11457634197.25,35498317.333,8802681600.0,1398447.304,108.005,238848.667,1297243.2,150069.429,0.0,0.5,8965.0,4948660.571
05:19:45,4479154.545,42856.857,0.0,100927530.7,252217350.75,69347254525.727,2237478545.75,1029835687798.5,92465980.4,1166707556622.833,179858775.25,12263290948.5,43650925.333,8799849472.0,1445221.826,116.141,256527.333,1297243.2,176281.429,0.0,0.5,8944.0,5172782.524
05:29:45,4744710.545,51427.714,0.0,148588535.3,371329880.0,103932986999.091,3187542564.25,1295205801436.0,117316141.8,1359671927867.167,240997597.5,18417983424.25,54662759.0,8785794304.0,1504334.304,838.694,312193.667,1298375.467,204412.429,0.0,0.5,8950.0,5543857.762
05:39:45,4828910.727,60000.857,0.0,149010210.1,372380321.25,103955603069.091,3193039538.5,1476053949514.5,130761124.4,1611238562732.333,247741529.75,18492974696.25,61959229.667,8779031040.0,1548595.217,846.83,325277.0,1298375.467,230402.143,0.0,0.5,8934.0,5668008.381
05:49:45,4921299.818,68573.143,0.0,196673242.7,491498076.25,138244098238.455,4031144713.5,1743601383473.5,154760324.8,1801523618699.333,306519976.25,25278934287.75,72960632.667,8784958976.0,1600409.043,854.976,369721.667,1299420.0,257042.286,0.0,0.5,8934.0,5889896.667
05:59:45,5036779.727,77146.143,0.0,197101771.7,492565459.0,138268151296.273,4037364285.25,1923755823545.75,160378716.4,2054120387447.167,312371661.75,25351077284.5,80249427.0,8785333248.0,1654043.826,932.267,382247.667,1299420.0,283235.0,0.0,0.5,8966.0,6017485.952
