Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
02:37:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8595923712.0,0.0,0.0,0.0,145.714,0.0,0.5,7917.0,0.0
02:47:19,638024.818,8569.0,1117.588,3908172.9,9761970.0,417666271.364,8009215144.5,464704251258.75,731898514.4,895716856.667,15725205003.0,123875840628.0,29187295.667,8914230016.0,58772.957,0.0,281712.333,31363.0,0.0,0.5,9019.0,682920.476
02:57:19,712153.636,17137.286,2107.529,7177075.7,17927203.0,938620711.818,16971471831.5,932285222926.0,1703862248.0,895722609.333,35044083293.5,275398768041.75,60718586.667,9032698880.0,97158.435,0.0,391257.333,59288.143,0.0,0.5,9035.0,864134.762
03:07:19,798572.909,25706.0,3100.294,10461601.3,26131144.25,1521396944.545,25894477184.0,1399988428024.25,2725785015.4,895728079.667,54564751388.5,427496661951.0,1436576559.333,9156173056.0,141314.522,0.0,507277.667,88422.714,0.0,0.5,9051.0,1045601.476
03:17:19,886481.545,34274.571,4093.882,13746656.5,34336519.75,1994315954.727,34799335842.5,1868274938852.25,3790285165.4,895732053.5,74530537009.5,581475332187.5,1468308857.667,9258417664.0,183325.913,0.0,605608.667,116769.429,0.0,0.5,9019.0,1208244.81
03:27:19,981470.0,42842.857,5096.059,17028632.3,42534286.5,2525748719.727,43674279781.5,2336597511343.5,4890442579.6,895734053.333,94610627093.25,735654462695.5,1500016890.667,9350620160.0,215520.913,0.0,697494.667,145246.714,0.0,0.5,9067.0,1383237.333
03:37:19,1064910.364,51410.286,6093.294,20372512.3,50886836.75,3145185364.636,52644051035.25,2804957224197.5,6051002175.6,895874453.667,114831842226.25,890893124833.75,1531737680.667,9704800512.0,257850.087,0.0,933795.333,173367.0,0.0,0.5,9051.0,1602263.81
03:47:19,1139041.455,59977.571,7097.941,23729918.3,59273255.75,3942379990.455,61613465225.0,3273254147839.0,7063273425.2,895874453.667,134735300904.0,1045179490736.75,4251985689.667,9774068992.0,302990.913,0.0,981160.0,201550.286,0.0,0.5,9000.667,1749883.857
03:57:19,1216524.636,68546.286,8116.765,27070147.7,67616504.5,4471229228.0,70463325735.5,3741126315279.75,8163261509.6,895879658.0,154362725461.0,1197589487887.5,4283627601.0,9794778368.0,348786.261,0.0,997067.333,230432.143,0.0,0.5,9048.667,1893820.19
04:07:19,1378944.909,77112.571,9470.882,33765390.7,84343477.25,5105163458.636,80789592574.25,4208971333603.75,9635040221.6,895883367.5,174523111794.75,1368019467974.5,4315244388.667,9963500032.0,388144.826,0.0,1109517.667,260686.571,0.0,0.5,9192.667,2132217.19
