Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),intel_hsw_cbo,intel_hsw_hau,intel_hsw_imc,intel_hsw_pcu,intel_hsw_qpi,intel_hsw_r2pci,intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
18:00:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
18:10:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
18:20:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
18:30:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
18:40:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
18:50:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
19:00:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
19:10:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
19:20:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
19:30:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448167296.0,0.0,0.0,0.0,432108.325,795.0,0.0,0.0,38521.0,0.0
