Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:00:19,4263246.545,17142.0,0.0,3592999.7,8972949.75,1714536942878.182,48362860018.75,910274329511.75,262165428496.0,11199658183.0,28163141635.75,186974414233.0,0.0,660927.667,2346.5,9528014848.0,76834.435,431032.0,2331.6,1152471.4,128341.857,0.0,10.5,9280.333,5029298.667
00:10:19,4336645.182,25713.143,0.0,4239493.7,10585691.75,2559538462829.091,68210516738.75,1363329950996.0,391290951656.4,11199658183.0,37349255652.25,256052870968.25,0.0,991983.667,4151.4,9534850816.0,115432.478,522042.333,4083.4,1152471.4,154781.857,0.0,10.5,9264.333,5225790.238
00:20:19,4497559.455,34284.429,0.0,6606193.1,16497612.0,3410277067249.273,87870126736.75,1816291686819.0,520417318097.8,11218138629.833,46666324279.5,325558487010.0,0.0,1323039.667,4883.3,9571096064.0,147547.783,562072.333,4982.1,1152471.4,181072.143,0.0,10.5,9308.667,5477665.952
00:30:19,4585107.455,42855.714,0.0,7254443.7,18114805.5,4234314518750.818,110299392186.25,2270096388167.0,649844660740.6,11218138629.833,56940630484.5,401717664920.0,0.0,1654095.667,10220.8,9554918656.0,187272.826,592525.667,10477.2,1152471.4,206642.571,0.0,10.5,9338.667,5625867.429
00:40:19,4655897.273,51426.857,0.0,11024237.7,27533499.0,5038324244287.546,126157752688.75,2722478443897.25,778754669927.2,11230627147.667,63472398822.25,454552512503.75,0.0,1985151.667,15361.1,9561884416.0,232428.609,621695.0,15631.9,1152471.4,231999.286,0.0,10.5,9292.0,5769536.619
00:50:19,4721479.364,59998.143,0.0,11677033.7,29161927.0,5872688724994.818,148917397885.25,3176346965932.25,908222163188.8,11230627147.667,73956520846.5,532298987946.5,0.0,2316207.667,20688.2,9572727040.0,271580.435,647997.333,21074.3,1152471.4,255935.714,0.0,10.5,9292.0,5913156.286
01:00:19,4794883.273,68569.286,0.0,16852099.9,42092729.5,6633865231005.0,168371361513.0,3629458715140.75,1037432980751.0,11257135280.667,82375931106.0,595062708441.25,0.0,2647263.667,26166.6,9571574016.0,306985.261,675353.333,26690.6,1152471.4,280466.714,0.0,10.5,9276.0,6071921.381
01:10:19,4870520.455,77140.429,0.0,17484063.7,43669082.25,7473217111563.0,191445019086.0,4082981796872.5,1166781916853.0,11257135280.667,92892925669.75,670809727183.75,0.0,2978319.667,31481.3,9577337600.0,342036.696,701075.0,31941.4,1152471.4,304828.571,0.0,10.5,9276.0,6205962.333
01:20:19,4971112.091,85711.857,0.0,24041849.9,60055740.5,8281094757375.363,203085180403.25,4535211403640.75,1295638117242.8,11274061957.0,99548934249.25,726046848676.5,0.0,3309375.667,37408.2,9583537664.0,380762.174,727102.0,38014.0,1152471.4,329786.857,0.0,10.5,9324.0,6365024.857
01:30:20,5135011.091,94283.0,0.0,24667328.3,61616012.0,9125964945227.455,227110726899.75,4988933545860.25,1425092945701.8,15182430544.667,110254800914.5,804658341923.5,0.0,3640431.667,43469.0,9580156928.0,426862.913,763119.0,43836.0,1152471.4,354507.0,0.0,10.5,9330.0,6635328.19
01:40:20,5209900.909,102854.429,0.0,25292138.9,63174647.5,9958475729414.363,245733461499.75,5441666627400.25,1554149337893.4,15182430544.667,118461128408.0,871196932935.0,0.0,3971487.667,49312.8,9573552384.0,462396.261,789542.333,49721.8,1152471.4,378223.714,0.0,10.5,9297.667,6775289.19
01:50:20,5293355.909,111425.571,0.0,33251904.5,83065275.5,10754766558277.727,263065742927.5,5894359021422.25,1683198801766.0,15859964105.333,126266037791.5,930691209462.75,0.0,4302543.667,51174.5,9592210944.0,497463.261,817603.333,51634.7,1152471.4,402528.857,0.0,10.5,9297.667,6926803.857
02:00:20,5379416.818,119996.714,0.0,33942377.7,84787944.0,11543069709786.0,286528245906.5,6348392852526.5,1812736636284.8,15859964105.333,136399122367.75,1007427952728.75,0.0,4633599.667,51819.1,9587239168.0,543184.565,841465.333,52843.6,1152471.4,427352.857,0.0,10.5,9297.667,7080044.19
02:10:20,5457654.636,128568.143,0.0,43264550.3,108083578.5,12307106258946.818,301743866868.5,6800456731151.25,1941564079719.8,16725806207.5,142628886858.5,1056969428660.5,0.0,4964655.667,53087.2,9594906368.0,582277.652,868123.0,54317.7,1152471.4,455834.857,0.0,10.5,9281.667,7228583.238
02:20:20,6183185.364,137139.0,0.0,43911962.7,109698701.0,13149868173559.0,324963351697.25,7254353935594.75,2071055612776.6,16725806207.5,153510214969.25,1136617502550.0,0.0,5295711.667,54722.7,9597076480.0,740487.696,900545.667,55948.3,1152471.4,500401.429,0.0,10.5,9430.333,8075440.905
02:30:20,7566592.818,145710.429,0.0,44573633.3,111349532.25,13990737626429.363,341745441822.75,7707647334855.5,2200315044268.8,16725827852.0,161922504291.0,1204090466691.75,0.0,5626767.667,56446.6,9581478656.0,772407.304,934288.333,57892.5,1152471.4,598991.571,0.0,10.5,9478.333,9389314.095
02:40:20,8826713.091,154281.571,0.0,62530923.3,156227217.25,14834582409353.363,357069308917.75,8162523975933.5,2330199728384.8,18988982038.0,168952142171.25,1271515893863.75,0.0,5957823.667,57178.7,9594103808.0,807591.522,966150.667,58751.6,1152471.4,624701.286,0.0,10.5,9441.0,10580795.714
02:50:20,10076780.545,162852.571,0.0,62929978.3,157221647.25,15735227675285.545,376000076246.25,8618288672161.5,2460298323465.4,19056619142.167,177116972605.75,1349720500079.5,0.0,6288879.667,58878.8,9595771904.0,849531.261,996274.333,60217.5,1152471.4,649690.571,0.0,10.5,9425.0,11745570.238
03:00:20,11345470.909,171423.571,0.0,63327323.5,158211883.75,16636377067234.455,395071785268.5,9073856563009.25,2590325916874.0,19056619142.167,185164933863.75,1428662761372.0,0.0,6619935.667,60691.9,9599578368.0,888161.522,1024954.667,62160.6,1152471.4,673872.714,0.0,10.5,9409.0,12923685.19
03:10:20,11895620.727,179994.714,0.0,63726013.7,159205405.0,17539656446353.363,415733731188.5,9530208898224.5,2720632105596.6,23483484029.167,194220411769.0,1513854220582.5,0.0,6950991.667,62614.6,9592224000.0,926998.304,1050648.0,64191.2,1152471.4,699948.571,0.0,10.5,9425.0,13503419.0
03:20:20,12451728.909,188566.0,0.0,64125723.9,160201462.0,18439831559144.0,434953794489.0,9985924864614.25,2850707675860.8,23483484029.167,202498822756.5,1593191835045.0,0.0,7282047.667,64629.8,9596552960.0,973135.652,1079373.0,66147.4,1152471.4,726876.143,0.0,10.5,9377.0,14084404.667
03:30:20,12673376.545,197137.143,0.0,64529358.5,161207269.75,19340387391646.09,456677061818.0,10442112730724.25,2980949943734.0,23707612430.333,211615540762.25,1676608151976.0,0.0,7613103.667,70624.0,9607452672.0,1017461.913,1106693.667,71561.5,1152471.4,755636.714,0.0,10.5,9394.333,14357115.857
03:40:21,12753853.818,205708.571,0.0,64927868.9,162200413.75,20243579286585.727,480461951162.75,10897508974596.0,3110932808186.8,24841494941.333,221309423235.0,1762687115638.25,0.0,7944159.667,76451.8,9617567744.0,1059824.478,1129279.333,77223.8,1152471.4,783762.143,0.0,10.5,9378.333,14486981.476
03:50:21,12819061.273,214279.571,0.0,65329990.7,163202537.0,21105398338417.727,505001459432.25,11352328573371.0,3240727538869.0,26482784850.5,231317488801.25,1847564282796.75,0.0,8275215.667,82367.6,9616611840.0,1098780.783,1151652.0,83138.8,1152471.4,811649.143,0.0,10.5,9409.0,14618140.524
04:00:21,12888366.091,222850.857,0.0,65726399.5,164190467.25,21967108659887.727,529057807113.25,11805061589647.0,3369793888634.4,26482784850.5,239665864545.5,1923163732686.0,0.0,8606271.667,88454.7,9616608000.0,1130600.0,1173001.0,89039.9,1152471.4,839350.0,0.0,10.5,9361.0,14738467.905
04:10:21,13014641.455,231422.143,0.0,66133667.1,165205222.75,22864789462661.637,566938321215.0,12271445555026.75,3503750424921.6,48608328716.833,262875193899.0,2077327469773.5,0.0,8937327.667,94678.6,9650976000.0,1190418.304,1228267.667,95291.2,1152471.4,871336.571,0.0,10.5,9362.333,14943040.048
04:20:21,13115601.545,239993.429,0.0,66545393.7,166230939.5,23798898698037.09,616511584185.0,12743769663596.75,3641489452987.2,106579106951.0,299050822424.0,2309744862924.75,0.0,9268383.667,101843.4,9651744000.0,1239378.304,1271405.667,102026.7,1152471.4,899930.857,0.0,10.5,9361.0,15079653.952
04:30:21,13237052.636,248564.857,0.0,66960999.7,167266280.75,24724501507861.547,675647034196.0,13210951258916.75,3779472788592.0,175727436900.0,331929913079.75,2557969975889.0,0.0,9599439.667,108758.8,9653476096.0,1287165.783,1298644.0,108878.3,1152471.4,927079.714,0.0,10.5,9409.0,15241013.381
04:40:21,13324605.182,257135.857,0.0,67365342.3,168273814.5,25647914905212.184,731698440436.75,13676005050783.0,3917531701820.0,239390455745.833,365821543120.0,2814411834955.75,0.0,9930495.667,115394.3,9669570048.0,1329706.826,1331994.0,115647.5,1152471.4,953403.857,0.0,10.5,9362.333,15358632.619
04:50:21,13425187.455,265707.0,0.0,67765804.5,169271808.75,26369263901131.0,760372300461.25,14142338766764.75,4051330553402.8,239474722285.0,381547258444.5,2940164331532.5,0.0,10261551.667,121787.0,9667868160.0,1371730.913,1353091.667,122316.7,1152471.4,978367.714,0.0,10.5,9442.333,15475515.762
05:00:21,13527254.727,274278.286,0.0,68166335.5,170269977.5,27041631121682.0,774496557745.5,14599173406519.25,4181728185051.4,239475031735.667,388323246129.75,2995345586932.0,0.0,10592607.667,127883.5,9666164736.0,1407161.652,1375026.667,128767.7,1152471.4,1003226.0,0.0,10.5,9409.0,15594193.333
05:10:21,13606977.636,282849.286,0.0,68560659.9,171252746.25,27716612855019.453,783123149988.5,15053546833343.25,4311265424558.0,239839306857.167,392888761331.25,3041639855868.25,0.0,10923663.667,133659.6,9666170624.0,1442138.217,1396567.333,134528.0,1152471.4,1028485.143,0.0,10.5,9362.333,15700835.333
