Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
10:14:25,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573705216.0,0.0,0.0,0.0,239.0,0.0,0.5,6452.0,0.0
10:24:25,3843188.545,8570.429,642.706,1376905.7,3436414.0,378079514962.091,90820650935.0,375268098699.75,8528566210.8,91930610546.667,19347923599.75,280707983969.75,29495937.0,8904088064.0,39664.435,0.0,513148.333,58096.714,0.0,3.5,8403.333,4650512.667
10:34:25,4366044.182,17141.857,1149.588,1847666.3,4608961.5,757218552876.636,187145974309.0,738180814254.25,14724932582.4,187983335167.5,33699005217.5,564003286091.5,1403030172.333,8926430720.0,84315.826,0.0,702969.667,101638.857,0.0,3.5,8421.667,5378815.0
10:44:25,4469969.545,25713.0,1630.647,2322315.1,5791348.5,1136647116158.727,282917593841.0,1099962130309.0,21295218007.2,283384391916.667,51071783992.0,849260717320.75,1432294582.333,8979779584.0,121511.348,0.0,914079.0,149439.0,0.0,3.5,8414.0,5730972.048
10:54:25,30049074.455,34283.714,2093.706,2784771.7,6943533.75,1515993621933.546,378534837139.25,1461332617119.25,26663658977.2,377814789461.333,64885573856.75,1134942236797.75,1461844994.333,9067994112.0,177376.522,0.0,1278717.0,208314.857,0.0,3.5,21788.0,33184740.095
11:04:25,30125447.636,42854.714,2554.059,3244204.7,8088139.5,1896230966710.727,474375293753.5,1823284892618.25,32356347846.8,474339237367.5,78110176116.75,1417881845854.75,1491076390.0,9111521280.0,212668.696,0.0,1466286.0,253629.286,0.0,3.5,21740.0,33495263.667
11:14:25,30277424.545,51425.714,3010.471,3706057.3,9238852.5,2275904953754.091,568296231415.0,2186310090998.25,37639927827.6,569055699151.667,97522151967.0,1703121609321.25,2864909662.0,9147714816.0,255851.913,0.0,1737495.0,303253.429,0.0,3.5,21742.667,33894968.905
11:24:25,30359759.364,59996.714,3540.647,4184842.3,10431364.25,2657118137519.727,656353629289.5,2551121371985.0,43030072186.6,661016878288.167,113265073860.0,1976621464473.25,2894168139.0,9154708736.0,295500.652,0.0,1961901.0,353751.286,0.0,3.5,21790.667,34230598.905
11:34:25,30434270.818,68567.571,4098.882,4679093.1,11662156.25,3036801442335.091,751579383097.75,2913792982546.5,48842041260.4,756836838887.667,129802586674.25,2263627747089.75,4267942111.667,9190342400.0,339769.391,0.0,2221412.667,404664.714,0.0,3.5,21742.667,34589016.952
11:44:25,30532996.727,77138.429,4641.529,5159796.7,12859327.5,3416853636209.0,846843299654.5,3276051990679.75,54220586622.2,852950396037.5,145845890220.25,2548335956261.0,5641657624.667,9194772992.0,377410.217,0.0,2473367.0,451881.429,0.0,3.5,21758.667,34914374.238
