Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:47:27,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8580737280.0,0.0,0.0,0.0,1133.0,0.0,0.5,6295.333,0.0
07:57:27,6711771.455,8570.857,9376093.412,15951314.7,39856265.25,117766584649.727,79773386092.75,216700434019.75,20109515129.8,2846744633.333,38951589873.25,236570243813.25,19574644.0,8717384960.0,47350.696,0.0,14574410.0,2932903.857,0.0,13.0,8913.0,33295594.095
08:07:27,6940102.727,17143.571,9832856.471,16730999.9,41800009.25,234841012567.091,166248467493.25,436681021240.0,41842224987.6,3211809833.333,80883324448.75,494626171445.5,39863441.333,8717053696.0,93313.522,0.0,29533587.667,5648544.0,0.0,13.0,8929.0,59678719.095
08:17:27,7916181.636,25713.571,23753880.176,40414025.7,100974901.75,352571111974.364,235857566077.5,648257482147.5,58969893949.4,4317946625.0,114445747089.25,704431415496.75,1402633004.333,8862178560.0,132324.783,2992.757,40784078.667,10369208.286,0.0,13.0,8721.667,80372831.333
08:27:27,8540563.455,34285.714,24023772.294,40875163.9,102123770.0,471920944173.546,320611156325.75,864603479056.25,79229229941.0,4345134075.0,157199747987.5,953445186107.5,1422491524.0,8894194944.0,176513.826,2992.757,51805287.0,15406946.714,0.0,13.0,8904.333,111910152.714
08:37:27,8770012.818,42858.143,24280488.824,41313863.1,103216609.75,590936772518.091,408929558056.5,1082500817711.25,100378381686.2,4374746920.833,201883034402.75,1211383334466.25,1442700726.667,8890924032.0,225225.304,2992.757,63957313.0,18609342.143,0.0,13.0,8936.333,144829386.0
08:47:28,8906354.273,51430.714,24543001.882,41762426.3,104334077.25,708180619500.636,504926746542.25,1306326216669.5,124932868613.0,4383601462.5,247999005086.0,1489902044431.25,1463795472.0,8911845376.0,253786.826,2992.757,79276545.333,21271672.571,0.0,13.0,8869.667,174615051.571
08:57:28,9520031.182,60003.0,24809225.588,42217259.7,105467307.5,826557847738.182,598718931419.25,1530178229651.5,149193271907.4,4395418183.333,293182041989.75,1765879357764.75,2829171141.0,8887779840.0,290849.522,2992.757,95980874.667,24045265.714,0.0,13.0,8869.667,204635149.524
09:07:28,9702559.0,68575.286,25069430.059,42661811.1,106574899.5,943468127288.364,696760932997.75,1754902496099.75,174386155702.8,4402272775.0,339812479092.25,2048689128482.0,2850433311.667,8909118976.0,332825.739,2992.757,110761685.667,26639108.571,0.0,13.0,8869.667,233329388.619
09:17:28,10166635.364,77147.714,25349515.941,43140219.5,107767042.0,1059114201963.455,791234774630.0,1978288886881.0,198566011174.4,4407754333.333,385509017993.5,2330126744805.0,2871521277.667,8894291712.0,485263.957,2992.757,121656611.667,29323022.571,0.0,13.0,9066.333,255568210.952
09:27:28,10417316.091,85720.0,33314269.588,56691109.7,141623951.75,1179054856709.727,873667555933.25,2195579771145.0,219197808661.8,4615097512.5,426301416161.25,2577486260012.5,2891433980.333,8907142912.0,529490.522,2992.757,132744817.0,32272511.143,0.0,13.0,9034.333,280854741.524
09:37:28,10574518.091,94292.429,33590818.588,57163929.7,142801402.75,1296032745479.818,971241282137.25,2420377661569.0,244382354308.8,4621088566.667,472918076574.5,2860349378404.0,2912721171.0,8916752128.0,561214.0,2992.757,146318651.333,34860053.429,0.0,13.0,9050.0,309227015.095
09:47:29,11144582.545,102864.714,33878606.0,57655661.5,144026430.75,1411371569500.182,1063727863617.25,2642937224164.0,267989688659.0,4628432945.833,517922551476.25,3140107575822.75,4277980621.667,8897825024.0,602946.652,2992.757,155976389.0,37641931.571,0.0,13.0,9082.0,328991600.857
09:57:29,11555836.182,111437.0,34148428.529,58116689.1,145174990.25,1529915448765.364,1153578952530.25,2864093534620.0,290776700218.0,4647393329.167,562222818837.0,3407179758229.0,4298669301.667,8887998208.0,641501.261,2992.757,168899376.667,40616906.143,0.0,13.0,9082.0,358510022.0
10:07:29,11958118.091,120009.286,34421622.941,58583682.3,146338088.75,1647602295727.546,1248949807260.25,3088154194373.0,315418856502.2,5208253429.167,607937196180.0,3685432512057.0,4319791732.667,8911974144.0,676873.87,2992.757,183858032.333,43272114.0,0.0,13.0,9096.667,388212876.429
10:17:29,12196898.455,128581.714,34712776.235,59081239.7,147577520.25,1763168513690.182,1342117971596.25,3311373368415.5,339357271524.0,5214169395.833,653379991744.75,3966105454726.5,5685125655.0,8893796352.0,715528.522,2992.757,193902435.0,45988538.286,0.0,13.0,9098.667,408990848.81
