Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8572718848.0,0.0,0.0,0.0,139.429,0.0,0.5,6054.667,0.0
07:14:19,1124684.818,8673.714,322613.941,552622.9,1375242.75,40299123.364,6382996.0,182427416161.25,13299735.2,254881582524.0,6818896.0,72030114.5,6786203.333,8573568512.0,57463.913,0.0,13943.0,28599.714,0.0,0.5,6486.333,1287746.905
07:24:19,1463618.364,17247.714,621682.412,1064629.5,2649724.0,80799241.364,12261090.5,362756890842.25,25385924.6,506906832600.333,13629621.0,137128691.5,13488824.0,8574144000.0,88646.783,8.059257119581843e+17,27980.333,55560.571,0.0,0.5,6520.667,1671738.381
07:34:19,2047946.364,25818.571,933994.824,1599485.7,3980907.75,117930889.273,18627465.5,542950335391.75,25949686.0,759148363780.5,20528654.75,205783475.5,20176536.667,8574575360.0,138485.565,8.059257119581843e+17,41493.333,83550.286,0.0,0.5,6606.667,2345881.952
07:44:19,2129524.182,34389.286,1230585.471,2107211.7,5244790.5,154100371.182,24583489.75,723163342988.25,26454581.2,1011548592943.167,26743722.0,273632332.75,26896255.0,8574629888.0,175383.739,8.059257119581843e+17,53541.333,110333.143,0.0,0.5,6590.667,2452138.952
07:54:19,2224885.364,42959.857,1525311.471,2611723.5,6500695.25,190329350.727,30754907.5,903357481658.0,27005908.0,1264018706708.0,32764673.25,339056624.0,33591580.333,8574633728.0,216544.522,8.954730132868714e+17,67062.333,137054.857,0.0,0.5,6603.333,2577588.571
08:04:19,2312800.182,51530.429,1819081.0,3114588.9,7752457.0,228548180.727,37051128.75,1083983430040.75,27580138.0,1516131920498.5,39214727.0,405958817.5,40283395.333,8574666752.0,262130.348,8.954730132868714e+17,81416.333,163974.429,0.0,0.5,6575.667,2702534.19
08:14:19,2388048.0,60101.0,2115616.235,3622225.3,9016097.0,263329450.545,43308344.25,1264008452360.25,28100264.2,1768261662589.667,45566092.5,476566651.25,46993763.667,8574692608.0,315474.348,8.954730132868714e+17,94937.667,190924.857,0.0,0.5,6608.0,2814634.286
08:24:19,2468140.727,68671.857,2441638.0,4180750.5,10405961.25,301407998.727,49513391.75,1443779940274.0,28661010.0,2020554040746.167,52159705.5,548629571.5,53697093.0,8574751744.0,353239.957,3.581892053147494e+17,108214.667,218890.0,0.0,0.5,6587.667,2934375.238
08:34:19,2694223.909,77242.714,2734462.353,4681980.7,11653706.0,341989393.273,56577251.0,1624981794772.0,29259427.6,2272806163883.166,59247863.75,632456962.75,60407277.0,8574802688.0,397704.913,3.581892053147494e+17,129571.0,246939.571,0.0,0.5,6582.0,3210433.286
08:44:19,2767611.364,85813.286,3024417.118,5178247.9,12889182.0,377155364.273,62966714.0,1805595120631.0,29755333.0,2525242320113.834,65348173.5,704953388.5,67124950.333,8574834944.0,441201.478,3.581892053147494e+17,142282.667,273690.0,0.0,0.5,6614.0,3314011.286
08:54:19,2862229.364,94384.0,3315452.765,5676361.3,14129267.75,412923002.091,69493246.75,1985562976387.75,37021716.6,2777584473836.0,72157422.5,779488076.5,1418109094.333,8574998272.0,489506.435,8.954730132868714e+17,155161.0,300780.571,0.0,0.5,6588.0,3441211.667
09:04:19,3010851.636,102954.571,3615285.765,6189601.5,15406901.75,447760126.182,76323259.5,2165990458790.75,50236247.2,3029785152522.334,79850631.25,859838003.75,1424809137.667,8575081728.0,540006.391,8.954730132868714e+17,171325.0,328387.857,0.0,0.5,6643.0,3622911.952
