Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),intel_hsw_cbo,intel_hsw_hau,intel_hsw_imc,intel_hsw_pcu,intel_hsw_qpi,intel_hsw_r2pci,intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
17:30:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
17:40:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
17:50:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
18:00:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
18:10:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
18:20:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
18:25:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
18:35:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
18:45:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
18:55:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592625024.0,0.0,0.0,0.0,1681771.5,708.0,0.0,0.0,8893.0,0.0
