Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:10:27,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8778897152.0,0.0,0.0,0.0,691.714,0.0,23339010.5,14463.667,0.0
07:20:27,207478.182,8571.0,22657984.294,38534818.7,96304742.0,309034623412.0,1694275588.75,475218386164.5,8744707.0,4746001698.0,26223749301.25,138981164380.25,25973169.0,8832230400.0,54336.304,8106.641,69657.0,32761.143,0.0,23339010.5,14566.333,249802.381
07:30:27,289062.545,17141.857,42701691.118,72622325.1,181495850.0,616306789082.091,4377474813.5,950499266590.5,12036548.2,9456937007.333,52505337640.25,284427914873.5,51978899.333,8876158464.0,100832.043,8106.641,128950.333,64206.429,0.0,23339010.5,14557.0,381435.81
07:40:27,388145.545,25712.714,75309322.882,128085736.3,320100995.5,923392551853.455,7755553904.75,1425623391572.25,15284177.8,14248390642.167,78625414833.0,432720726232.0,1422250104.667,8946773760.0,138938.13,52130.704,241726.667,104332.0,0.0,23339010.5,14532.333,518784.905
07:50:27,490952.636,34283.571,101817309.824,173169370.1,432771379.25,1230092676892.546,11398616091.25,1901331423781.75,18556840.4,18937161815.833,105335502878.0,584709133808.0,1448347476.333,9004710912.0,177226.826,74487.097,332288.0,138622.714,0.0,23339010.5,14566.333,651051.952
08:00:27,579609.455,42854.429,127749176.706,217273393.7,542993181.0,1539374550128.818,14703850564.75,2376855181447.5,21871683.4,23639906146.667,131863304119.25,733787649977.75,1474356382.667,9037815808.0,227539.826,92613.893,416329.333,172469.143,0.0,23339010.5,14553.333,786820.238
08:10:27,656719.818,51425.286,152172587.235,258812896.9,646804565.0,1850884369967.364,17046899605.5,2852181026956.0,25165845.6,28402624292.167,158193424907.5,876727525118.25,1500350660.333,9088818432.0,268572.261,112722.248,500225.333,206594.714,0.0,23339010.5,14591.333,913843.952
08:20:28,752079.0,59996.286,174383119.471,296587779.7,741208586.5,2163103464844.546,19387856832.25,3327522944503.0,28466237.4,33210205847.0,184536857905.25,1019524560369.75,2870601234.333,9000191744.0,309393.261,120562.772,568186.0,240558.286,0.0,23339010.5,14594.333,1056511.286
08:30:28,863830.455,68567.0,198755920.706,338039500.3,844802705.25,2475293815147.818,21801642830.25,3802984164729.25,32040756.6,37956158185.833,211007170659.5,1163372962964.0,2896619408.333,9052257792.0,358935.87,132403.282,658092.333,274867.143,0.0,23339010.5,14596.333,1240367.19
08:40:28,939824.455,77137.857,229277704.471,389951558.1,974536476.25,2787764825432.454,24302715615.75,4278422892344.75,35740232.6,42710337939.167,237444190380.25,1307445328912.5,2922642875.667,9090595072.0,396683.522,164777.335,761230.667,311692.571,0.0,23339010.5,14569.0,1370753.714
08:50:28,1025500.818,85708.714,251750547.235,428171472.1,1070054097.25,3106944364487.0,27121211383.75,4753698292421.25,51649664.2,47370080203.167,263720618774.0,1452059299855.5,4292907774.333,9045649664.0,434552.217,173033.471,830642.667,344477.143,0.0,23339010.5,14601.667,1503448.952
09:00:28,1095536.364,94279.429,275151742.588,467971379.7,1169519227.75,3428553710265.727,30688629784.0,5228933128695.25,68047699.2,52152853019.333,289965527736.75,1599564358330.5,4318895864.0,8990038528.0,477644.826,185003.306,903541.667,377583.857,0.0,23339010.5,14601.0,1640547.238
