Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573151232.0,0.0,0.0,0.0,140.0,0.0,0.5,6024.0,0.0
07:14:18,1110540.636,8656.286,327978.235,561943.3,1398249.75,36746024.0,5370115.25,181402118817.0,13411733.2,250247096187.5,6271015.5,75305968.25,6863796.667,8573893632.0,44324.043,0.0,14326.333,28809.571,0.0,0.5,6504.0,1290937.095
07:24:18,1352995.636,17227.0,627762.588,1075196.9,2675821.75,72573021.273,10562855.0,361012844710.25,25259971.6,498314480870.833,12122971.5,147130729.75,13655084.333,8574414080.0,78499.087,0.0,27667.333,56342.286,0.0,0.5,6538.333,1627786.143
07:34:18,1895613.909,25797.143,941319.647,1612212.3,4012346.0,111179112.273,15916071.25,540616846813.5,25926176.4,746057212295.833,18231047.25,216484656.5,20442187.667,8574991360.0,117960.87,1.0745676159442458e+18,41574.667,83985.143,0.0,0.5,6560.333,2294926.381
07:44:18,1964160.909,34367.571,1241505.176,2126171.5,5291628.25,147352048.364,21058924.5,720220215886.5,26506512.4,993838638475.0,23725121.5,286267784.0,27223257.667,8575014400.0,151818.304,1.0745676159442458e+18,54691.667,111213.857,0.0,0.5,6560.333,2395068.762
07:54:18,2046487.909,42937.857,1540201.059,2637557.9,6564513.25,183599597.364,26089005.75,899824292616.75,27182254.4,1241292471183.333,29919104.5,354418229.0,34002590.0,8575059968.0,195697.739,1.0745676159442458e+18,67495.0,138698.143,0.0,0.5,6525.0,2504492.333
08:04:18,2138868.636,51508.429,1837230.824,3146079.5,7830250.25,219686088.182,31477963.5,1079432307825.0,27825087.2,1489365654920.833,35857944.25,431810342.5,40786701.0,8575091456.0,241692.739,8.954730132868714e+17,81578.333,166046.571,0.0,0.5,6577.333,2625093.762
08:14:18,2214490.727,60078.571,2134200.118,3654474.3,9095772.75,260864442.909,36829277.75,1259036756248.75,28451309.0,1737408436025.0,41713253.5,506198739.25,47564642.0,8575105280.0,282368.087,8.954730132868714e+17,95062.667,193587.571,0.0,0.5,6577.667,2738461.81
08:24:18,2284152.091,68649.0,2461178.706,4214664.8,10489757.5,296584088.455,42015514.0,1438640699272.25,29066234.0,1985488618375.0,47429446.75,580316288.25,1398620844.333,8575133696.0,316631.957,8.954730132868714e+17,107923.0,221620.286,0.0,0.5,6557.333,2846363.571
08:34:18,2554180.182,77219.286,2755915.588,4719204.8,11745685.75,332339126.909,47719706.0,1618243883702.0,29739112.0,2233447486983.334,53674839.5,661712872.5,1405405671.0,8575189248.0,368077.391,4.4773650664343654e+17,134346.0,250149.857,0.0,0.5,6551.667,3114026.619
08:44:18,2621233.818,85790.0,3047875.412,5218951.0,12989759.5,367799438.182,52238768.25,1797854385324.5,30349046.8,2480686947379.166,59677718.0,725629048.75,1412190780.333,8575221248.0,398470.435,4.4773650664343654e+17,147109.333,276796.0,0.0,0.5,6601.667,3213087.238
08:54:18,2695733.545,94360.286,3342312.941,5722966.2,14244417.0,403677726.455,57311963.75,1977457210194.0,38042921.8,2727841516662.5,65749926.5,793765444.75,1418973678.0,8575443456.0,446082.87,4.4773650664343654e+17,160043.0,304121.857,0.0,0.5,6575.0,3333211.476
