Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
14:55:46,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575305472.0,0.0,0.0,0.0,136.714,0.0,0.5,5982.333,0.0
15:05:46,4448248.636,8570.571,742419.118,1266602.8,3158881.75,96956712293.273,80162364099.5,210144922026.75,17563664293.8,1148648841.667,35951837134.0,240138412444.25,19425576.667,8739411712.0,4780750.739,0.0,146907.0,52841.0,0.0,47603713.0,7393.333,5124669.143
15:15:46,5495410.727,17143.286,1100913.824,1878776.2,4684627.5,193734980597.0,167458133314.25,422946030948.25,35821074917.8,1265072945.833,70850057753.75,493860868752.5,39371505.0,8734410240.0,4833613.696,0.0,185644.0,83685.714,0.0,56481793.0,7438.333,6665379.333
15:25:46,6715716.818,25716.0,1473977.471,2515828.6,6272354.25,290991779303.636,251228037766.5,634948844572.75,53692520783.2,1364970283.333,106385985451.75,745530780054.0,59210287.0,8729295872.0,4888299.609,0.0,226811.0,114099.143,0.0,64299009.0,7450.667,8430654.857
15:35:46,7499106.545,34288.571,1829635.412,3123139.4,7786003.25,388450537861.727,336892859613.75,847501720893.5,71909987351.0,1554780154.167,141969676309.75,999918838116.5,79117002.667,8731224832.0,4931037.348,0.0,271439.0,143327.286,0.0,69662721.0,7451.333,9591760.524
15:45:46,8138352.818,42861.0,2207867.353,3768957.0,9395694.0,486457174582.273,420184155948.75,1058831531925.5,89441760387.2,1805629120.833,176554594961.0,1249328434404.75,98808223.333,8732651008.0,4973260.87,0.0,317438.333,177084.143,0.0,73181185.0,7420.333,10594663.429
15:55:47,8354030.182,51433.571,2593918.882,4428270.4,11038773.75,583284600819.727,506084878546.5,1271118793967.75,107747490090.0,2244729320.833,212889578151.5,1507870289526.5,118697526.667,8732191744.0,5008666.565,0.0,353253.667,205856.714,0.0,75737089.0,7422.333,10833942.476
16:05:47,8573803.545,60005.857,2972986.529,5075499.6,12652007.75,680536919839.636,591666698214.25,1482978612318.75,125839155397.2,2568531629.167,248891606702.25,1763714538297.5,138495430.333,8733943552.0,5050376.478,0.0,394274.333,235170.143,0.0,78043137.0,7422.333,11061368.429
16:15:47,8811832.545,68578.571,3354395.176,5726631.8,14275141.5,777618372282.0,676761760808.0,1694738456117.75,143791709567.0,2803856458.333,284834224261.25,2020013908444.5,1502569408.0,8734263552.0,5089828.87,0.0,435467.333,263775.857,0.0,79986689.0,7454.333,11294213.095
16:25:47,9070351.182,77150.857,3733902.588,6374673.4,15890305.25,875092849620.364,761833597017.0,1906589663863.5,161729508587.2,2954799862.5,320535417759.75,2275767140089.25,2866650718.0,8733218560.0,5137166.435,0.0,492122.667,292195.143,0.0,81938433.0,7438.333,11596122.81
16:35:47,9309866.545,85723.286,4122074.0,7037371.2,17542231.5,972740960048.364,846282128305.25,2118502244004.5,179590187265.6,3223097037.5,356341644973.0,2530182183163.0,2886471152.333,8737449216.0,5176118.043,0.0,549214.0,319812.286,0.0,83982337.0,7487.333,11841956.81
16:45:47,9491276.909,94295.571,4507369.294,7695146.6,19181903.75,1070215757793.273,930682865855.75,2330294998978.75,197417444247.8,3497845133.333,392149563652.75,2785493776057.5,2906296474.0,8736317184.0,5218303.739,0.0,615106.333,349529.857,0.0,85082113.0,7440.333,12065987.524
16:55:48,9579193.364,102868.0,4894077.706,8355353.4,20827605.75,1167777154591.454,1015245746894.25,2542211651213.25,215304665662.8,3664684462.5,427956494586.75,3040888093167.25,2926147707.333,8734664448.0,5267649.087,0.0,677941.0,380554.571,0.0,86050817.0,7392.333,12265914.714
17:05:48,9658922.364,111440.571,5281385.706,9016527.0,22475825.75,1265400373915.727,1099449583140.25,2754140322630.5,233090676268.0,3846302087.5,463710410321.0,3295392264092.75,2946000002.0,8734569984.0,5303330.696,0.0,737930.333,409969.714,0.0,86693889.0,7409.333,12436782.619
17:15:48,9762858.909,120013.286,5664974.0,9671412.2,24108263.25,1363818065806.273,1182601288638.5,2965455268232.0,250607394384.0,4045215583.333,498849787097.75,3547186454913.5,2965720706.333,8733859840.0,5343146.478,0.0,802219.667,439703.0,0.0,87826433.0,7411.333,12645902.667
17:25:48,9872755.727,128585.714,6056707.882,10340246.4,25775391.0,1461780712344.546,1265681401946.75,3176816180965.25,268127541659.2,4250615170.833,534241719487.0,3800622481259.75,2985450669.333,8734085376.0,5395871.348,0.0,880308.0,468566.429,0.0,88705025.0,7443.333,12876843.952
17:35:48,9958816.364,137158.143,6472954.118,11050957.6,27546850.75,1559549810729.636,1349326031146.0,3388245362913.0,285714627200.2,4481380433.333,569696947887.0,4054228821047.5,3005217718.667,8738850304.0,5458702.391,0.0,973096.333,498517.714,0.0,89681921.0,7443.333,13107597.857
