Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),intel_hsw_cbo,intel_hsw_hau,intel_hsw_imc,intel_hsw_pcu,intel_hsw_qpi,intel_hsw_r2pci,intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
10:41:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
10:51:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:01:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:11:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:21:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:31:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:41:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:51:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
12:01:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
12:11:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
12:21:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
12:31:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
12:41:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
12:51:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
13:01:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
10:41:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
10:51:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:01:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:11:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:21:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:31:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:41:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
11:51:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
12:01:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592768640.0,0.0,0.0,0.0,953793.0,983.0,0.0,0.0,17889.0,0.0
