Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
16:46:30,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9159997184.0,0.0,0.0,0.0,95487.467,639.429,0.0,1.5,308412.667,0.0
16:56:30,650468717.909,8622.571,0.0,4810049.5,12013342.25,2680601760.364,9426714426.0,491611302867.5,6536674501.2,13461883368.667,51924875066.25,272117047462.5,34204569.333,9168156416.0,298061.261,3179.175,4283538.333,95487.467,1187393.143,0.0,1.5,308587.0,679590304.81
17:06:30,1185078799.273,17215.714,0.0,6024355.1,15042139.5,4266265405.364,17950001450.25,981685687692.25,12799569232.0,29359329186.333,102894050785.0,541245584143.0,68292342.333,9173397760.0,572821.261,7229.058,7408181.333,95487.467,2309369.286,0.0,1.5,308597.333,1238289467.714
17:16:30,1734893033.909,25821.857,0.0,7258275.5,18119966.0,5977140601.364,28347898110.75,1470705845539.75,19650752684.4,52191108858.333,156406240093.75,824332052580.75,102663541.667,9183244544.0,866199.087,8377.408,10605629.0,95487.467,3430434.0,0.0,1.5,308583.667,1816320451.667
17:26:30,2440615368.818,34418.714,0.0,9599470.1,23964662.75,7791835605.182,39010937499.75,1959526737003.5,26605652344.6,75979844455.5,210258959847.0,1109237570145.25,1481312557.333,9181628928.0,1147978.391,10571.869,13493667.667,95487.467,4587324.0,0.0,1.5,308608.0,2555223225.667
17:36:30,3133455143.818,43002.571,0.0,10829192.1,27031809.5,9697756191.364,54225684411.0,2447796612724.75,33152970743.0,97542265163.333,262290682501.5,1395780002765.25,2859833870.333,9164302592.0,1430695.348,13644.039,16509694.0,95487.467,5740914.143,0.0,1.5,308597.667,3288349023.619
17:46:30,3818375533.545,51592.143,0.0,12128638.3,30272827.75,11495757728.364,71157478297.5,2937097587062.75,40308352163.0,111712377784.5,313688141769.5,1681368925077.0,2893801029.333,9142833920.0,1727835.609,18531.461,19746963.667,95487.467,6901122.714,0.0,1.5,308627.333,4007704055.619
17:56:30,4587882190.364,60188.571,0.0,13390265.5,33419649.75,14750541681.727,85639838869.75,3425555789967.75,47848528535.2,126960085343.5,366182827455.25,1967264724070.25,2927800324.667,9157168896.0,2011592.261,23272.063,23257597.667,95487.467,8076859.143,0.0,1.5,308656.667,4814792935.524
18:06:31,5340957421.727,68793.429,0.0,14631177.9,36514841.25,16801058100.455,102435851750.25,3917994540488.5,55325274586.2,133272435816.333,417287097092.0,2250922027819.0,4306017054.333,9162895616.0,2293843.783,26778.796,26902391.0,95487.467,9256578.286,0.0,1.5,308666.0,5607771476.286
18:16:31,6045754790.727,77399.571,0.0,15874992.7,39617482.75,18851390780.818,120073351706.5,4410945568311.0,62450528473.2,149034904425.0,473118574833.5,2556902061678.5,4340487494.667,9179794432.0,2590994.043,28719.189,30673258.0,95487.467,10411708.714,0.0,1.5,308657.0,6349949241.333
