Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:09:05,3594113.909,25706.143,0.0,353519508.1,883475984.25,1495070293.455,16710678049.0,1377783731684.5,603556651.6,3470375403.5,12147659791.0,187519159084.5,1406343148.667,9904357120.0,258412.13,927.791,371263.0,213531.4,12548349.286,0.0,0.5,41981.333,4452925.429
00:19:05,4033649.818,34275.0,0.0,382529156.9,955974602.25,2389237512.273,23289331407.75,1842531028590.5,1471578709.0,4311749315.5,19812031972.5,257280352463.5,1427889467.333,10067408896.0,423481.913,1892.786,10993989.333,359607.667,16655387.571,0.0,0.5,41984.333,11904175.429
00:29:05,4215063.455,42843.286,0.0,402607639.9,1006151932.25,2884879430.273,28684769196.25,2313788794413.5,2935907620.0,5125720047.667,31521841473.25,368764049745.5,1450937111.333,10069602304.0,465838.826,1892.786,37558133.333,362252.467,20652293.857,0.0,0.5,41950.667,27741631.571
00:39:05,4809944.545,51412.429,0.0,421452794.3,1053246244.75,86697967977.455,35565351941.0,2786852892874.25,4516984598.0,6373907942.667,44273071555.0,455621230192.75,1474399603.0,10045295360.0,509968.522,2783.029,62943245.0,323807.667,24628827.714,0.0,0.5,41952.333,43353670.714
00:49:05,5883069.182,59983.143,0.0,439048588.5,1097218412.0,466019467540.727,41377081762.5,3260299971549.25,6188152069.4,7197813078.0,57238087638.25,533608087997.75,1497931392.333,9981451264.0,545076.652,2783.029,87937701.667,323807.933,28585893.143,0.0,0.5,41950.333,59319032.238
00:59:05,7017662.455,68551.714,0.0,492475671.9,1230743610.75,574243301528.364,48259520831.5,3734321782241.5,7786054995.4,8101717104.667,70625249204.25,619606668324.25,2866005619.333,10209249792.0,588966.391,3688.578,113449440.0,305813.8,32493436.0,0.0,0.5,41990.667,75291698.238
01:09:05,8094147.545,77118.714,0.0,559850105.3,1399129174.75,574832417231.455,53598187010.75,4205900749214.0,9317851924.4,9576070442.5,82887093877.75,724369757694.25,2889485438.0,10381006592.0,632257.217,3688.578,137598710.5,583477.267,36438308.0,0.0,0.5,41970.0,90901530.048
01:19:05,9206416.091,85686.714,0.0,616542887.9,1540817019.0,587597454949.727,60445183902.5,4678580504310.25,10827625507.2,10445913853.833,95674878984.0,819403384741.75,2913238110.667,10414513408.0,679679.261,4599.816,163833754.167,583878.867,40399819.857,0.0,0.5,41973.333,107449756.857
01:29:05,10335789.727,94257.714,0.0,678914384.3,1696698052.5,969559269075.0,66064022026.5,5150056573716.75,12210661639.0,11321084290.0,107599646604.25,892628516023.25,2936753785.667,10454073600.0,718336.217,4606.408,187809286.333,584173.0,44371197.429,0.0,0.5,41974.333,122403625.857
01:39:05,11291952.455,102826.857,0.0,733866390.7,1834036106.5,989647742877.273,72828531194.5,5621123199299.25,13900037159.6,12222359765.0,120134382655.0,1024837629105.25,2960178636.0,10491297792.0,760594.696,4624.782,211856669.0,583477.0,48320871.857,0.0,0.5,41993.0,137819473.524
01:49:05,11410421.273,111395.857,0.0,796791189.1,1991299801.75,990281665662.364,78256374635.5,6093132905127.5,15659667650.2,13142857338.5,133231304802.75,1143353791828.5,5672310188.0,10524879872.0,797648.043,5501.752,238175849.0,583878.867,52255789.714,0.0,0.5,41945.333,152985422.333
23:39:05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9412408576.0,0.0,0.0,0.0,81198.067,270.571,0.0,0.5,41754.333,0.0
23:49:05,1137939.545,8569.714,0.0,314827527.7,786782852.5,259002637.818,4959582451.25,458438391322.0,213269791.4,1908459523.167,3753316038.0,33465329312.0,20797588.667,9739697408.0,41808.565,0.0,243762.333,81198.067,4177967.714,0.0,0.5,41960.667,1521660.857
23:59:05,2221496.909,17137.286,0.0,333459577.7,833344886.75,1060296585.636,11367948324.0,917688715868.75,351511143.2,2700534728.0,7732660670.0,107449858755.0,1385905368.667,9821128192.0,99544.304,927.791,310501.0,83559.933,8358578.857,0.0,0.5,41994.333,2859139.286
