Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8570943232.0,0.0,0.0,0.0,140.143,0.0,0.5,6336.0,0.0
07:14:19,1254314.273,8673.143,322402.235,552284.9,1374410.25,22437725.455,6457906.0,183512925805.0,13407003.2,254973620260.833,6265997.0,77124151.5,6971501.0,8573154560.0,44716.304,0.0,15108.667,29191.714,0.0,0.5,6506.667,1302567.143
07:24:19,1577598.909,17245.714,618714.941,1059523.9,2637123.5,45949877.727,12799766.5,363676908860.25,26618886.8,507159697999.833,12188316.0,155498339.75,13866621.0,8573698560.0,88604.696,0.0,28766.667,56934.0,0.0,0.5,6525.0,1670515.286
07:34:19,2097505.818,25817.0,929012.882,1590899.5,3959716.5,68349870.273,19374217.5,543716151046.25,27640021.0,759246068151.667,18035797.75,231461168.0,20765638.667,8574242816.0,134728.304,8.954730132868714e+17,43530.0,85182.286,0.0,0.5,6595.0,2299013.048
07:44:19,2190643.182,34387.143,1222963.529,2094058.1,5212327.75,89696626.0,25694758.75,723668694152.0,28189561.4,1011419180212.167,23731854.75,304867220.25,27639233.333,8574268416.0,168205.261,8.954730132868714e+17,56344.333,112684.0,0.0,0.5,6563.0,2409706.81
07:54:19,2284524.091,42957.571,1514974.294,2593862.7,6456616.25,110778898.091,31982133.75,903789247577.0,28768892.0,1263280137552.667,29534716.75,379715967.25,34537582.0,8574430976.0,212611.304,8.954730132868714e+17,70546.333,140425.286,0.0,0.5,6559.667,2536159.952
08:04:19,2373187.818,51528.0,1804929.765,3090127.3,7692087.5,132429219.727,38372659.0,1083943674861.75,29424290.8,1515229187787.667,35855606.25,455507081.0,41433779.667,8574314240.0,255378.652,9.850203146155585e+17,83345.333,167514.714,0.0,0.5,6564.0,2661796.571
08:14:19,2463724.818,60098.714,2100295.471,3595755.9,8950773.75,154854505.455,44710879.75,1264062483704.75,30021965.4,1767217939936.667,41608055.0,525203667.5,48322759.0,8574327296.0,295658.696,9.850203146155585e+17,97113.0,194870.429,0.0,0.5,6580.333,2783267.286
08:24:19,2568405.182,68669.286,2421026.412,4145105.2,10317990.5,176570398.182,51265484.5,1443942494353.75,30623522.0,2019205152195.5,47431169.0,596197543.0,55228351.667,8574463488.0,333268.435,9.850203146155585e+17,109701.333,223191.0,0.0,0.5,6560.0,2903527.19
08:34:19,2772895.636,77239.857,2710536.176,4640591.8,11551562.0,198668518.273,58375183.0,1624034010445.25,31299974.2,2271450975104.5,53822077.25,678098298.5,62117409.0,8574435840.0,381223.565,3.581892053147494e+17,133805.667,251397.714,0.0,0.5,6618.333,3180939.095
08:44:19,2866773.727,85810.143,3001887.294,5139277.8,12793009.5,221917219.182,65226286.0,1803859356860.25,31889463.0,2523583528926.5,59713684.0,751735794.0,69012521.333,8574417920.0,421540.217,3.581892053147494e+17,146185.667,278340.857,0.0,0.5,6570.333,3291013.286
08:54:19,2983370.182,94380.714,3294093.824,5639428.0,14038124.75,244586456.818,72389049.75,1983921418329.25,37748359.2,2775730374711.5,65934507.25,824236167.5,1420176930.0,8574812160.0,466215.87,3.581892053147494e+17,159583.667,305495.571,0.0,0.5,6595.333,3431315.524
