Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571763200.0,0.0,0.0,0.0,141.429,0.0,0.5,5990.667,0.0
07:14:19,1181670.091,8674.0,324009.765,555054.9,1381271.25,46751048.727,6420406.75,184259087984.25,13429562.4,255314453326.667,7716659.5,69292370.5,6700391.333,8574089472.0,54213.348,0.0,14888.0,28645.0,0.0,0.5,6487.333,1257736.048
07:24:19,1473295.909,17247.429,628929.235,1077173.5,2680740.5,88662040.364,14107587.0,365556096713.25,26618766.4,507439034117.0,14695505.5,142636900.5,13315084.333,8574668032.0,115163.783,0.0,28125.0,55776.143,0.0,0.5,6489.667,1609185.571
07:34:19,2001381.636,25818.429,947355.118,1622595.9,4038033.5,145465613.182,20548192.0,545881214316.0,31395644.8,759928578118.167,21771618.5,215384896.75,19907580.333,8575056128.0,154717.043,8.059257119581843e+17,42146.667,83222.857,0.0,0.5,6575.667,2216550.81
07:44:19,2084452.182,34388.857,1245276.0,2132607.3,5307587.75,195821286.0,26229655.75,726449268288.0,32022039.0,1011399252184.833,28753761.75,282316302.0,26495986.0,8575209472.0,201262.522,8.059257119581843e+17,54718.333,109905.0,0.0,0.5,6591.667,2324030.571
07:54:19,2171249.545,42959.143,1544069.941,2644143.1,6580859.25,237108949.818,32196540.25,907301063709.0,32641434.2,1263483339589.833,35950450.0,351982455.25,33086691.667,8575227136.0,248729.478,8.059257119581843e+17,67006.0,136611.857,0.0,0.5,6555.333,2436017.0
08:04:19,2272578.818,51529.857,1838115.765,3147467.7,7833782.5,279938200.364,38659037.25,1090144652824.0,33280531.0,1515778053651.833,42877582.5,424697090.75,39706549.333,8575247104.0,295154.043,8.059257119581843e+17,81170.0,163492.857,0.0,0.5,6592.667,2555273.619
08:14:19,2347091.273,60100.571,2139105.824,3662794.3,9116430.75,322716270.727,44830622.75,1270851228494.75,33901220.4,1768161739451.333,49948438.25,493863597.75,46306870.333,8575265792.0,329041.13,8.059257119581843e+17,94688.333,190441.571,0.0,0.5,6592.667,2658601.048
08:24:19,2440223.545,68671.0,2466668.529,4223968.7,10512861.25,365620920.818,50955851.0,1451937347076.75,34517949.8,2020688813836.0,56818282.0,565485028.5,52901298.333,8575281152.0,382664.348,8.059257119581843e+17,107529.0,217845.429,0.0,0.5,6556.333,2771284.667
08:34:19,2653276.727,77241.714,2763316.118,4731793.1,11776910.0,418666757.818,57718582.25,1634556530048.25,35122306.0,2272982146888.5,64309838.5,647056134.5,59519884.667,8575276800.0,434457.913,3.581892053147494e+17,131125.0,246035.0,0.0,0.5,6599.0,3049810.381
08:44:20,2724434.091,85812.0,3055849.588,5232506.3,13023387.0,463465188.364,63789596.25,1815819984503.75,35664892.2,2524956239326.834,71003266.0,715838810.0,66124502.667,8575230720.0,478141.565,3.581892053147494e+17,143160.667,272668.857,0.0,0.5,6567.0,3149369.286
08:54:20,2813096.182,94382.714,3349142.059,5734519.5,14273117.5,506368937.545,69457703.25,1996524283119.25,37727174.2,2776513987891.166,78361982.0,781936521.25,72718198.667,8575680768.0,522499.087,3.581892053147494e+17,156912.0,299319.0,0.0,0.5,6541.333,3266232.429
