Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:49:30,0.091,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8724111104.0,0.0,0.0,0.0,958.143,0.0,0.5,14293.0,0.0
07:59:30,154236.182,8551.714,21223663.235,36094501.1,90206709.5,189062938114.727,270814478035.0,475166723095.0,47168141993.8,5124097617.5,61137262904.5,414707548846.5,28225577.667,8773939456.0,52850.696,4047.456,61337.0,929167.0,0.0,0.5,14376.333,265028.333
08:09:30,255185.909,17101.286,41351130.176,70323596.9,175752602.25,379073733708.364,541816778648.5,950407211226.25,94387683098.6,10229785921.5,122404474213.75,830249108557.25,1400742975.333,8817839360.0,93406.304,4047.456,116203.333,1873872.857,0.0,0.5,14360.0,453170.619
08:19:30,333415.727,25652.429,68568915.765,116615750.7,291442088.5,569091344298.091,812742815898.0,1425697288316.75,141431210510.2,15469219038.0,183619912787.0,1245044318235.0,1429099338.667,8875207168.0,131824.565,27859.107,202540.333,2839148.857,0.0,0.5,14383.0,667097.476
08:29:30,464538.909,34202.0,94623485.765,160926521.9,402182887.0,759260415892.273,1084720411408.25,1901337911753.75,188573921978.4,20721665038.333,245223831486.0,1661362645367.25,1457502183.0,8930879488.0,187885.696,39973.917,291122.667,3784935.143,0.0,0.5,14353.0,916835.238
08:39:30,566604.182,42756.714,121375790.882,206424811.3,515890107.25,951800447590.0,1359178683259.25,2376892064734.25,235829702449.8,25914664862.333,306623563355.75,2076727593325.75,1485887589.333,8988744960.0,225174.826,56240.898,371978.0,4690611.286,0.0,0.5,14386.0,1117583.714
08:49:30,638873.455,51304.857,144580398.529,245888206.5,614516821.0,1140820133610.454,1633226706276.5,2852492010995.0,283008168919.4,31157572075.833,368126012832.75,2492563306058.75,1514210725.667,9039380480.0,263205.043,64291.228,438068.333,5612784.286,0.0,0.5,14371.333,1313057.0
08:59:30,748013.727,59853.714,173494969.882,295064797.9,737416718.75,1330458001111.273,1905556010849.75,3328282217953.5,330136178375.8,36507692384.833,429903090199.5,2909235750855.75,2886882717.0,9031020288.0,310040.087,88325.379,526099.667,6565254.714,0.0,0.5,14368.0,1529617.095
09:09:30,838903.636,68401.0,198484114.294,337563919.3,843629330.75,1519006067172.546,2177678718353.0,3803715493321.25,377179324733.0,41734536463.667,491317582826.0,3324329306348.75,4259504910.0,9083943680.0,354019.043,104409.893,603024.667,7537824.714,0.0,0.5,14433.0,1735616.048
09:19:30,981564.545,76953.286,222264572.118,378006673.7,944703515.0,1709215952886.818,2450281245572.75,4280586127059.75,424162203674.0,46983467791.167,554119473669.0,3744522700148.75,4288010133.0,9101605120.0,498913.087,112391.903,671048.333,8505936.286,0.0,0.5,14355.0,2011611.0
09:29:30,1109330.364,85505.143,249796192.294,424831655.1,1061725312.75,1900102153512.818,2722815901302.0,4757335489159.0,471128618375.0,52443246673.833,616772394977.75,4164362623301.5,4316537186.667,9108013568.0,542205.391,132622.767,768001.0,9477400.143,0.0,0.5,14358.333,2260087.952
