Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),intel_hsw_cbo,intel_hsw_hau,intel_hsw_imc,intel_hsw_pcu,intel_hsw_qpi,intel_hsw_r2pci,intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
15:07:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481253632.0,0.0,0.0,0.0,568025.5111111111,811.0,0.0,23803927.0,39177.0,0.0
15:17:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481253632.0,0.0,0.0,0.0,568025.5111111111,811.0,0.0,23803927.0,39177.0,0.0
15:27:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481253632.0,0.0,0.0,0.0,568025.5111111111,811.0,0.0,23803927.0,39177.0,0.0
15:37:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481253632.0,0.0,0.0,0.0,568025.5111111111,811.0,0.0,23803927.0,39177.0,0.0
15:47:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481253632.0,0.0,0.0,0.0,568025.5111111111,811.0,0.0,23803927.0,39177.0,0.0
15:57:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481253632.0,0.0,0.0,0.0,568025.5111111111,811.0,0.0,23803927.0,39177.0,0.0
15:07:44,726664828.0,8565.041666666666,0.0,87294276.0,218172387.0,250590953626.875,111550986949.66667,461265570509.5,11984258738.375,47191147495.5,79416882354.5,281381108588.5,30286321.5,10515426816.0,7509431.8,2779.0,898837.0,568024.8666666667,736345.0,0.0,23803927.0,39531.0,1523500622.0
15:17:44,726664828.0,8565.041666666666,0.0,87294276.0,218172387.0,250590953626.875,111550986949.66667,461265570509.5,11984258738.375,47191147495.5,79416882354.5,281381108588.5,30286321.5,10515426816.0,7509431.8,2779.0,898837.0,568024.8666666667,736345.0,0.0,23803927.0,39531.0,1523500622.0
15:27:44,726664828.0,8565.041666666666,0.0,87294276.0,218172387.0,250590953626.875,111550986949.66667,461265570509.5,11984258738.375,47191147495.5,79416882354.5,281381108588.5,30286321.5,10515426816.0,7509431.8,2779.0,898837.0,568024.8666666667,736345.0,0.0,23803927.0,39531.0,1523500622.0
15:37:44,726664828.0,8565.041666666666,0.0,87294276.0,218172387.0,250590953626.875,111550986949.66667,461265570509.5,11984258738.375,47191147495.5,79416882354.5,281381108588.5,30286321.5,10515426816.0,7509431.8,2779.0,898837.0,568024.8666666667,736345.0,0.0,23803927.0,39531.0,1523500622.0
15:47:44,726664828.0,8565.041666666666,0.0,87294276.0,218172387.0,250590953626.875,111550986949.66667,461265570509.5,11984258738.375,47191147495.5,79416882354.5,281381108588.5,30286321.5,10515426816.0,7509431.8,2779.0,898837.0,568024.8666666667,736345.0,0.0,23803927.0,39531.0,1523500622.0
15:57:44,726664828.0,8565.041666666666,0.0,87294276.0,218172387.0,250590953626.875,111550986949.66667,461265570509.5,11984258738.375,47191147495.5,79416882354.5,281381108588.5,30286321.5,10515426816.0,7509431.8,2779.0,898837.0,568024.8666666667,736345.0,0.0,23803927.0,39531.0,1523500622.0
15:07:44,2473781250.5,17127.541666666668,0.0,178330692.0,445697524.0,534921042765.9167,195925544674.375,928373041269.25,20556971091.75,93093173521.5,143640769179.25,486123720974.5,59030617.0,10575593472.0,15282377.6,28575.666666666668,2679090.5,568024.911111111,1494523.0,0.0,23803927.0,39474.0,5184193028.0
15:17:44,2473781250.5,17127.541666666668,0.0,178330692.0,445697524.0,534921042765.9167,195925544674.375,928373041269.25,20556971091.75,93093173521.5,143640769179.25,486123720974.5,59030617.0,10575593472.0,15282377.6,28575.666666666668,2679090.5,568024.911111111,1494523.0,0.0,23803927.0,39474.0,5184193028.0
15:27:44,2473781250.5,17127.541666666668,0.0,178330692.0,445697524.0,534921042765.9167,195925544674.375,928373041269.25,20556971091.75,93093173521.5,143640769179.25,486123720974.5,59030617.0,10575593472.0,15282377.6,28575.666666666668,2679090.5,568024.911111111,1494523.0,0.0,23803927.0,39474.0,5184193028.0
