Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8572531968.0,0.0,0.0,0.0,139.714,0.0,0.5,6038.667,0.0
07:14:19,1244612.909,8673.286,318093.118,544828.9,1356034.0,64575496.909,7738582.75,182531878593.5,13318434.6,255323921443.833,6673444.25,77405578.0,7378017.333,8574795776.0,34539.0,0.0,14882.0,28723.857,0.0,0.5,6486.333,1283724.952
07:24:19,1573849.091,17246.429,614632.706,1052460.3,2619680.0,132142907.182,15084160.0,364128047257.25,25327015.4,507385679039.667,13321247.75,148535628.0,14681232.667,8575366144.0,71699.043,0.0,28222.0,54851.571,0.0,0.5,6520.667,1649307.0
07:34:19,2093376.0,25816.429,919715.529,1574804.9,3919980.75,189054516.909,22750399.25,544524891335.0,25990518.4,759397550042.833,20202136.5,225642962.0,21952382.0,8576188672.0,123855.913,8.059257119581843e+17,42865.0,81866.143,0.0,0.5,6622.667,2312120.19
07:44:19,2163039.182,34387.0,1209942.471,2071521.3,5156685.75,248500614.727,30561150.25,724768569864.25,26545068.2,1011558661856.333,26252425.0,300519523.25,29272118.667,8576211968.0,170011.826,8.059257119581843e+17,56389.667,108171.714,0.0,0.5,6558.667,2420806.905
07:54:19,2254681.909,42957.143,1498356.765,2565109.3,6385626.0,308727593.273,38332751.25,905122976982.0,27093946.4,1263693145448.833,32260929.5,375687610.0,36553783.333,8576376320.0,219990.826,8.059257119581843e+17,69726.667,134110.286,0.0,0.5,6587.333,2558788.333
08:04:19,2341480.091,51527.0,1784124.353,3054124.3,7603196.75,366990077.091,46211324.5,1085089617399.75,27694083.6,1515854272357.667,38759999.25,452367408.75,43828050.0,8576263680.0,273154.783,8.954730132868714e+17,82703.0,160064.429,0.0,0.5,6575.667,2683354.381
08:14:19,2437214.0,60097.286,2076180.294,3554008.1,8847696.0,427382751.182,53783241.5,1265291448976.0,28310062.6,1767925997924.5,45015841.75,523633491.25,1395429830.0,8576291072.0,312841.217,8.954730132868714e+17,96865.667,186310.286,0.0,0.5,6576.0,2802862.857
08:24:19,2532579.091,68667.286,2392606.647,4095928.3,10196569.25,487778185.091,61507004.5,1445973771890.75,28913927.0,2020205834676.667,51275802.25,598300222.25,1402744719.0,8576477696.0,363122.435,8.954730132868714e+17,110773.667,214016.714,0.0,0.5,6587.667,2921923.667
08:34:19,2721791.909,77237.857,2678052.353,4584382.9,11412777.25,551261485.636,69635672.75,1626613734395.25,29540040.0,2272272945309.166,57954753.5,675804118.25,1410033647.0,8576398336.0,413715.565,3.581892053147494e+17,136775.667,241372.571,0.0,0.5,6582.0,3179961.381
08:44:19,2797409.636,85808.143,2965379.294,5076105.5,12637033.0,612363193.364,77388767.0,1807071348887.75,30070838.4,2524447666774.0,63884875.25,749627504.5,1417336198.667,8576425472.0,450273.826,3.581892053147494e+17,149210.667,267141.429,0.0,0.5,6630.0,3284008.048
08:54:19,2886437.636,94378.0,3252734.882,5567854.1,13861400.25,671438616.727,85357703.5,1988054785332.5,37418761.4,2776431624969.666,70066929.0,829872177.75,1424665185.0,8576796416.0,487473.13,3.581892053147494e+17,162609.0,293300.714,0.0,0.5,6620.333,3400094.143
09:04:19,3017182.636,102948.429,3546274.059,6070208.5,15112153.25,728042195.818,93518270.75,2169673162574.25,50676771.2,3027801664844.834,77729360.25,909763452.0,1431986048.0,8576847360.0,534467.957,9.850203146155585e+17,179267.333,320402.286,0.0,0.5,6624.333,3588732.571
