Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
20:42:36,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576052480.0,0.0,0.0,0.0,483394.533,1008.714,0.0,5.0,7496.333,0.0
20:52:37,4860317.364,8570.714,0.0,45336215007.1,113270586909.75,262671045438.364,28070903184.0,457923427113.0,4929644054.8,3819094936.0,12407001475.0,117817033972.5,1372926904.333,8666290688.0,2940465.609,634561.529,175183.0,483394.533,87874.143,0.0,66023431.0,9588.667,5415311.524
21:02:37,6060564.909,17142.286,0.0,90741835465.3,226714592013.0,528378615007.636,56582291819.0,916290589444.0,9878765107.0,7039998683.5,24836793389.0,237482019314.25,1401835157.667,8667844096.0,2991641.348,634725.748,198062.667,483400.667,111436.0,0.0,66023431.0,9594.333,6861611.048
21:12:37,7137559.545,25713.857,0.0,136126400826.1,340105986954.5,794163708633.273,85294970328.25,1374665448539.0,14832622018.0,10264123642.5,37286720240.75,358335067287.25,2775053839.0,8668285440.0,3047820.609,634753.723,221427.333,483405.467,137399.714,0.0,66023431.0,9676.0,8195320.143
21:22:37,8247342.273,34285.286,0.0,181403603546.7,453229396896.75,1059941957578.636,114161531976.25,1833009872026.75,19786207814.6,13493461549.333,49708142406.75,479716029730.5,2804012436.667,8668343808.0,3090258.0,634753.723,241973.0,483407.067,164018.0,0.0,66023431.0,9662.0,9536958.381
21:32:37,9416708.0,42856.571,0.0,228058884185.9,569795362814.5,1325746523949.454,143941997682.5,2291630940533.5,24899608225.6,16717130030.333,62526066859.75,605886139993.5,2833041464.667,8668921088.0,3134288.609,634824.325,264733.333,483561.2,192086.571,0.0,66023431.0,9630.0,10935807.143
21:42:37,10391199.455,51428.143,0.0,274686774875.9,686293149698.75,1591570801735.546,173748113467.5,2750277092958.25,30015648723.2,19934957426.833,75384199074.25,733789045095.0,2862088183.0,8669117696.0,3245358.0,634824.325,288284.333,483566.533,225690.0,0.0,66023431.0,9663.0,12078700.524
21:52:37,11465539.636,59999.571,0.0,322639847715.9,806101842559.75,1857652150171.364,204531548433.75,3209202500334.75,35273431731.4,23158045670.333,88581899763.25,864912184443.75,4235560496.0,8669100032.0,3337071.174,634824.325,313529.333,483568.133,253879.429,0.0,66023431.0,9631.0,13339049.381
22:02:37,11531108.545,68571.0,0.0,370582181960.3,925884346357.75,2123673524477.727,235859625291.0,3668115153482.75,40530802812.2,26381577550.833,101782636718.5,996952227626.5,4264824751.333,8669132288.0,3390877.87,634894.917,336062.0,483568.133,279857.143,0.0,66023431.0,9631.0,13444797.667
22:12:37,12039124.636,77142.429,0.0,418448518445.0,1045476888001.0,2389656817608.364,267122859641.75,4127023727454.25,45784619679.4,29602420225.667,114976702790.75,1128624137058.25,4293962411.0,8669260544.0,3572298.304,634894.917,363603.0,483585.733,308920.143,0.0,66023431.0,9779.333,14014376.952
22:22:37,12118483.909,85714.143,0.0,466337672957.7,1165124687754.5,2655706539759.546,298013151665.0,4585944088069.25,51040141856.0,32824228937.0,128198275000.0,1261195510963.5,4323042626.333,8669212160.0,3694122.435,634894.917,388825.667,483585.733,347592.429,0.0,66023431.0,9763.333,14131613.0
22:32:38,12201557.273,94285.857,0.0,513213556156.3,1282242061711.0,2921620727311.818,328502213519.5,5044652588084.0,56180239180.8,36043796588.0,141128185538.75,1391698584270.0,5696254457.667,8669264384.0,3807648.783,634965.515,413547.667,483585.733,379450.143,0.0,66023431.0,9763.667,14245115.429
22:42:38,12264154.727,102857.857,0.0,559769183471.1,1398559294362.75,3187613786125.546,358183836400.75,5503278358645.75,61268731330.4,39270972975.5,153909021529.25,1516514542017.75,5725086258.667,8669193216.0,3873429.0,634965.515,438741.667,483722.0,407528.429,0.0,66023431.0,9747.667,14345665.476
