Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:38:48,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575842048.0,0.0,0.0,0.0,1264420.533,145.143,0.0,0.5,9863.667,0.0
07:48:48,4432554.091,8570.0,0.0,1841665477.3,4602746103.5,16241649598.545,566244329.0,351234204135.75,49430306.8,223044355302.0,767991840.0,6219549641.25,12741474.333,9369956096.0,1300244.696,0.0,1843482.0,1264420.533,73628.429,0.0,0.5,18637.0,5853776.286
07:58:48,4618769.273,17141.0,0.0,4206282383.7,10512527353.75,52296882216.364,1374082556.0,776110556348.5,122760328.0,368397796781.333,1764467185.25,15777515804.0,27915088.0,9659964416.0,1347882.913,94.49,3585304.667,1279053.333,128528.143,0.0,0.5,21225.0,7227546.0
08:08:48,4789382.273,25711.857,0.0,6240128058.5,15595844005.25,78144061132.455,2099831368.25,1152134967810.5,182096448.2,570591713758.5,3057732880.0,24359722432.5,41600631.667,9537937920.0,1400874.652,105.393,4707924.0,1278430.4,184303.571,0.0,0.5,24315.0,8511692.905
08:18:48,4923838.727,34281.143,0.0,8466166694.1,21158959786.75,83621014254.909,2703090079.75,1528870161475.5,241383149.0,765151592191.333,4208900754.5,33979412293.5,55165148.0,9577445120.0,1440729.522,116.296,6007711.0,1279368.8,241396.143,0.0,0.5,27463.333,9795111.714
08:28:48,5145445.727,42850.571,0.0,10976500588.7,27432891602.25,83823516134.455,3317682830.75,1933031915621.5,317408172.4,971181783481.667,5534115662.75,45024445309.0,69379152.0,9490513152.0,1484392.87,837.888,6883596.333,1281253.333,303883.286,0.0,0.5,31089.667,11262958.429
08:38:48,5224045.545,51418.714,0.0,13161406091.5,32893516217.75,84115902911.636,4004908879.0,2311237850233.0,362958361.0,1187458217527.167,6756842296.75,56635756622.25,83311948.0,9426371584.0,1534656.174,848.791,8235365.667,1279685.867,361123.143,0.0,0.5,34164.667,12460670.476
08:48:48,5311212.727,59987.429,0.0,15526929535.3,38805550151.0,84386784714.091,4662407510.75,2685517158109.25,406532024.6,1338539782926.333,8083885769.0,69920821376.25,1441566183.0,9457336064.0,1588297.304,859.689,9675294.667,1276558.4,419245.143,0.0,0.5,37298.667,13659999.619
08:58:48,5394285.091,68556.857,0.0,17532035396.9,43816787452.5,85160774223.455,5369629017.5,3066333572620.75,461591820.2,1468991789976.167,9424097933.75,80764771984.75,1455286465.333,9382839552.0,1632752.826,939.752,10703348.0,1280670.133,475387.714,0.0,0.5,40368.667,14842814.905
09:08:48,5466552.364,77124.714,0.0,19721075024.9,49287737547.75,85514479077.364,6086609259.75,3445525371670.0,523811846.0,1659341609385.667,10761578789.0,90529081127.0,1468871074.667,9438739200.0,1679204.174,950.655,11599212.667,1276558.4,531872.286,0.0,0.5,43430.667,15973370.0
