Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:06:18,533888062.091,25711.143,0.0,73662363.5,184065486.5,2416633722618.546,212918409839.75,1356636388909.75,387259098008.0,558912541719.833,22520437670.5,581568448255.25,0.0,993168.0,26030.5,8669355776.0,129187.652,10071947.267,15313353.667,19054.0,3.689348814743068e+18,242506.429,0.0,0.5,21050.333,575126944.048
00:16:18,703784178.364,34281.571,0.0,102053284.3,255010259.0,3219071154291.091,285108953772.5,1808982922299.5,516242914052.2,759998534675.667,29887013321.25,777520208961.5,0.0,1324224.0,33942.3,8666585344.0,166200.13,15424587.485,20314604.333,25420.3,3.689348814743063e+18,325256.286,0.0,0.5,21060.667,757594463.333
00:26:18,886806978.182,42852.143,0.0,131933238.1,329675676.25,4026765525976.182,356459471487.25,2261704105362.0,645399581472.6,986214437013.167,37560894354.0,971208873053.0,0.0,1655280.0,42941.8,8659034880.0,198170.391,20865025.024,25118526.667,31609.3,8.608480567732275e+18,408199.143,0.0,0.5,21044.667,955663005.381
00:36:18,1039697857.727,51422.857,0.0,148780490.5,371772327.0,4890096620272.272,412081204076.75,2715757892218.5,774999120427.4,1089758078090.0,45603820870.5,1126761417098.0,0.0,1986336.0,51907.0,8706299392.0,241279.739,23861388.126,32483505.0,37815.8,8.608480567732275e+18,476869.0,0.0,0.5,21046.667,1121537965.143
00:46:18,1155535085.182,59993.857,0.0,149246381.7,372932762.5,5770154725965.454,476544107403.25,3172911334882.75,905417881599.6,1096082985841.167,65341303207.0,1316958718325.5,0.0,2317392.0,59392.3,8722378240.0,287945.391,23867788.66,37935297.0,43599.8,8.608480567732275e+18,517173.857,0.0,0.5,21062.667,1247406538.524
00:56:18,1241315388.545,68564.714,0.0,149680496.9,374013807.5,6614789474457.363,548894433127.0,3630629171812.75,1036068846915.6,1102253810280.667,93445314883.75,1547094264749.25,0.0,2648448.0,67886.1,8722735104.0,341880.217,23867830.087,39328755.0,49422.0,8.608480567732275e+18,554544.714,0.0,0.5,21063.333,1338481890.19
01:06:19,1329285269.091,77135.571,0.0,150111532.7,375087242.75,7462241292007.091,622121773003.5,4088807868946.0,1166893331009.4,1108829801069.833,123122847300.75,1786722797156.0,0.0,2979504.0,75994.9,8723248896.0,377707.565,23867874.248,40557140.667,55393.4,8.608480567732275e+18,592201.857,0.0,0.5,21095.333,1432476226.762
01:16:19,1436891168.545,85706.286,0.0,150683340.3,376512352.0,8314154877991.182,704019377791.75,4550023787205.5,1299334391062.0,1157191295847.5,148691230710.75,2030684584497.25,0.0,3310560.0,83755.5,8650000128.0,424079.522,23893541.364,41061988.667,62162.1,8.608480567732275e+18,634456.857,0.0,0.5,21047.333,1546962705.952
01:26:19,1587598741.909,94277.0,0.0,177371445.7,443195324.25,9185515520618.908,758578279494.0,5002033001611.0,1428503303809.8,1176212634208.5,155065592155.0,2177697256538.25,0.0,3641616.0,92061.5,8715445504.0,469148.348,28237185.233,45744429.667,69111.6,8.608480567732275e+18,704903.143,0.0,0.5,21070.333,1708107663.524
01:36:19,1687201157.0,102847.714,0.0,177831057.1,444340341.5,10091011893291.363,815251165593.5,5458918394593.5,1558810139850.4,1182348650862.5,171332452550.5,2358623770057.5,0.0,3972672.0,100654.8,8728353280.0,510393.13,28243685.432,53560062.333,76975.5,8.608480567732275e+18,744578.0,0.0,0.5,21088.0,1820570864.762
