Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:07:10,79483586.273,2316065.0,0.0,123725971.9,308164476.5,584529167722214.5,569629654268935.2,601940275245792.0,450796141271815.0,206910487109017.66,423073984866057.5,54143235443957.0,111685009341.0,8775667456.0,2494933.391,1.5223041225876815e+18,166896301.333,437759.2,28628418.714,0.0,66920454.0,16742.667,272434338.19
00:17:10,40838745.0,1091000.429,0.0,58377528.9,145395911.0,303134350758176.06,288219269198242.25,320848539716134.25,225616915252686.6,105878981206745.17,211972911990808.0,36687265500356.75,51622732603.333,8769855488.0,1204617.13,0.0,93900198.333,435843.2,13159249.714,0.0,66920454.0,16678.333,137291925.857
00:17:12,80735157.727,2324633.429,0.0,124222718.1,309401514.0,584719945587033.2,569688213664012.5,602283135311561.5,450799948556520.2,207020957132025.34,423081546787968.25,54309576174719.25,111709952963.667,8775862784.0,2504180.043,1.5223041225876815e+18,167414445.667,437759.2,28752904.0,0.0,66920454.0,16730.0,274503400.0
00:27:10,40963920.273,1099569.143,0.0,58835074.3,146535467.25,303331123943460.56,288280093253966.25,321203662106579.25,225620844221383.8,105979589978820.34,211980703609556.0,36859743833500.49,51648239752.333,8769928704.0,1213705.043,0.0,94473895.667,435843.2,13261193.429,0.0,66920454.0,16694.667,138074778.762
00:27:13,81844428.636,2333232.286,0.0,124678683.3,310537262.5,584866739675684.4,569733464062473.2,602590763608511.8,450802894086389.4,207165668243319.0,423087388454651.25,54438075027245.25,111731007908.333,8775850240.0,2513077.043,1.5223041225876815e+18,167804080.0,437759.2,28938782.571,0.0,66920454.0,16746.333,276236127.905
00:37:10,41028001.909,1108137.0,0.0,59290179.9,147668906.25,303517421374702.56,288338997565026.25,321550585890493.75,225624642831343.2,106087606416534.67,211988201177044.25,37026596969342.0,51672864933.333,8769555200.0,1222077.0,0.0,94886890.667,435843.2,13378270.429,0.0,66920454.0,16678.333,138733170.429
00:37:13,81969589.909,2341804.857,0.0,125128515.5,311657822.0,585061364737885.5,569792658943551.5,602937957464353.0,450806755928847.6,207272325090991.66,423095090354792.75,54606948537175.0,111756293598.333,8775931648.0,2522474.957,1.5223041225876815e+18,168297632.667,437759.2,29044370.571,0.0,66920454.0,16746.0,277022053.905
00:47:10,41093193.0,1116705.286,0.0,59743298.7,148797444.75,303707955512022.6,288398522488626.25,321900341796152.0,225628489247324.4,106192636133027.17,211995794965327.0,37195647949516.49,53042098485.333,8769767680.0,1230264.652,0.0,95352275.333,435843.2,13488535.857,0.0,66920454.0,16678.333,139422846.048
00:47:13,82047447.273,2350372.429,0.0,125573519.9,312766461.0,585246675351086.1,569849719705565.5,603279353229754.8,450810474604166.0,207383993503420.16,423102493676972.5,54769826259469.0,113125063784.667,8776158976.0,2531617.87,1.5223041225876815e+18,168778768.667,437759.2,29164660.0,0.0,66920454.0,16778.0,277655678.905
00:57:10,41168815.909,1125273.714,0.0,60197633.1,149929064.5,303899753031486.44,288458250934391.75,322250634158783.75,225632329054965.2,106296826355049.83,212003404575350.03,37365187028686.25,53067146163.667,8769632768.0,1239421.435,0.0,95889573.333,435843.2,13597536.429,0.0,66920454.0,16678.667,140158998.524
