Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:21:16,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576369152.0,0.0,0.0,0.0,1214885.667,934.0,0.0,0.5,41962.333,0.0
00:31:16,4181146.0,8566.0,0.0,35584530.7,88904133.25,3139523353.455,2217367534.5,449987217683.0,443927005.4,56975839134.0,2613691138.75,30567723170.0,18810442.667,8643197440.0,1094865.565,0.0,418754.0,1214885.667,73314.0,0.0,0.5,43102.667,5009952.238
00:41:17,5515679.727,17132.857,0.0,36664014.5,91593478.5,3976063994.818,4146837340.5,899711231396.75,823390450.0,258038316470.0,5642602304.0,58719196507.25,37352453.0,8643982848.0,1136376.0,0.0,445452.667,1213503.267,104525.714,0.0,0.5,43121.333,6622827.571
00:51:17,6308672.727,25699.571,0.0,37884802.9,94635494.5,4965855837.0,5251833201.0,1349157210273.0,997784945.4,511155196469.667,6971098714.25,78762807975.25,55521167.0,8638380032.0,1178578.087,0.0,480149.667,1211449.4,136087.429,0.0,0.5,43121.333,7545042.333
01:01:17,6392502.909,34267.571,0.0,39154692.1,97799883.75,17232105857.727,6130416086.25,1794494313667.5,1107105874.2,763413382247.667,7666740649.5,92870845826.75,1417692684.667,8632924160.0,1229032.348,0.0,883943.333,1209499.8,168168.143,0.0,0.5,43137.333,7995507.857
01:11:17,6574639.818,42833.286,0.0,40450811.3,101029792.25,17905791234.364,6802661183.75,2243666698676.5,1172565054.4,960185790451.333,8116633974.25,103935923551.5,1436042750.667,8632694016.0,1270200.261,0.0,1306697.333,1209439.8,200373.571,0.0,0.5,43148.333,8533571.238
01:21:17,6658837.091,51400.857,0.0,41749305.5,104265791.0,18455256465.273,7417061828.5,2692827341992.5,1238758366.2,1165210576454.333,8580796863.5,115203164053.0,1454280640.333,8632619520.0,1313322.348,0.0,1628209.333,1209402.2,232527.429,0.0,0.5,43182.333,8929192.619
01:31:17,6761285.727,59967.429,0.0,52807226.7,131887272.25,19580824315.273,8209503917.75,3141978646250.0,1345194101.0,1340497234362.833,9130350969.0,130142219352.5,1472503890.667,8632780288.0,1346019.043,123.709,1895892.667,1217806.467,271668.857,0.0,0.5,43136.333,9319591.524
01:41:17,6850325.0,68534.0,0.0,68669340.5,171513739.0,27553521006.364,9854339728.75,3591410287401.75,1703932177.8,1505633788752.0,10959493008.75,152396157358.0,1490834910.667,8640309504.0,1387111.913,300.165,2149027.333,1217311.267,314752.857,0.0,0.5,43123.0,9619691.19
01:51:17,6938986.273,77099.429,0.0,69804021.1,174340459.25,28448582912.909,11589279332.5,4041157854725.5,2142832108.0,1669430840965.5,13158090914.0,176686584345.0,1509414332.0,8639241472.0,1432438.435,300.165,2202546.667,1214893.133,346632.0,0.0,0.5,43139.0,9771376.619
02:01:17,7025033.273,85664.0,0.0,71003602.9,177329401.5,29593150800.0,12883421163.5,4490647208539.5,2389154411.6,1822279270188.5,14373825148.25,194321311067.75,2872149084.333,8640336640.0,1473063.13,300.165,2242327.333,1213097.4,378269.143,0.0,0.5,43187.0,9938316.095
02:11:17,7099916.455,94230.857,0.0,72261143.3,180462669.25,30388597901.545,13695463109.75,4939934475422.0,2496391659.0,1849694891394.0,15035481568.25,207188591422.25,2890413577.0,8636528896.0,1508188.478,300.165,2439435.667,1212700.867,410676.143,0.0,0.5,43107.0,10240845.048
02:21:17,7184861.273,102800.0,0.0,73578273.5,183744572.0,149203462872.364,14383778614.0,5389115621629.0,2568553658.8,1988865769815.5,15509239950.0,218163641585.25,2908570136.667,8635106816.0,1551601.174,300.165,2728588.333,1212641.4,443560.286,0.0,0.5,43107.0,10613743.238
02:31:17,7419884.0,111370.857,0.0,74900966.3,187040505.25,384946337544.273,14998622034.25,5838261766202.5,2624765822.8,2154043211249.0,15846839128.25,228844011125.0,2926719902.667,8635316224.0,1599978.783,300.165,2946223.333,1212489.667,477487.714,0.0,0.5,43129.0,11061503.667
02:41:17,7504825.818,119941.714,0.0,76040654.1,189879989.5,629923249102.636,15349422355.5,6287361247544.25,2657281339.8,2305964333965.666,16136036978.0,236464288586.75,2943182208.667,8620599552.0,1662602.87,300.184,3079177.667,1212489.667,509502.429,0.0,0.5,43008.333,11284156.81
