Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:17,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571517440.0,0.0,0.0,0.0,139.714,0.0,0.5,5974.667,0.0
07:14:18,1182807.909,8655.571,325953.529,558445.7,1389623.0,54804706.091,6351246.25,182990312030.5,13267635.6,254416547235.667,6283690.25,76873307.75,7259927.0,8573906944.0,44438.565,0.0,16136.0,28137.0,0.0,0.5,6506.0,1324457.143
07:24:18,1432730.727,17225.429,629223.412,1077736.9,2682097.75,104117705.273,12643125.5,363994460393.5,25165797.8,506391370939.5,12110166.0,150556474.25,14437993.333,8574463232.0,85579.0,0.0,29036.333,54293.286,0.0,0.5,6476.333,1674132.381
07:34:18,1967907.091,25795.429,949090.706,1625682.3,4045597.5,157294668.273,19170462.5,545699279510.0,25655369.6,758533663070.0,18058383.0,230997222.25,21657606.0,8575273472.0,138194.261,8.059257119581843e+17,43033.333,81178.571,0.0,0.5,6578.333,2294442.714
07:44:18,2059550.364,34365.429,1251967.059,2144311.5,5336403.25,267114792.545,25574187.75,727467335263.75,26125258.0,1010903681220.5,23554255.5,304133636.0,28900151.0,8575294464.0,178210.348,8.059257119581843e+17,55581.333,107419.571,0.0,0.5,6578.333,2403157.476
07:54:18,2166468.182,42935.286,1551828.706,2657726.5,6614289.75,318122996.636,31758697.5,909205918420.75,26579440.2,1263162134175.833,28931454.5,374935468.25,36140820.333,8575475200.0,219236.348,8.059257119581843e+17,68863.0,134049.143,0.0,0.5,6543.0,2522490.714
08:04:18,2253276.727,51505.143,1846704.647,3162517.1,7870814.25,364806035.273,38074136.75,1090535515466.5,27094411.8,1515225046836.833,34872823.5,448577227.5,43377709.333,8575333120.0,261859.304,8.059257119581843e+17,82572.0,160714.429,0.0,0.5,6547.333,2645109.381
08:14:18,2336354.364,60075.0,2147596.353,3677698.1,9153089.0,417074117.818,44186354.5,1272864112642.5,27624256.2,1766924444161.833,40940881.25,519218648.0,50643387.333,8575353344.0,305544.261,8.059257119581843e+17,96208.667,187214.0,0.0,0.5,6547.667,2762853.048
08:24:18,2428747.909,68645.0,2474283.412,4237375.0,10545797.75,467203476.273,50568257.75,1454609179886.0,28135293.0,2019077306434.167,46613185.25,593225416.25,57907092.0,8575568896.0,352987.609,8.059257119581843e+17,109710.0,215066.857,0.0,0.5,6543.333,2881117.238
08:34:18,2661162.091,77214.857,2767497.176,4739272.4,11795202.0,516050163.636,57630235.25,1635961302980.5,28676828.2,2271180370782.834,52661372.75,674723769.25,65153141.667,8575435520.0,397558.13,3.581892053147494e+17,131783.667,242792.857,0.0,0.5,6569.667,3133472.524
08:44:18,2743131.091,85784.857,3062975.706,5245109.2,13054307.75,567200022.0,64078786.25,1819083814427.25,29144151.4,2523417933141.166,58141346.5,748275165.5,72420870.667,8575475712.0,447327.87,3.581892053147494e+17,144173.667,269519.571,0.0,0.5,6553.667,3242035.905
08:54:18,2844828.273,94354.571,3361284.647,5755831.8,14325516.5,618301757.091,70378574.75,2001116374586.0,36454401.0,2775106065805.666,63920574.25,823703532.25,79645196.0,8575759872.0,488671.522,3.581892053147494e+17,157974.333,296502.286,0.0,0.5,6595.0,3363501.19
