Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
05:04:44,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8579592704.0,0.0,0.0,0.0,176651.933,351.429,0.0,0.5,9140.0,0.0
05:14:44,3280452.091,8570.143,0.0,50228129602.7,125187197572.25,240380502425.636,43479820771.0,450080264510.75,2625344857.4,1341828633.333,8616680565.25,170639692042.0,27376471.667,8723306752.0,4785232.13,0.0,155452.333,176651.933,62597.857,0.0,27535361.0,10396.667,3630299.905
05:24:44,3391842.455,17141.571,0.0,100845602844.9,251343436817.75,484500755525.454,87672653986.5,901207086332.75,5375622202.0,1509586106.833,17637434571.25,346046757853.75,55228881.667,8730963200.0,4822685.13,0.0,190565.0,178790.867,95151.0,0.0,27576321.0,10427.0,3778352.571
05:34:44,3863340.273,25712.714,0.0,151239700657.9,376943082304.5,728636358159.545,131817081048.25,1352416598017.5,8145814919.2,1669451075.0,26729486891.5,521435587974.75,1427361006.0,8735776256.0,4883603.826,0.0,237972.0,180996.467,131245.286,0.0,27625473.0,10420.667,4306280.952
05:44:44,3934502.273,34284.0,0.0,200159598304.5,498868668968.25,972285506649.545,176345649975.75,1803494443459.0,10993185855.8,2924703086.5,36060839551.0,698133518915.0,1455181030.0,8739533824.0,4938657.522,0.0,275739.0,183118.333,164334.571,0.0,27727873.0,10452.333,4429048.476
05:54:44,4011628.182,42854.857,0.0,248140782933.9,618454774531.25,1215112223566.273,221403099511.75,2254594950111.5,13947331837.8,3193895458.667,45722724674.0,877216341498.25,1482988220.667,8743554816.0,4980865.217,0.0,309713.333,186299.133,194903.429,0.0,27781121.0,10500.667,4549295.238
06:04:44,4089498.364,51426.0,0.0,296261192188.7,738387496509.5,1458125866239.727,266222537144.5,2705819594725.0,16944449749.0,3476467470.333,55441071943.0,1055963841851.0,1510784083.0,8749672704.0,5015100.652,0.0,347175.0,188834.6,224129.143,0.0,27822081.0,10516.667,4682032.667
06:14:44,4241097.909,59997.143,0.0,342920567809.0,854679680498.5,1700035902496.182,311646427985.75,3156727780055.0,20017645801.2,3839221061.5,65436362094.25,1237522279479.75,4227237114.667,8757056768.0,5052738.13,0.0,382532.333,190870.333,254966.714,0.0,27873281.0,10468.667,4872812.095
06:24:44,4327160.455,68568.429,0.0,389467720200.2,970692095385.75,1942195679611.909,356920785204.0,3607733441681.5,23107052881.8,4198126334.167,75455130245.0,1418860882888.5,4255154686.667,8762945024.0,5100969.391,8.954730132868714e+17,417242.667,192667.667,287056.714,0.0,27877377.0,10516.667,4991070.095
06:34:44,4429612.818,77139.429,0.0,436640999759.5,1088264772135.75,2184630557812.0,402044834434.5,4059064664982.0,26205889619.8,4499369551.833,85444549472.0,1599685926891.75,4283058562.333,8765985280.0,5152305.609,8.954730132868714e+17,462476.667,194499.133,319724.143,0.0,27973633.0,10500.667,5155980.524
06:44:44,4519773.636,85710.714,0.0,479512695977.1,1195116971918.0,2430280756738.0,445205696918.0,4509992217794.75,29165559300.2,20529565866.333,95060189422.25,1773378276401.0,4310721003.0,8769745152.0,5184486.478,8.954730132868714e+17,496214.0,196222.333,350430.857,0.0,27985921.0,10484.667,5277823.81
06:54:45,4614771.091,94281.571,0.0,525900957161.3,1310733172966.25,2672050276635.546,490740414553.75,4961191764086.5,32344328570.6,20862820502.0,105257873214.5,1955801697474.5,5682893522.0,8775638784.0,5228894.522,8.954730132868714e+17,515636.333,198108.467,381358.429,0.0,28114945.0,10532.667,5399839.381
07:04:45,5016279.273,102852.571,0.0,571669587481.1,1424805412322.5,2913708746956.364,536487580759.75,5412345834843.0,35536319687.4,21271068495.833,115533064841.75,2138853600789.75,5710796476.0,8778442496.0,5279573.261,8.954730132868714e+17,559481.667,199722.867,414202.429,0.0,28196865.0,10566.667,5850235.905
