Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:06:13,54131665.909,2249352.143,161850764.529,3916698456872.0,9769727938021.0,391861167187025.75,284767295949766.5,402441988529390.0,225354686890801.8,188298750919515.3,211625259806905.25,29400715657021.5,117376781268.333,8710393600.0,12313565.0,5629574.097,6469723.667,1156547.533,199050219.286,0.0,69044226.5,18105.333,42291988.0
00:08:22,16902493.727,1017111.571,161850764.529,1734311883565.1,4325936982533.75,110519536281292.27,3327110925794.25,120977483989946.75,172334304170.4,94709117514384.67,507268307102.75,11816013157640.5,48743826583.0,8690877440.0,6099062.696,2499828.534,3115562.0,1156547.533,195044494.0,0.0,69044226.5,18041.667,23770376.857
00:16:13,54244544.0,2257923.429,161850764.529,3931930933773.8,9807723967936.75,392146045618220.6,284795070868876.5,402875427928148.25,225356192547658.4,188302231328589.16,211629690588154.25,29500905120906.0,117405353119.333,8710541824.0,12357958.13,5653676.184,6495391.0,1156547.533,199079243.571,0.0,69044226.5,18138.0,42414328.524
00:18:22,17006055.0,1025682.857,161850764.529,1749115874708.1,4362865097972.25,110804787438608.98,3355227124933.0,121404152595326.25,173771157062.8,94712639576762.17,511540135087.5,11915650578571.0,50116670469.667,8690934016.0,6138694.522,2502451.947,3138028.667,1156547.533,195073196.143,0.0,69044226.5,18009.667,23891500.0
00:26:13,54376052.091,2266494.571,161850764.529,3947086497426.4,9845528232348.5,392430922133361.4,284823399079647.5,403305510785420.25,225357664984245.0,188305737893838.5,211634068358041.97,29600822488595.246,117433922151.667,8710822912.0,12407515.348,5676630.505,6531708.667,1156547.533,199109706.429,0.0,69044226.5,18167.333,42587756.333
00:28:22,17137188.364,1034254.286,161850764.529,1764004450361.7,4400002755978.0,111089908135375.36,3383551414035.25,121837244651936.5,175209637363.8,94716121097405.33,515830739811.75,12015009969456.75,50145242665.0,8691095552.0,6176397.652,2526858.33,3166594.333,1156547.533,195102033.571,0.0,69044226.5,18058.667,24062262.048
00:36:13,54468069.818,2275065.857,161850764.529,3962299536476.8,9883475788709.25,392715726786020.8,284851922030003.5,403733209464006.0,225359153852135.4,188309262738168.5,211638473758693.75,29700963468593.0,117462496369.667,8710847488.0,12444090.783,5702051.553,6558449.333,1156547.533,199138142.143,0.0,69044226.5,18123.333,42701158.286
00:38:23,17237023.182,1042825.429,161850764.529,1778889420584.5,4437132196287.5,111375209959935.81,3411151940447.5,122261655439762.5,176646527894.4,94723274522382.5,520120641230.5,12114842627766.0,50173816211.0,8691232512.0,6212736.957,2550854.621,3191058.333,1156547.533,195130517.429,0.0,69044226.5,18027.0,24177906.381
00:46:13,54558605.818,2283637.286,161850764.529,3977468287639.4,9921312931955.0,393000557670132.56,284880289844196.5,404169189340723.25,225360631707405.0,188312712193024.16,211642852536249.75,29801099578704.754,118835340344.667,8710975232.0,12487309.957,5726740.083,6585823.0,1156547.533,199166072.429,0.0,69044226.5,18140.0,42813944.19
00:48:23,17337231.545,1051396.857,161850764.529,1793803749308.9,4474334782074.5,111660596857588.19,3439001821017.75,122680660535792.25,178097498809.0,94757415776346.34,524427198755.5,12214597289793.0,50202388279.667,8691712768.0,6255291.261,2574256.835,3216865.333,1156547.533,195157513.0,0.0,69044226.5,18043.667,24293638.524
00:56:13,54643540.727,2292208.286,161850764.529,3992547509883.1,9958926986070.75,393285507283098.8,284908162560023.25,404592685380832.75,225362102142343.8,188316276997492.16,211647203979259.25,29901047293902.5,118863897185.667,8711105536.0,12535233.304,5750548.922,6606157.333,1156547.533,199194364.857,0.0,69044226.5,18109.0,42932906.667
00:58:23,17431112.636,1059968.143,161850764.529,1808697950172.1,4511487200812.75,111945934794910.55,3466891458177.25,123108183351065.25,179557407937.4,94761090948704.0,528728768976.0,12314266302323.5,52919508135.0,8691862272.0,6303485.913,2597611.267,3240173.0,1156547.533,195184151.0,0.0,69044226.5,18046.333,24420075.429
01:06:13,54727734.182,2300779.571,161850764.529,4007618836631.6,9996521373887.25,393570418113875.44,284935982324276.0,405021195068175.0,225363564343356.0,188319789723192.34,211651549015509.5,30000980598984.5,118892459935.667,8711193344.0,12577504.957,5774114.456,6630364.667,1156547.533,199221791.0,0.0,69044226.5,18125.333,43043901.905
01:08:23,17517547.818,1068539.286,161850764.529,1823660706280.9,4548810614856.0,112231134150948.27,3494735381705.25,123534648848334.75,181026116894.2,94764624744559.83,533056707494.0,12414065189692.75,52948079081.667,8691689216.0,6353499.043,2620663.068,3264674.0,1156547.533,195213071.429,0.0,69044226.5,18063.667,24550181.524
01:16:13,54807094.091,2309350.714,161850764.529,4022752765084.7,10034272013480.0,393855358156984.0,284964167849683.5,405448922587301.5,225365007370391.4,188323351831832.7,211655895384314.5,30100879848072.5,120265316331.333,8711312384.0,12620896.217,5799066.723,6653261.667,1156547.533,199249638.286,0.0,69044226.5,18158.0,43159590.714
01:18:23,17631169.364,1077110.429,161850764.529,1838666895653.9,4586242468722.5,112516242901611.02,3522667767882.25,123954158616244.75,182488867983.6,94792464899004.0,537382298563.5,12513724060019.5,52976664489.667,8691857152.0,6403122.043,2643739.772,3289000.0,1156547.533,195239939.0,0.0,69044226.5,18016.667,24675682.714
01:26:13,54946422.909,2317922.143,161850764.529,4037860450568.8,10071956787120.0,394140342361520.6,284992518162528.0,405876183268708.5,225366448945108.2,188326871192559.84,211660238681756.5,30200566142648.5,120293891514.667,8711475712.0,12667317.174,5823741.398,6681407.667,1156547.533,199278437.143,0.0,69044226.5,18063.0,43316591.619
01:28:23,17741439.364,1085680.714,161850764.529,1853639430636.3,4623590313972.5,112801588349287.27,3550287254694.25,124376536782421.75,183935960730.0,94809955492403.02,541678845597.75,12613417683562.0,53005242059.333,8692042496.0,6447469.913,2668219.218,3313309.333,1156547.533,195267926.0,0.0,69044226.5,18017.667,24808281.333
01:36:13,55024288.091,2326493.286,161850764.529,4052960790731.6,10109623549078.0,394425251179280.94,285020943777129.25,406311528084164.75,225367891587701.2,188330328841117.66,211664575212562.5,30300324398682.5,120322448973.667,8711596032.0,12719981.13,5847480.277,6706130.667,1156547.533,199307660.429,0.0,69044226.5,18079.0,43425043.524
