Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:02:32,171620477.545,8571.0,0.0,23529198.9,58797596.0,305647912061.636,51200169421.0,454580325392.5,1670632925.8,32906066666.667,8774614068.5,191507916054.75,1368227660.667,8632767488.0,65836.043,0.0,8450070.0,1550160.533,80475.0,0.0,0.5,7981.0,187946668.143
00:12:32,338092548.727,17141.857,0.0,51308852.7,128220817.5,616152143179.091,103876130729.25,909286283574.5,3323338593.6,52636308015.0,17093869714.5,383403260911.5,1392444512.667,8633767424.0,362068.783,5451905.922,16189462.333,1550160.533,168241.286,0.0,0.5,8166.333,370316695.619
00:22:32,502531664.091,25712.571,0.0,81172870.7,202851761.5,919699868721.727,151784442889.5,1361727955840.25,5261716862.6,85725620731.333,26319895112.75,563117459243.0,1416458554.333,8692274432.0,409746.609,10619664.85,25952525.667,1550160.533,255182.143,0.0,0.5,8170.0,553155132.762
00:32:32,625321108.636,34283.143,0.0,81637275.7,204008718.75,1241527448095.091,224229939679.25,1821791723019.5,9029678094.4,91621968071.5,43099285917.5,828409835526.25,1443231400.333,8708496896.0,451876.522,10626120.888,33455437.333,1550160.533,297276.857,0.0,0.5,8144.0,688229863.762
00:42:32,731296868.636,42854.0,0.0,89079193.5,222603610.5,1588097249522.454,299699501748.75,2282311489335.75,13786424343.0,99245955677.167,61958228163.0,1104237589187.0,1470097471.0,8643193088.0,493652.783,11762041.117,34777531.0,1550160.533,353360.857,0.0,0.5,8144.0,800944217.429
00:52:32,879739975.364,51430.714,0.0,109139613.9,272734334.75,1869130806786.546,351001375734.0,2738568645709.25,15414307975.6,113250286634.667,70912065595.25,1299648168198.25,2838942019.667,8643668224.0,540560.348,16495275.927,44333907.0,1550160.533,442665.143,0.0,0.5,8126.667,966491546.429
01:02:33,1029756283.273,60003.286,0.0,127999355.3,319864575.5,2157680714034.0,402443917584.75,3194856658053.0,17034309115.0,180563589167.833,80204492201.0,1493258490196.0,4207731025.0,8649583616.0,590584.87,21002705.364,53758389.0,1550161.333,514955.286,0.0,0.5,8174.667,1133059451.524
01:12:33,1177734549.909,68573.857,0.0,146862397.1,367003467.75,2478147359095.818,453899413076.75,3651186758871.75,18632190453.8,194066165518.5,89363722208.75,1683850243596.25,4232306943.333,8649093120.0,629569.957,25480486.636,63268201.333,1550160.533,584649.0,0.0,0.5,8110.667,1298972827.429
01:22:33,1328704488.091,77144.286,0.0,166324664.1,415639136.25,2797876459135.273,508311385097.5,4107565856088.5,20266487710.4,220621984946.0,98510635810.25,1879311477866.0,4256873424.333,8643891712.0,667509.435,30012738.898,72799387.333,1550160.533,655045.857,0.0,0.5,8127.0,1468041533.714
01:32:33,1483260790.545,85715.429,0.0,185797201.9,464300376.0,3117334776294.727,560112835624.5,4563897887342.5,21879146877.8,234883957953.833,107562392575.75,2073978372062.0,5625700386.333,8649755392.0,717170.826,34604222.32,82389415.667,1550160.533,724332.429,0.0,0.5,8175.333,1640526777.524
01:42:33,1639240581.182,94286.286,0.0,204686808.3,511504571.0,3437212420870.636,611077722136.75,5020249794513.5,23531700285.8,248490543385.167,116592727442.75,2266315449440.75,5650222710.667,8645614080.0,756316.261,39140401.883,91955799.667,1550160.533,793888.143,0.0,0.5,8144.0,1814821154.429
01:52:33,1792792757.364,102856.857,0.0,223548325.9,558639638.0,3757084085680.546,663028093657.25,5476623212204.25,25152222518.0,306584453292.5,125711594791.75,2458334201418.5,5674717080.0,8644898560.0,792180.609,43648734.019,101602829.0,1550160.533,863137.571,0.0,0.5,8176.0,1985689467.048
02:02:33,1947567276.909,111427.143,0.0,243082725.7,607455841.5,4076979632120.636,715497668112.25,5932831628491.0,26778179359.6,321349832013.667,134636622514.5,2650276160936.0,5699180449.0,8615789824.0,833154.609,48227617.607,111020230.0,1550160.533,935140.143,0.0,0.5,8160.0,2156754446.0
02:12:33,2098867384.0,119998.286,0.0,262491485.7,655957462.5,4397060027017.0,766759167717.25,6389293703309.25,28428208693.2,340992372618.833,143932549615.25,2842312709028.75,7067963599.667,8622009088.0,868909.261,52776585.049,120661543.0,1550160.533,1004761.429,0.0,0.5,8128.0,2325239477.952
02:22:33,2248760812.727,128568.857,0.0,280765044.7,701622431.25,4718412356185.909,818448455449.5,6845261365798.5,30029891522.6,357504491105.167,152994974077.25,3034598243296.5,7092388823.667,8645024000.0,906362.913,57164646.155,130001102.333,1550160.533,1077613.0,0.0,0.5,8128.0,2491608208.238
02:32:33,2403193302.0,137139.0,0.0,300234415.1,750276124.0,5038142028673.909,869560155862.25,7301548754849.25,31653592974.8,372850147020.0,162197264214.75,3229026274015.75,7116786922.667,8645175040.0,952158.087,61728213.257,139480001.0,1550160.533,1147109.286,0.0,0.5,8128.0,2662793741.762
02:42:33,2565175786.455,145720.143,0.0,319962077.1,799575122.5,5297247860654.454,921464422263.0,7757619770218.25,33261856867.6,388060804652.333,170905254311.0,3420615521877.25,7141050333.0,8615766016.0,1002816.696,66455842.801,148849409.0,1550160.533,1219899.857,0.0,0.5,8175.667,2841804696.619
