Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571788544.0,0.0,0.0,0.0,141.571,0.0,0.5,6006.667,0.0
07:14:15,3422718.727,8627.714,2024153270.176,59262224190.1,148036707334.75,207602207376.273,28676348895.5,370898236295.25,2790192490.2,88981692608.167,11181701143.0,120910445781.5,29896301.667,8666245888.0,778204.957,0.0,167989.333,55245.429,0.0,65751042.0,8088.0,3785804.571
07:24:16,3570979.636,17199.429,2039386408.647,123069043325.5,307425697994.0,419329456589.909,58742530595.5,740787757109.0,5805760861.6,175242680710.833,23292739935.75,248340476696.5,60453643.0,8664071168.0,815154.087,0.0,188015.0,82924.714,0.0,65751042.0,8151.667,3965366.19
07:34:16,3827216.727,25773.143,2054435284.941,186153468536.9,465010056711.75,630007016417.818,88779784367.75,1110295578777.0,8845022858.8,264439174220.333,35430108889.75,375843073778.5,2779572005.333,8664695808.0,859192.043,0.0,211497.333,108967.286,0.0,65751042.0,8141.0,4290789.952
07:44:16,3890928.364,34345.286,2069530446.941,249477264078.2,623192445776.0,840085886332.636,118687317140.75,1479791031605.25,11893986023.0,352832576975.333,47562392443.0,503146098445.25,2810125572.0,8664889088.0,895245.522,0.0,234883.333,134319.429,0.0,65751042.0,8093.0,4408397.286
07:54:16,3972892.818,42916.286,2084784976.647,313323926625.9,782680764179.0,1050672991500.818,148569497996.5,1849843818503.0,14948286336.8,438474236819.667,59784283490.0,630839869505.25,2840696544.667,8665315584.0,945347.957,0.0,258144.667,157612.143,0.0,65751042.0,8109.0,4528708.476
08:04:16,4066029.727,51488.0,2099992945.588,376988622310.3,941714911024.25,1262197426535.818,178341442522.75,2219582498789.0,18007964335.6,525830545038.667,72023787066.25,758499713674.0,2871282133.333,8665360384.0,991200.348,0.0,280737.333,182251.714,0.0,65751042.0,8141.0,4653491.667
08:14:16,4140547.0,60059.714,2115279425.118,440964236826.5,1101525497442.5,1472637387469.546,208124311537.25,2589400450619.75,21088912078.4,612391672061.167,84317648109.5,886307591749.25,4246141508.333,8665386240.0,1027849.435,0.0,303859.333,206386.0,0.0,65751042.0,8125.0,4774847.476
08:24:16,4217667.273,68632.0,2130522547.471,504852632274.4,1261118480156.5,1683565989291.636,237513780247.25,2959265610235.0,24144959870.0,699100170626.333,96518551453.5,1013351743283.75,4276705609.333,8665025280.0,1064465.739,0.0,325065.333,231565.714,0.0,65751042.0,8077.0,4887679.619
08:34:17,4431096.364,77203.429,2145720243.941,568600494143.1,1420359848041.25,1893842582532.364,266979705313.75,3329398159906.0,27194175456.8,784472377880.833,108726409246.25,1140551662789.75,4307288182.667,8665427968.0,1111295.043,0.0,362316.333,258019.143,0.0,65751042.0,8130.667,5152591.476
08:44:17,4507845.818,85774.857,2160925263.235,632483630036.1,1579939480928.25,2105015244354.727,296499662581.25,3699647201431.5,30253001157.8,869185521544.0,120927638499.5,1267811198816.25,5682135950.0,8665465856.0,1150493.652,0.0,385305.333,282902.571,0.0,65751042.0,8162.667,5260927.667
08:54:17,4657588.455,94346.429,2176157827.0,696527392028.3,1739920537260.25,2315380694862.727,325973659667.25,4069832284088.5,33322343214.4,954173209358.667,133149253560.5,1395132122889.25,5712699648.333,8665504768.0,1184524.652,0.0,408278.0,307570.429,0.0,65751042.0,8162.667,5426589.286
09:04:17,4745517.455,102918.571,2191426647.529,760708484688.5,1900244577838.25,2524588459401.546,355419795859.5,4439973600984.75,36387789347.0,1039441559303.5,145390025390.5,1522417426077.25,5743267469.667,8665642752.0,1230140.783,0.0,430808.0,331849.286,0.0,65751042.0,8162.667,5546147.476
09:14:17,5241237.909,111489.571,2206696527.176,824906788538.5,2060611651599.5,2735508791695.0,384850679689.25,4810566041499.5,39440713201.8,1123367489563.833,157595713347.25,1649521605210.5,5773814031.333,8667003648.0,1396638.783,0.0,460116.333,357332.714,0.0,65751042.0,8263.0,6127792.429
09:24:17,5318736.182,120060.571,2222009763.118,889200605175.9,2221217424176.75,2947623271702.0,414337021228.75,5181361629219.5,42495082252.0,1206296097072.833,169780964186.25,1776384196217.25,7148624726.0,8666937088.0,1433998.826,0.0,478368.333,381526.286,0.0,65751042.0,8263.0,6247988.81
