Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571607296.0,0.0,0.0,0.0,139.429,0.0,0.5,6054.667,0.0
07:14:13,1023765.364,8593.0,319199.588,546729.1,1360671.0,43023182.455,6084214.0,181797550073.75,13181691.0,252767334958.0,5577533.25,72789915.5,6266744.333,8572091136.0,41110.913,0.0,14327.333,28139.429,0.0,0.5,6551.667,1284459.238
07:24:13,1298255.545,17165.857,619300.471,1060523.7,2639560.25,86199470.909,12088385.0,363472083051.75,26319768.0,504899194731.833,10882345.5,143918288.75,12513170.0,8572617216.0,79549.435,8.059257119581843e+17,29156.333,55310.429,0.0,0.5,6522.0,1623865.476
07:34:13,1878110.636,25739.0,931641.824,1595428.5,3970849.75,129939544.727,17791400.25,545138744817.25,27729128.8,756885884281.5,16579856.0,214101771.75,18754027.333,8573523968.0,125708.304,8.059257119581843e+17,44287.333,82831.571,0.0,0.5,6576.0,2253708.381
07:44:13,1958575.0,34311.429,1225328.471,2098125.7,5222313.25,186044618.545,23511763.0,725595621588.5,28332940.2,1008995510886.167,22089203.5,283889301.5,24988462.0,8573530368.0,172492.348,8.059257119581843e+17,57128.0,109825.0,0.0,0.5,6592.0,2355750.857
07:54:13,2046114.545,42881.714,1519899.882,2602364.1,6477533.0,241711991.0,29515912.25,906373439653.0,28854758.4,1261148310621.5,27283092.0,356000608.0,31207569.0,8573682944.0,226601.304,8.954730132868714e+17,70549.0,136857.0,0.0,0.5,6572.667,2478570.81
08:04:13,2145200.909,51452.0,1811955.706,3102258.7,7721955.25,301071069.818,35179655.75,1087621529464.25,29524223.2,1512922054266.167,33086673.25,424371018.0,37443748.667,8573556480.0,279113.0,8.954730132868714e+17,84492.0,163726.571,0.0,0.5,6593.0,2599015.143
08:14:13,2232370.909,60022.143,2108336.529,3609633.1,8984933.75,357805368.091,40936283.5,1269089655896.75,30139004.0,1764772557029.333,38663746.25,493406684.25,43690386.667,8573623040.0,332381.652,8.954730132868714e+17,99329.667,190435.571,0.0,0.5,6561.333,2720674.714
08:24:13,2309108.545,68593.143,2430473.588,4161433.3,10358188.5,412156509.091,46759301.75,1450966389547.0,30696849.0,2016673749217.5,44017370.5,563981550.75,49939577.667,8573781504.0,373428.391,3.581892053147494e+17,113368.0,218301.429,0.0,0.5,6573.0,2831565.714
08:34:13,2576522.364,77165.286,2721591.824,4659698.9,11598606.25,451625439.727,52725046.25,1632023053606.5,31463294.2,2268193059678.834,50414467.5,637901701.25,56165638.333,8573676032.0,418697.435,3.581892053147494e+17,135647.0,246667.857,0.0,0.5,6583.333,3090351.048
08:44:14,2648421.727,85737.714,3016720.588,5164924.3,12856181.5,496734115.727,57996669.0,1814231005044.0,32166723.2,2520002575600.5,56513525.25,704988106.0,62407775.333,8573703424.0,455612.304,3.581892053147494e+17,149201.0,273801.571,0.0,0.5,6599.333,3190310.048
08:54:14,2726651.545,94308.0,3309173.941,5665500.1,14102316.75,556631279.0,63431623.5,1996195390331.5,37814376.8,2771243033301.834,63005611.75,774125160.5,1412933356.0,8574028800.0,500339.783,9.850203146155585e+17,163019.0,300799.571,0.0,0.5,6637.667,3313854.381
