Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
01:39:46,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8581978112.0,0.0,0.0,0.0,1153565.0,157.0,0.0,0.5,50851.333,0.0
01:49:46,23170143.0,8570.429,0.0,20502316.9,51186686.25,160238420.0,15272862.25,192453165204.25,3164509.4,249510569064.5,25945802.25,312497755.5,1351680777.667,8615228416.0,62223.652,0.0,84450.333,1153565.0,64976.714,0.0,0.5,54306.667,24387700.81
01:59:46,162859908.455,17140.143,0.0,96543679.1,241024874.0,23502332315.818,643746425.25,492902672340.0,41484527.2,455899489493.833,317006708.75,8338343404.25,1362041477.0,8696524288.0,113981.739,372.578,1230751.667,1153565.0,289166.714,0.0,0.5,55303.333,172044216.333
02:09:46,342570488.909,25703.0,0.0,145000197.1,361993232.5,114976830537.727,3632804939.0,942471466418.5,254411843.8,562168844754.833,1480903135.5,40395040877.75,1378605969.667,8751296000.0,160645.739,998.117,3802985.667,1153565.0,614056.857,0.0,0.5,55914.0,364180971.19
02:19:46,477850716.545,34266.143,0.0,162062512.5,404585685.5,286303832578.091,8168741610.75,1392322088095.25,576275853.0,642789812506.667,3154249572.25,79434012026.75,1397015727.667,8746793728.0,207544.739,1923.228,7056448.667,1153565.0,924104.143,0.0,0.5,55715.0,510803545.619
02:29:46,573782728.091,42832.714,0.0,190262031.9,474984940.25,373563826186.454,10412845609.75,1841702216176.0,718096290.8,747273609688.833,3949512272.5,106742061077.5,1412558413.333,8689258496.0,251036.565,3034.058,9070609.333,1153565.0,1166392.429,0.0,0.5,55336.333,614040775.952
02:39:46,686228518.545,51401.429,0.0,236600669.1,590665959.25,436676251757.909,11820185795.75,2290944809465.5,799412926.8,860502885643.167,4431312836.25,127013535871.75,1426791296.667,8650535168.0,301268.087,4594.684,10778864.0,1153565.0,1422911.571,0.0,0.5,54792.0,733517967.476
02:49:46,770718203.818,59965.714,0.0,290323734.1,724780539.75,442852812938.364,12290794626.5,2738465758837.75,835766596.4,997589359790.333,4698309513.25,136034460841.25,1439647886.333,8695039744.0,340494.913,5705.097,11673508.333,1153565.0,1666469.714,0.0,0.5,55190.667,823934775.095
02:59:46,992707635.455,68532.0,0.0,342174689.7,854223395.25,526911717369.0,14386912138.0,3187919315229.25,994828834.8,1101534190977.667,5650180487.25,160141237665.25,1455259579.0,8786435072.0,392084.174,6594.223,13927621.667,1153565.0,2047085.143,0.0,0.5,56016.667,1058657667.286
03:09:46,1237346086.727,77089.857,0.0,395763886.9,988006937.0,648941210948.545,19174767589.5,3637927404357.0,1407774434.8,1176494559090.167,7758534465.0,201945780567.25,2819248556.667,8785000704.0,438380.739,7859.15,17419713.667,1153565.0,2526864.143,0.0,0.5,56345.667,1320710875.571
03:19:47,1498529760.182,85651.286,0.0,430460186.7,1074612669.5,809837645251.727,25298376143.25,4088087065846.25,1928857329.2,1271071382526.167,10221547035.5,248277702988.75,2839683329.0,8768261120.0,487071.13,9465.738,21438603.333,1153565.0,2942924.286,0.0,0.5,56100.0,1599835368.286
03:29:47,1727119573.818,94213.143,0.0,493675401.1,1232428174.0,958113410282.818,28972680684.5,4537784466592.5,2252886887.4,1351838681467.833,11690723751.25,284765451242.75,4201515163.333,8774176000.0,545033.478,10783.461,24508352.0,1153565.0,3351216.286,0.0,0.5,56236.0,1842791726.905
03:39:47,2021039353.909,102776.0,0.0,574491228.1,1434189969.75,1159859107373.364,33969152289.5,4987779468711.25,2692087660.2,1433080051136.0,13812529374.75,325905400880.25,4221070644.0,8834273536.0,587829.304,12200.825,27850438.0,1153565.0,3835020.0,0.0,0.5,56755.0,2156314008.476
03:39:52,2374708391.909,111343.286,0.0,617402710.9,1541334015.75,1414290634684.727,45287473498.25,5438579428671.0,3471920786.0,1459409704104.5,18041393098.75,392088930403.25,4246719989.333,8940955904.0,634094.043,12953.243,33536808.667,1153565.0,4309658.857,0.0,0.5,57778.333,2535485548.429
03:49:52,2376921900.273,111416.143,0.0,617407150.7,1541345076.75,281474976523440.9,281474976779671.5,281474976756328.75,225179981400979.4,94935101923310.5,211106232573149.75,17592186343687.75,4246938785.667,8932791808.0,634284.348,12953.243,33601664.333,1153565.0,4312864.857,0.0,0.5,57715.333,2537882058.429
03:59:52,2820368459.909,119985.286,0.0,709631807.7,1771669987.5,281738928277802.06,281487860666571.0,281925954922049.5,225180863811520.4,94951327003975.66,211111279412539.75,17664057125840.75,5617429421.0,8945807872.0,679947.261,15042.956,39257395.0,1153565.0,4856385.0,0.0,0.5,57650.667,3011775465.429
04:09:52,3245230656.545,128553.857,0.0,782037851.5,1952498970.75,281994085966673.25,281500193785551.5,282376944127169.5,225181750994103.2,94967870065843.5,211116325995059.75,17734046085191.0,5643341004.333,8947698688.0,722728.913,16762.039,45203632.667,1153565.0,5379397.429,0.0,0.5,57783.0,3465591201.095
04:19:52,3738034882.0,137124.0,0.0,867188078.9,2165147944.75,282246695928627.6,281512879693913.25,282828040571803.25,225182663748948.2,94984867480038.67,211121373632717.5,17805961162453.75,5669050878.333,8912242432.0,762624.261,18663.005,51265891.667,1153565.0,5953986.571,0.0,0.5,57772.333,3991052578.667
04:29:52,4371108583.545,145693.714,0.0,978066981.3,2442064104.75,282500836382378.4,281525034264862.5,283279190051064.25,225183566017748.2,95003750863800.0,211126533373151.25,17875890919595.5,5694590845.667,8900680448.0,807747.435,21029.456,57871560.0,1153565.0,6585549.0,0.0,0.5,57774.0,4664123325.095
04:39:53,4915084927.727,154261.571,0.0,1082605976.7,2703146560.5,282772342779450.06,281537966199965.0,283730382889594.75,225184419148829.6,95021417083572.34,211131824749652.75,17948450861223.25,7064586217.333,8942773760.0,851335.043,23293.282,64186254.333,1153565.0,7181960.429,0.0,0.5,57802.333,5242727283.0
04:49:53,5328803841.364,162832.286,0.0,1141498635.7,2850228344.75,283047642228241.06,281551413017364.75,284181631414856.0,225185282311798.4,95033275154858.17,211137321339007.0,18022336554574.754,7090495125.667,8936075520.0,908312.522,24692.617,69958030.667,1153565.0,7685047.143,0.0,0.5,57772.0,5684913266.0
04:59:53,5875168914.727,171396.429,0.0,1270843653.1,3173251146.25,283289996059880.94,281562772744545.0,284632660898281.75,225186056009884.6,95083421867211.17,211142132342579.5,18089191350769.754,7115159602.667,8850781952.0,957383.087,27222.184,75288283.667,1153565.0,8363952.143,0.0,0.5,57135.0,6265704154.952
05:09:53,6524565191.182,179959.857,0.0,1396383159.1,3486770898.25,283533125023927.06,281574477943894.25,285083670137756.25,225186888002777.8,95123874371942.67,211146784594232.5,18158019377776.754,7140146569.333,8945019648.0,1000479.783,28964.16,81145640.0,1153565.0,9041644.571,0.0,0.5,58132.333,6954376501.333
05:19:53,7049757023.818,188530.0,0.0,1468008356.3,3665648984.25,283812861965284.4,281588311736101.5,285534927219267.5,225187822018375.8,95137075499450.34,211152400630227.5,18234367532224.754,8510781900.667,8922338304.0,1054452.174,30368.092,87009205.333,1153565.0,9596951.286,0.0,0.5,58183.333,7513742369.238
05:29:53,7436483290.0,197099.857,0.0,1512979297.3,3777960315.75,284096489091029.0,281602920433021.0,285986103333141.75,225188763178609.8,95147766337044.34,211158033548492.25,18312152600642.0,8537239726.333,8898332416.0,1101563.826,31432.476,92724646.333,1153565.0,10064407.143,0.0,0.5,58211.667,7926945861.143
05:39:53,7838954235.727,205668.429,0.0,1584532710.1,3956658750.25,284382449808286.6,281617505231201.5,286437313991203.75,225189666619288.6,95160405850816.98,211163529090455.0,18389784170553.0,8563634136.333,8962753536.0,1141568.348,32812.709,98897104.333,1153565.0,10598096.0,0.0,0.5,58208.333,8357580272.238
05:49:53,8251323536.545,214237.286,0.0,1656042468.9,4135251851.75,284646724313071.6,281630987362639.0,286888452014411.5,225190512145260.2,95175679724180.67,211168864261161.75,18463930328512.5,8589853420.333,8926117888.0,1185423.565,34203.238,104628831.333,1153565.0,11099796.571,0.0,0.5,58001.0,8797826854.714
05:59:53,8633482929.0,222806.0,0.0,1720398352.9,4295966538.75,284918390395435.4,281643449633256.0,287339538540510.75,225191291872773.6,95205185936726.83,211173788903351.0,18534038815091.246,9959511409.333,8933492736.0,1230564.13,35469.636,110891891.333,1153565.0,11617962.857,0.0,0.5,57999.333,9206178528.286
06:09:53,9014752623.0,231371.143,0.0,1792553557.9,4476156006.25,285165099166930.75,281656027670436.75,287790466416752.5,225192104658607.0,95248186885636.83,211178362589360.0,18604190249455.5,9984723587.0,8932944640.0,1277552.043,36844.699,116622851.0,1153565.0,12149431.429,0.0,0.5,58177.0,9613601002.286
06:19:54,9450342052.273,239940.571,0.0,1864444658.7,4655690491.75,285433090181223.0,281668750238228.75,288241557879671.75,225192954959367.0,95275503438449.83,211183078808435.25,18675901471040.5,10010551130.333,8909612800.0,1321940.565,38205.393,123026739.0,1153565.0,12691812.286,0.0,0.5,58169.667,10078615485.095
06:29:54,9861854299.727,248508.571,0.0,1937023658.9,4836933467.5,285695140487637.75,281681444453163.0,288692492235192.5,225193840295112.0,95311825954815.02,211187696684646.75,18746576172503.0,10035918467.333,8894912000.0,1363586.696,39514.102,128832370.333,1153565.0,13257949.571,0.0,0.5,58211.667,10518440021.524
06:39:54,10324443577.818,257077.286,0.0,2020530540.5,5045490381.25,285959729540355.94,281694934857799.25,289143691884527.0,225194715431328.8,95329183495878.0,211193057789796.25,18821326531773.0,11406452470.0,8920787712.0,1407273.652,41076.728,135253742.333,1153565.0,13801547.714,0.0,0.5,58021.333,11011966153.0
06:49:54,10736953137.182,265647.857,0.0,2071018888.1,5171581274.25,286226234349198.6,281707804865578.25,289594799930570.75,225195642853417.4,95339508135348.98,211198368380984.75,18894012303507.0,11432723125.0,8917939456.0,1447458.13,42038.733,141177873.333,1153565.0,14297990.714,0.0,0.5,58172.333,11453077887.429
06:59:54,11337040942.455,274216.429,0.0,2174188854.7,5429240726.5,286491973445455.0,281720296040193.0,290046095720487.75,225196515764752.2,95356476676247.5,211203806219328.75,18965742399682.754,11458936762.333,8949306624.0,1495976.87,43890.597,147894470.667,1153565.0,14918770.714,0.0,0.5,58057.667,12091249787.0
07:09:54,11794440611.273,282785.429,0.0,2255041803.7,5631154353.75,286760756843953.4,281732989594177.5,290497263591451.0,225197387194692.2,95373519525005.17,211209087454865.5,19037978686980.5,12829364310.333,8935461376.0,1532726.522,45500.762,154031352.0,1153565.0,15469482.429,0.0,0.5,57791.0,12579371253.524
07:19:54,12258189444.0,291354.571,0.0,2330612754.7,5819877533.75,287024514295672.06,281745484641874.75,290948270086256.75,225198259933180.6,95392987126354.5,211214117994657.25,19109029723436.754,14199545592.0,8895536896.0,1576153.304,46812.286,160000278.0,1153565.0,16014405.714,0.0,0.5,58144.667,13074025289.0
07:29:54,12616357993.0,299925.714,0.0,2374924053.3,5930537586.5,287284543061124.25,281757823847712.0,291399432189826.5,225199117407705.2,95404778546045.5,211219523065129.97,19179881571843.5,14225881092.333,8957395200.0,1619795.478,47907.408,166259587.0,1153565.0,16485740.857,0.0,0.5,58195.333,13457930939.476
07:39:54,13142536038.909,308493.571,0.0,2472394215.1,6173966696.75,287552940377761.6,281770618636752.25,291850664415082.0,225199986209672.2,95420734133918.83,211225081967993.5,19252597287722.5,14252100296.0,8880402432.0,1669690.261,49704.456,172428926.0,1153565.0,17082962.0,0.0,0.5,57899.0,14018038707.905
07:49:54,13677003877.455,317063.429,0.0,2567850235.7,6412365556.5,287824686609309.94,281783549883323.25,292301917689205.25,225200846293407.0,95438359929808.17,211230460062000.0,19325669284657.754,14278312033.0,8951256832.0,1723212.565,51246.136,178962314.0,1153565.0,17633399.286,0.0,0.5,58134.667,14586808742.286
07:59:55,14096103053.182,325633.714,0.0,2639634125.3,6591633486.75,288080771915318.06,281795905478005.0,292753069705513.25,225201721906624.6,95454134405667.33,211235688200847.75,19396142075389.5,15648680826.0,8999510272.0,1761674.739,52627.981,184954950.0,1153565.0,18172167.286,0.0,0.5,58185.667,15034532558.286
08:09:55,14463263063.364,334203.857,0.0,2683620597.1,6701488464.5,288342566936780.8,281808731147859.0,293204186752418.75,225202600231505.2,95464467070806.34,211241102107270.5,19468275169364.5,15674673040.333,8987074560.0,1794210.478,53665.417,190815979.0,1153565.0,18638057.857,0.0,0.5,58180.667,15427532546.476
08:19:55,14939143990.091,342774.0,0.0,2765390483.7,6905701882.0,288610921078601.06,281821440676861.75,293655362562938.75,225203474635285.0,95480387725506.5,211246456759248.25,19540540458553.246,15700708284.0,8952559872.0,1855543.783,55307.5,196841920.0,1153565.0,19175035.857,0.0,0.5,58053.667,15934777894.238
08:29:55,15452231883.455,351340.714,0.0,2860050906.7,7142097105.25,288876303722346.06,281834139347155.0,294106397965165.0,225204353145890.4,95509271696198.67,211251493234537.75,19611807117252.0,15726244357.667,8940155136.0,1897022.348,56974.791,202268992.333,1153565.0,19763345.571,0.0,0.5,58232.333,16481140510.333
08:39:55,15914857653.182,359909.857,0.0,2914835898.7,7278922959.5,289159049949178.0,281848066163604.75,294557506171106.75,225205340977027.2,95521730706725.83,211256871013919.0,19687367892714.754,17096594524.333,8920188416.0,1933284.043,58224.743,208291195.0,1153565.0,20278394.286,0.0,0.5,58043.667,16975423028.429
08:49:55,16416742113.545,368479.857,0.0,3017806083.7,7536079363.25,289440517287951.44,281861913957716.0,295008598640127.25,225206294336279.8,95536673212196.34,211262243177154.25,19762856175488.246,17122413927.333,8920606720.0,1977131.87,59896.044,214545466.333,1153565.0,20872235.429,0.0,0.5,58139.333,17509934553.952
08:59:55,16820393595.182,377049.857,0.0,3070636339.1,7668012104.5,289728488440261.06,281876437745454.5,295459793390435.25,225207277812100.2,95546818472594.67,211267838381174.75,19840356813755.246,17148467547.0,8950521856.0,2031615.739,61024.825,220553907.333,1153565.0,21378900.714,0.0,0.5,58227.333,17941662432.81
09:09:55,17209155434.818,385620.429,0.0,3133714227.5,7825548945.5,290008088213901.0,281890795741535.5,295910958550896.5,225208239172123.0,95557883059755.33,211273292758304.25,19917299010121.246,17174499216.333,8981233152.0,2071867.87,62430.359,226196965.333,1153565.0,21867471.0,0.0,0.5,58082.333,18357012231.619
09:19:56,17685417719.0,394190.143,0.0,3229309697.9,8064292933.5,290278287058697.44,281904174686319.75,296362075839395.94,225209173132603.8,95573730566158.83,211278646470243.5,19991452425997.0,18544891973.333,8962095616.0,2225068.87,64078.646,232320552.333,1153565.0,22437983.429,0.0,0.5,58315.667,18864938886.048
