Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:06:18,8217733.818,25714.143,0.0,4842085.3,12089531.25,1998826354628.909,556628531338.25,1409567216237.5,486608574466.2,327447058744.5,407991856349.25,1473629237390.25,0.0,993168.0,25780.4,8784161024.0,109276.957,164943.0,17671.4,1152471.4,92242.143,0.0,3.5,22583.0,9134870.238
00:16:19,8935927.273,34285.857,0.0,5270862.5,13157714.75,2703291941011.273,740879850810.0,1881454432412.5,647695580638.8,438272720432.167,549787861076.25,1959692063966.5,0.0,1324224.0,39130.3,8773390080.0,153237.304,182806.333,27275.6,1152471.4,120612.286,0.0,3.5,22642.667,9992530.714
00:26:19,9019006.273,42857.571,0.0,5706082.5,14241913.5,3399060454131.636,911034396252.75,2353157278126.0,806510642217.4,543598323495.333,696755860752.25,2432360671167.25,0.0,1655280.0,52289.4,8769677056.0,195945.0,196776.333,37303.8,1152471.4,148467.429,0.0,3.5,22615.0,10120448.952
00:36:19,9099475.273,51429.286,0.0,6136289.1,15313717.25,4104643288407.364,1079995085473.5,2825218823148.75,965025940848.0,651832567305.0,844100664854.0,2905899566031.0,0.0,1986336.0,64253.4,8766094336.0,231964.739,208018.0,46782.9,1152471.4,176281.143,0.0,3.5,22600.333,10235025.81
00:46:19,9174359.0,60001.0,0.0,6566899.1,16386451.25,4812615782532.091,1251956306504.25,3296948237652.75,1123607525908.4,760385843556.167,990544124537.5,3379789790977.0,0.0,2317392.0,76935.8,8765736704.0,268627.957,218096.333,57171.9,1152471.4,204667.857,0.0,3.5,22600.0,10343958.857
00:56:19,9261532.636,68572.714,0.0,7007177.7,17483234.25,5499165945589.454,1425568763181.0,3769543575114.0,1281591216976.4,864738323975.667,1139165697335.75,3848535461761.75,0.0,2648448.0,89611.7,8766607872.0,301107.043,232886.0,66548.6,1152471.4,232169.143,0.0,3.5,22570.667,10467489.429
01:06:19,9330830.182,77144.429,0.0,7439780.3,18560884.5,6219692370242.454,1596617640982.0,4242688117325.75,1440087851416.8,973837672321.667,1286067335878.75,4318645768811.75,0.0,2979504.0,102321.8,8765554688.0,347403.304,245471.667,76475.4,1152471.4,259314.429,0.0,3.5,22620.0,10580296.524
01:16:19,9408328.636,85716.143,0.0,7871736.7,19636981.5,6926825044476.909,1770855062786.75,4710703777389.0,1599531159434.0,1030745837478.5,1405055860415.5,4730208358137.0,0.0,3310560.0,113035.0,8765218560.0,379805.565,261537.667,85200.7,1152471.4,287345.857,0.0,3.5,22621.667,10710328.0
23:36:18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571469568.0,0.0,0.0,0.0,1152471.4,518.714,0.0,0.5,20518.333,0.0
23:46:18,5818437.545,8571.0,0.0,3973612.9,9926178.75,650947471332.636,197844261370.75,470542122004.0,163670272671.4,106980840360.167,127431693328.25,494372566768.0,0.0,331056.0,736.3,8813651200.0,40350.739,135216.667,690.8,1152471.4,33800.857,0.0,3.5,22563.667,6403273.524
23:56:18,7092359.545,17142.286,0.0,4405990.1,11003031.25,1336515934808.0,372883556023.0,937627589027.0,325142368298.2,215705795136.167,266487935079.25,987216659496.25,0.0,662112.0,13275.8,8803195904.0,76810.522,149692.0,8478.9,1152471.4,63095.857,0.0,3.5,22594.333,7849138.0
