Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:27,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573045248.0,0.0,0.0,0.0,139.429,0.0,0.5,6070.667,0.0
07:14:27,1146291.909,8790.429,340784.059,583878.7,1452804.5,64192951.455,4819662.25,184211892996.75,13557216.0,258370798011.0,6162259.75,70533423.5,7883606.0,8575254528.0,41484.13,0.0,16880.333,29340.571,0.0,0.5,6505.667,1257808.857
07:24:27,1371997.182,17360.714,647057.471,1108363.1,2758104.25,127017590.182,9319853.0,363815001308.25,26798411.2,510012468647.167,12176237.75,135969116.5,15573088.667,8575740928.0,79836.391,0.0,31604.333,56647.429,0.0,0.5,6556.0,1592623.286
07:34:27,1934359.091,25931.143,965379.471,1653621.5,4114981.75,186354541.455,14025828.25,543421224279.5,28696416.2,761827625818.167,18294205.5,206323214.5,23273194.0,8576330752.0,135388.522,9.850203146155585e+17,46874.333,84349.714,0.0,0.5,6625.667,2222722.095
07:44:27,2022282.727,34501.571,1267176.235,2170360.7,5401132.5,228088678.455,18106026.75,723026695961.0,29401209.4,1013342029204.667,24501001.75,265648665.0,30979491.667,8576418816.0,181992.087,9.850203146155585e+17,59500.0,111704.714,0.0,0.5,6594.333,2332218.714
07:54:27,2122121.182,43072.0,1569576.0,2688154.3,6689842.5,263162718.091,22750009.75,902633175145.25,30040690.0,1265247214450.667,30129673.75,335478059.25,38689312.667,8576398592.0,226143.957,9.850203146155585e+17,72649.333,138630.0,0.0,0.5,6590.0,2454493.714
08:04:27,2204453.182,51642.571,1868412.647,3199773.3,7963293.25,302324179.727,27444510.5,1082239190966.25,30665936.4,1517039124731.833,35917481.0,405933271.5,46392304.0,8576432640.0,275803.652,9.850203146155585e+17,87071.0,165784.286,0.0,0.5,6627.333,2579869.048
08:14:28,2277101.091,60213.0,2164332.588,3706359.3,9224285.0,337374110.727,31983591.0,1261844947792.75,31276646.0,1769047037871.333,41509669.75,474672917.5,1398379949.333,8576450560.0,309386.739,9.850203146155585e+17,100604.667,192867.0,0.0,0.5,6579.333,2693860.19
08:24:28,2367997.545,68783.286,2492900.529,4269289.7,10625040.0,373615966.182,36598476.0,1441448613127.5,31922637.2,2021279738188.0,47205312.5,543162344.75,1406107767.0,8576462336.0,360272.652,9.850203146155585e+17,114462.0,220545.143,0.0,0.5,6559.0,2811973.238
08:34:28,2604504.636,77353.857,2789419.647,4776906.1,11888567.5,417568331.636,41631617.0,1621058433050.5,32668041.6,2273091872332.666,53781027.0,614641954.75,2758102164.667,8576534784.0,421767.391,5.3728380797212365e+17,142122.333,248968.0,0.0,0.5,6569.333,3072192.524
08:44:28,2680871.455,85924.286,3087346.941,5286978.7,13158134.75,452483217.545,46275835.5,1800663220632.75,33259404.4,2525230880674.5,59315679.0,684358537.25,2765813838.333,8576569344.0,455350.739,5.3728380797212365e+17,155471.667,275762.143,0.0,0.5,6633.667,3184915.524
08:54:28,2781823.818,94495.143,3382598.471,5792391.1,14416260.25,487322043.273,51014518.5,1980277749345.5,38304315.2,2777322876505.166,65115650.75,755855368.0,2773516702.0,8576984320.0,496960.913,5.3728380797212365e+17,169983.0,302869.0,0.0,0.5,6611.667,3310434.381
