Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:04:52,40080785.364,1144302.429,251111538.647,4819805739944.5,12042421965369.25,289758007026510.0,281805091545135.25,295472966489180.5,225222782044138.2,93907730881897.17,211244136366919.0,19368215718757.0,60118509007.0,14694953728.0,7240557.522,0.0,7215273.333,3833806.0,0.0,65961986.5,17175.333,56445565.81
00:14:52,40853726.455,1152873.571,251111538.647,4847639955488.7,12111966529078.0,290010762241627.56,281814241154504.75,295894251480960.75,225223876677546.4,93912442941192.17,211247686423644.25,19418149398834.246,60145698857.667,14731501056.0,7275366.478,0.0,7266832.333,3861296.286,0.0,65961986.5,17191.333,57627670.952
00:24:52,41815533.545,1161444.571,251111538.647,4876848778213.7,12184945604236.25,290263061686942.94,281823535076730.5,296316022513018.25,225225025207582.4,93917339934056.83,211251410193524.25,19469087222513.5,60172916723.333,14767726848.0,7426986.174,0.0,7308126.0,3888391.857,0.0,65961986.5,17239.333,59037748.952
00:34:53,42591451.364,1170015.571,251111538.647,4906574672475.3,12259216596802.5,290515153072955.8,281832902056949.0,296739143345795.94,225226199884833.6,93920780811151.33,211255193576204.75,19520403450522.0,60200160210.333,14804267264.0,7462886.174,0.0,7359487.333,3916242.429,0.0,65961986.5,17191.333,60222442.286
00:44:53,43033987.909,1178586.857,251111538.647,4937390949785.7,12336211978405.0,290766894593842.06,281842473253345.25,297161831543453.0,225227418752255.6,93923910027318.17,211259110737908.25,19572586113874.0,61571706885.667,14840707328.0,7496620.0,0.0,7411319.333,3941879.714,0.0,65961986.5,17191.333,60903960.0
00:54:53,43099935.182,1187157.714,251111538.647,4970377201963.7,12418629046801.5,291017849264927.75,281852472054195.5,297584145107673.0,225228719967628.8,93926132195856.67,211263296516876.0,19626588873907.754,61599040322.0,14883299072.0,7543498.391,0.0,7468152.333,3971321.429,0.0,65961986.5,17191.333,61009647.048
01:04:53,43179290.909,1195728.857,251111538.647,5007388448758.3,12511102741222.25,291267438633711.0,281863161699272.25,298006197430671.75,225230181049816.4,93927995932774.67,211267989213538.75,19683589165323.246,61626477016.0,14931973376.0,7575358.652,0.0,7529380.333,3999906.429,0.0,65961986.5,17223.333,61125657.524
01:49:39,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574113280.0,0.0,0.0,0.0,555.286,0.0,0.5,6618.333,0.0
01:59:39,7519300.545,8570.571,6277120.824,36041767777.9,90051051822.5,247446020630.364,11829666304.5,425757095693.0,1280627613.8,2540419826.0,4239567493.25,61356294573.75,27130984.667,8684007936.0,168193.304,0.0,189322.667,70146.571,0.0,65961986.5,9384.0,7897410.905
02:09:39,7585613.091,17141.857,13171425.588,75621500769.5,188941771150.5,496154835246.182,24641099754.5,843542762677.5,2667320305.0,4294214334.0,8840784436.5,127087219537.0,1398806627.0,8726614528.0,207672.348,0.0,241609.333,98090.571,0.0,65961986.5,9377.667,8014085.952
02:19:39,7682095.545,25713.0,20053398.647,115125593201.3,287643497035.5,744912955908.727,37497848430.0,1262784259928.25,4054545524.0,5791792646.833,13431252343.0,192953216273.75,1426201652.667,8763306240.0,251635.435,0.0,288758.667,125439.0,0.0,65961986.5,9409.667,8237369.333
02:29:39,7766297.0,34284.0,26911979.941,154500725525.1,386023112897.25,993759478215.636,50268204774.0,1679346581940.75,5437960127.6,7842232473.667,18013914450.5,258678636999.5,1453591920.0,8805956096.0,300398.826,0.0,340799.333,154045.143,0.0,65961986.5,9410.0,8376677.0
02:39:39,7840429.636,42855.143,33781560.706,193933246415.9,484545925885.25,1242540860507.454,63005737960.0,2096458233735.75,6832075991.4,9310200800.833,22614968237.25,324385904959.5,1480974930.333,8848623616.0,357900.783,0.0,375720.333,179282.571,0.0,65961986.5,9411.333,8498489.714
