Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:16,0.091,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573675264.0,0.0,0.0,0.0,139.571,0.0,0.5,6024.0,0.0
07:14:16,1211461.636,8627.571,319677.118,547542.9,1362695.5,23933172.909,6058907.25,181158490135.75,13330086.0,253539314285.667,8356164.25,76675632.75,7032614.333,8575920640.0,37889.217,0.0,16038.667,28505.714,0.0,0.5,6505.0,1243361.19
07:24:16,1457660.727,17198.143,615235.353,1053443.7,2622107.0,48303323.273,12021113.25,360891166968.5,26545807.6,505450887898.5,16500625.75,149552661.75,14006777.333,8576398336.0,82182.478,0.0,28927.667,54773.0,0.0,0.5,6491.333,1574651.333
07:34:16,1989472.273,25770.714,924034.471,1582192.7,3938216.5,72813273.091,18173536.5,540785851465.5,32974002.0,757595413012.833,25186759.5,225265891.75,21019956.0,8576906752.0,121999.87,8.059257119581843e+17,42832.0,82310.571,0.0,0.5,6545.333,2205257.238
07:44:16,2078505.091,34341.286,1216788.941,2083251.9,5185647.0,97068120.091,24259725.25,720526910066.25,33582991.4,1009593621799.5,32997386.0,300177259.25,28037871.667,8576936448.0,171361.391,8.059257119581843e+17,55447.333,108791.143,0.0,0.5,6577.333,2311545.048
07:54:16,2179454.909,42912.143,1507961.235,2581582.5,6426295.25,121203507.636,30196004.5,900602800006.75,34210038.0,1261705580584.0,41001792.75,372711797.25,35051760.333,8577129728.0,222165.13,8.059257119581843e+17,68510.333,134647.429,0.0,0.5,6525.0,2428150.0
08:04:16,2275194.182,51482.571,1795093.941,3072935.5,7649644.75,145158648.091,36384582.0,1081004821308.0,34894952.8,1513623349306.167,49781397.5,447989819.75,42074745.667,8576996096.0,271609.348,8.059257119581843e+17,81325.333,160430.571,0.0,0.5,6562.333,2560382.952
08:14:16,2351567.455,60053.857,2085961.941,3570758.1,8889058.0,169758482.727,42334495.75,1260781754719.25,35515516.4,1765598714045.5,57775993.5,520043734.5,49103968.667,8577515776.0,311756.261,8.059257119581843e+17,95013.333,186238.429,0.0,0.5,6546.333,2672173.952
08:24:16,2432409.0,68625.0,2402301.0,4112479.7,10237443.0,194559561.909,48435543.25,1440585615287.0,36173939.8,2017665139499.333,65737206.5,591635624.25,56123797.0,8577194752.0,355856.913,8.059257119581843e+17,107572.333,213799.0,0.0,0.5,6510.0,2791623.238
08:34:16,2674135.545,77195.429,2690501.765,4605673.1,11465349.25,276960939.455,55248419.5,1620866333678.5,36879518.6,2269441964515.166,74326883.75,670563759.5,1407419194.333,8577123328.0,413872.522,3.581892053147494e+17,129996.667,241867.429,0.0,0.5,6536.667,3073018.762
08:44:16,2749013.455,85766.286,2976926.353,5095804.9,12685677.25,301693956.909,61118088.25,1801032676506.5,37501947.2,2521337791098.666,82258243.5,742892947.75,1414437825.0,8577159680.0,454101.87,3.581892053147494e+17,142800.0,269187.429,0.0,0.5,6552.667,3176809.238
08:54:17,2830970.909,94337.429,3265502.882,5589644.9,13915199.25,326613265.273,66956115.25,1981570916287.25,38140968.2,2772542504131.834,90570595.5,813782834.5,1421466130.0,8577575168.0,501425.696,3.581892053147494e+17,156842.667,296385.429,0.0,0.5,6575.0,3292849.333
