Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:06:57,38477151.0,1126192.571,0.0,124106358455.5,310051133910.25,310452970886549.44,282040804136726.25,322957162239202.0,225194480808318.8,102285008509028.0,211136809100525.75,21441934346572.754,58694532169.0,8671839744.0,6553718.261,0.0,1042886.0,1121277.267,3508100.429,0.0,66023426.5,19677.0,19913797.095
00:16:58,38557254.273,1134764.0,0.0,125069188350.9,312456543125.0,310713040688333.25,282045869810421.75,323332077807850.5,225194607060765.0,102360870833968.17,211137089084010.25,21476735359500.246,58721806220.0,8671878144.0,6586691.826,0.0,1050372.333,1121277.267,3534161.857,0.0,66023426.5,19709.0,20021409.048
00:26:58,38640711.091,1143335.429,0.0,126036282039.1,314872603845.75,310973806160059.6,282051026483596.25,323707106502280.25,225194744938222.4,102436688826239.5,211137370265534.75,21511881269167.246,58749062167.667,8671917568.0,6651457.087,0.0,1060968.0,1121277.267,3559147.143,0.0,66023426.5,19757.333,20169384.905
00:36:58,38710378.909,1151907.143,0.0,127002463349.3,317286385851.75,311234497823571.94,282056166488110.75,324082172119183.0,225194885169540.0,102512533172803.5,211137651145726.25,21546970017285.5,58776329634.667,8671940096.0,6691429.565,0.0,1065116.0,1121277.267,3583400.143,0.0,66023426.5,19757.0,20264618.667
00:46:58,38778559.818,1160478.571,0.0,127969539103.5,319702402828.5,311494765562654.8,282061274655304.0,324457153392234.75,225195025258203.2,102588402788251.83,211137931486950.5,21581888844573.754,60147857061.0,8671968768.0,6721541.217,0.0,1069218.333,1121277.267,3608552.429,0.0,66023426.5,19741.0,20357429.667
00:56:58,38848978.091,1169050.429,0.0,128939903127.7,322126634976.25,311754993179637.8,282066367738685.0,324832095772674.0,225195166044931.4,102664275093779.83,211138213704990.75,21616898612198.246,60175110160.667,8671999232.0,6763780.217,0.0,1076001.667,1121277.267,3633730.857,0.0,66023426.5,19757.333,20461220.238
01:06:58,38916782.636,1177622.286,0.0,129904213237.1,324535743096.25,312015286212314.8,282071500792275.0,325207011680076.06,225195305997725.6,102740157479371.17,211138494363598.25,21651976840468.246,60202356911.333,8672021248.0,6807140.609,0.0,1080844.667,1121277.267,3659114.143,0.0,66023426.5,19789.0,20552225.143
01:16:58,38985332.727,1186194.286,0.0,130868997443.5,326946035466.25,312275202120725.44,282076545927111.25,325581789794138.5,225195445800980.0,102816073216493.66,211138773855362.75,21686689273711.754,61573875759.333,8672048384.0,6861751.696,0.0,1088992.333,1121277.267,3685195.714,0.0,66023426.5,19757.0,20649644.905
01:26:58,39075864.455,1194766.0,0.0,131757816848.5,329166547266.0,312536364162453.75,282081596871376.75,325956576606920.75,225195575951865.97,102892099925263.83,211139034201895.5,21721365702391.754,61601113191.667,8672083712.0,6905085.391,0.0,1099697.0,1121277.267,3711753.429,0.0,66023426.5,19757.333,20794003.19
01:36:58,39132123.545,1203337.714,0.0,132720083896.9,331570550724.5,312796621286805.0,282086607596556.0,326331424782350.0,225195715326885.8,102968024555344.67,211139313408636.0,21756190236846.246,61628353298.667,8672107008.0,6948893.522,0.0,1106257.333,1121277.267,3740090.857,0.0,66023426.5,19757.0,20885650.095
01:46:59,39205521.818,1211909.571,0.0,133688184160.9,333989127785.75,313057171515633.8,282091701867340.75,326706418139392.5,225195851892579.2,103043820387380.83,211139595403473.75,21791140594923.0,61655609587.667,8672150016.0,6999292.739,0.0,1112558.667,1121277.267,3765954.714,0.0,66023426.5,19741.0,20992019.143
01:56:59,39270724.091,1220481.143,0.0,134652644950.1,336398612110.75,313318068692081.75,282096914291910.5,327081465535610.25,225195978552967.4,103119637249735.5,211139876069661.0,21826271711330.246,63027156429.333,8672176128.0,7041584.609,0.0,1118922.333,1121277.267,3789491.143,0.0,66023426.5,19773.333,21084786.81
02:06:59,39337415.636,1229052.857,0.0,135622754003.7,338822207342.75,313578705220712.44,282102000659458.25,327456432586048.25,225196105721850.4,103195483870735.17,211140156854928.5,21861134943049.0,63054438081.0,8672204800.0,7088422.348,0.0,1123495.333,1121277.267,3813687.0,0.0,66023426.5,19773.0,21175966.286
02:12:52,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575725568.0,0.0,0.0,0.0,1121277.267,671.143,0.0,0.5,9923.333,0.0
